draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
48,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
49,1,899979, 1,0.8810,717555,0.003479927,0.944,0.28692,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
49,2,893737, 1,0.8810,715377,0.003479927,0.944,0.14280,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
50,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
50,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
51,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
51,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
52,1,899474, 1,0.8813,717340,0.002916850,0.936,0.27035,806930,36519,11588,1635, 6436,152,2185,34029,650254,29153, 7991,1439,5257,119,1332,21795,272907,113433,113433,272907,0,113433,272907,0.2936,0.2936,0,0,0,0.104
52,2,894242, 1,0.8813,715592,0.002916850,0.936,0.12968,791904,28230,23239,1552, 8467,277,2467,38106,642786,22849,15492,1322,6976,214,1649,24304,272475,122551,122551,272475,0,122551,272475,0.3102,0.3102,0,0,0,0.104
53,1,899025, 1,0.9705,717930,0.002416213,0.936,0.29538,808566,35746,11272,1654, 6186,148,2197,33256,652426,28392, 7762,1442,5066,113,1339,21390,272904,113856,113856,272904,0,113856,272904,0.2944,0.2944,0,0,0,0.104
53,2,894691, 1,0.9705,715002,0.002416213,0.936,0.12687,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
54,1,899234, 1,0.9078,716792,0.002649249,0.952,0.25566,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
54,2,894482, 1,0.9078,716140,0.002649249,0.952,0.18018,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
55,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
55,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
56,1,900467, 1,0.8812,717765,0.004024048,0.940,0.26470,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
56,2,893249, 1,0.8812,715167,0.004024048,0.940,0.13303,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
57,1,899154, 1,0.9733,717656,0.002560049,0.940,0.34795,808197,36285,11388,1613, 6196,165,2122,33188,651487,28987, 7895,1418,5081,130,1282,21376,274518,112594,112594,274518,0,112594,274518,0.2909,0.2909,0,0,0,0.104
57,2,894562, 1,0.9733,715276,0.002560049,0.940,0.13199,790637,28464,23439,1574, 8707,264,2530,38947,641553,23015,15588,1343,7152,203,1699,24723,270864,123390,123390,270864,0,123390,270864,0.3130,0.3130,0,0,0,0.104
58,1,893059, 1,0.8771,711489,0.004235899,0.936,0.22064,802694,35076,11220,1610, 6384,163,2176,33736,646439,27728, 7675,1419,5214,130,1345,21539,271548,113039,113039,271548,0,113039,271548,0.2939,0.2939,0,0,0,0.104
58,2,900657, 1,0.8771,721443,0.004235899,0.936,0.12365,796140,29673,23607,1577, 8519,266,2476,38399,646601,24274,15808,1342,7019,203,1636,24560,273834,122945,122945,273834,0,122945,273834,0.3099,0.3099,0,0,0,0.104
59,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
59,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
60,1,893894, 1,0.9798,713446,0.003304871,0.944,0.36608,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
60,2,899822, 1,0.9798,719486,0.003304871,0.944,0.13906,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
61,1,894026, 1,0.9412,713958,0.003157691,0.912,0.24456,803540,35826,11343,1645, 6171,146,2158,33197,648321,28471, 7824,1436,5066,110,1337,21393,270960,112482,112482,270960,0,112482,270960,0.2933,0.2933,0,0,0,0.104
61,2,899690, 1,0.9412,718974,0.003157691,0.912,0.10076,795294,28923,23484,1542, 8732,283,2494,38938,644719,23531,15659,1325,7167,223,1644,24706,274422,123502,123502,274422,0,123502,274422,0.3104,0.3104,0,0,0,0.104
62,1,896931, 1,0.8798,715491,0.000081395,0.920,0.18382,806534,34813,11484,1605, 6504,156,2188,33647,650359,27568, 7898,1412,5317,119,1312,21506,275308,113771,113771,275308,0,113771,275308,0.2924,0.2924,0,0,0,0.104
62,2,896785, 1,0.8798,717441,0.000081395,0.920,0.13175,792300,29936,23343,1582, 8399,273,2464,38488,642681,24434,15585,1349,6916,214,1669,24593,270074,122213,122213,270074,0,122213,270074,0.3115,0.3115,0,0,0,0.104
63,1,896389, 1,0.8968,714596,0.000522937,0.940,0.25885,804164,36363,11542,1624, 6415,152,2190,33939,647808,28982, 7982,1420,5243,119,1330,21712,272614,113644,113644,272614,0,113644,272614,0.2942,0.2942,0,0,0,0.104
63,2,897327, 1,0.8968,718336,0.000522937,0.940,0.14834,794670,28386,23285,1563, 8488,277,2462,38196,645232,23020,15501,1341,6990,214,1651,24387,272768,122340,122340,272768,0,122340,272768,0.3096,0.3096,0,0,0,0.104
64,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
64,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
65,1,895978, 1,0.8882,714398,0.000981203,0.940,0.19203,803543,36224,11631,1626, 6515,144,2272,34023,647727,28735, 8044,1423,5323,109,1372,21665,272456,115314,115314,272456,0,115314,272456,0.2974,0.2974,0,0,0,0.104
65,2,897738, 1,0.8882,718534,0.000981203,0.940,0.17175,795291,28525,23196,1561, 8388,285,2380,38112,645313,23267,15439,1338,6910,224,1609,24434,272926,120670,120670,272926,0,120670,272926,0.3066,0.3066,0,0,0,0.104
66,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
66,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
67,1,894355, 1,0.9801,713693,0.002790854,0.940,0.27680,804597,35401,11199,1629, 6160,156,2137,33076,648734,28101, 7711,1425,5050,119,1287,21266,272377,112600,112600,272377,0,112600,272377,0.2925,0.2925,0,0,0,0.104
67,2,899361, 1,0.9801,719239,0.002790854,0.940,0.12768,794237,29348,23628,1558, 8743,273,2515,39059,644306,23901,15772,1336,7183,214,1694,24833,273005,123384,123384,273005,0,123384,273005,0.3113,0.3113,0,0,0,0.104
68,1,892859, 1,0.8957,711870,0.004458900,0.944,0.21589,800578,36226,11600,1615, 6512,148,2267,33913,645315,28734, 8016,1410,5320,113,1368,21594,271364,115149,115149,271364,0,115149,271364,0.2979,0.2979,0,0,0,0.104
68,2,900857, 1,0.8957,721062,0.004458900,0.944,0.17871,798256,28523,23227,1572, 8391,281,2385,38222,647725,23268,15467,1351,6913,220,1613,24505,274018,120835,120835,274018,0,120835,274018,0.3060,0.3060,0,0,0,0.104
69,1,894269, 1,0.9800,713786,0.002886745,0.932,0.22306,804456,35469,11208,1624, 6148,156,2148,33060,648769,28162, 7722,1420,5038,119,1300,21256,272795,112852,112852,272795,0,112852,272795,0.2926,0.2926,0,0,0,0.104
69,2,899447, 1,0.9800,719146,0.002886745,0.932,0.12484,794378,29280,23619,1563, 8755,273,2504,39075,644271,23840,15761,1341,7195,214,1681,24843,272587,123132,123132,272587,0,123132,272587,0.3112,0.3112,0,0,0,0.104
70,1,896789, 1,0.8883,714744,0.000076935,0.928,0.21749,805428,35614,11375,1628, 6400,152,2204,33988,648857,28228, 7813,1424,5228,119,1335,21740,273221,113480,113480,273221,0,113480,273221,0.2935,0.2935,0,0,0,0.104
70,2,896927, 1,0.8883,718188,0.000076935,0.928,0.13182,793406,29135,23452,1559, 8503,277,2448,38147,644183,23774,15670,1337,7005,214,1646,24359,272161,122504,122504,272161,0,122504,272161,0.3104,0.3104,0,0,0,0.104
71,1,898983, 1,0.9076,716467,0.002369383,0.940,0.28517,807771,35404,11334,1632, 6438,161,2179,34064,650671,28041, 7797,1436,5262,129,1337,21794,271920,114229,114229,271920,0,114229,271920,0.2958,0.2958,0,0,0,0.104
71,2,894733, 1,0.9076,716465,0.002369383,0.940,0.13229,791063,29345,23493,1555, 8465,268,2473,38071,642369,23961,15686,1325,6971,204,1644,24305,273462,121755,121755,273462,0,121755,273462,0.3081,0.3081,0,0,0,0.104
72,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
72,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
73,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
73,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
74,1,900757, 1,0.5353,723223,0.004347399,0.868,0.06825,811232,29495,13748,1448, 8552,205,2072,34005,657322,24147, 9833,1267,7038,157,1348,22111,275283,111872,111872,275283,0,111872,275283,0.2890,0.2890,0,0,0,0.104
74,2,892959, 1,0.5353,709709,0.004347399,0.868,0.11358,787602,35254,21079,1739, 6351,224,2580,38130,635718,27855,13650,1494,5195,176,1633,23988,270099,124112,124112,270099,0,124112,270099,0.3148,0.3148,0,0,0,0.104
75,1,900418, 1,0.8999,717604,0.003969413,0.944,0.28769,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
75,2,893298, 1,0.8999,715328,0.003969413,0.944,0.14310,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
76,1,893665, 1,0.5147,714633,0.003560207,0.908,0.19786,806638,27987,12551,1562, 6600,240,2259,35828,652827,22017, 8542,1382,5377,184,1423,22881,270494,125444,125444,270494,0,125444,270494,0.3168,0.3168,0,0,0,0.104
76,2,900051, 1,0.5147,718299,0.003560207,0.908,0.10640,792196,36762,22276,1625, 8303,189,2393,36307,640213,29985,14941,1379,6856,149,1558,23218,274888,110540,110540,274888,0,110540,274888,0.2868,0.2868,0,0,0,0.104
77,1,899088, 1,0.9827,717557,0.002486458,0.948,0.36685,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
77,2,894628, 1,0.9827,715375,0.002486458,0.948,0.13474,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
78,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
78,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
79,1,895766, 1,0.9687,715351,0.001217584,0.928,0.24071,805351,35786,11264,1644, 6171,143,2198,33209,649858,28413, 7771,1434,5051,106,1341,21377,273305,113643,113643,273305,0,113643,273305,0.2937,0.2937,0,0,0,0.104
79,2,897950, 1,0.9687,717581,0.001217584,0.928,0.13137,793483,28963,23563,1543, 8732,286,2454,38926,643182,23589,15712,1327,7182,227,1640,24722,272077,122341,122341,272077,0,122341,272077,0.3102,0.3102,0,0,0,0.104
80,1,898307, 1,0.9831,717294,0.001615640,0.936,0.33350,807485,36403,11324,1623, 6157,160,2121,33034,651172,29112, 7849,1424,5050,123,1278,21286,274114,112101,112101,274114,0,112101,274114,0.2903,0.2903,0,0,0,0.104
80,2,895409, 1,0.9831,715638,0.001615640,0.936,0.11970,791349,28346,23503,1564, 8746,269,2531,39101,641868,22890,15634,1337,7183,210,1703,24813,271268,123883,123883,271268,0,123883,271268,0.3135,0.3135,0,0,0,0.104
81,1,899569, 1,0.9633,718342,0.003022775,0.920,0.26573,809035,35729,11291,1651, 6181,140,2194,33348,652810,28358, 7780,1438,5061,103,1329,21463,273989,113905,113905,273989,0,113905,273989,0.2936,0.2936,0,0,0,0.104
81,2,894147, 1,0.9633,714590,0.003022775,0.920,0.11363,789799,29020,23536,1536, 8722,289,2458,38787,640230,23644,15703,1323,7172,230,1652,24636,271393,122079,122079,271393,0,122079,271393,0.3103,0.3103,0,0,0,0.104
82,1,901243, 1,0.8817,718485,0.004889291,0.932,0.18648,809984,35536,11335,1625, 6414,157,2215,33977,652627,28155, 7827,1422,5232,125,1358,21739,275593,113937,113937,275593,0,113937,275593,0.2925,0.2925,0,0,0,0.104
82,2,892473, 1,0.8817,714447,0.004889291,0.932,0.13892,788850,29213,23492,1562, 8489,272,2437,38158,640413,23847,15656,1339,7001,208,1623,24360,269789,122047,122047,269789,0,122047,269789,0.3115,0.3115,0,0,0,0.104
83,1,893075, 1,0.9043,712178,0.004218059,0.940,0.20028,800818,36182,11644,1616, 6504,148,2282,33881,645665,28691, 8047,1405,5321,113,1376,21560,271517,115497,115497,271517,0,115497,271517,0.2984,0.2984,0,0,0,0.104
83,2,900641, 1,0.9043,720754,0.004218059,0.940,0.17117,798016,28567,23183,1571, 8399,281,2370,38254,647375,23311,15436,1356,6912,220,1605,24539,273865,120487,120487,273865,0,120487,273865,0.3055,0.3055,0,0,0,0.104
84,1,900418, 1,0.8999,717604,0.003969413,0.944,0.28769,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
84,2,893298, 1,0.8999,715328,0.003969413,0.944,0.14310,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
85,1,894189, 1,0.8964,712595,0.002975945,0.944,0.27226,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
85,2,899527, 1,0.8964,720337,0.002975945,0.944,0.14356,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
86,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
86,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
87,1,894040, 1,0.9049,712681,0.003142080,0.948,0.24265,801595,36160,11667,1617, 6533,144,2258,34066,646032,28669, 8050,1412,5343,109,1358,21708,270701,115439,115439,270701,0,115439,270701,0.2990,0.2990,0,0,0,0.104
87,2,899676, 1,0.9049,720251,0.003142080,0.948,0.17931,797239,28589,23160,1570, 8370,285,2394,38069,647008,23333,15433,1349,6890,224,1623,24391,274681,120545,120545,274681,0,120545,274681,0.3050,0.3050,0,0,0,0.104
88,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
88,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
89,1,901303, 1,0.8910,718683,0.004956192,0.940,0.22052,808694,36242,11680,1621, 6531,155,2275,34105,651885,28750, 8060,1416,5336,120,1376,21740,275013,115735,115735,275013,0,115735,275013,0.2962,0.2962,0,0,0,0.104
89,2,892413, 1,0.8910,714249,0.004956192,0.940,0.16996,790140,28507,23147,1566, 8372,274,2377,38030,641155,23252,15423,1345,6897,213,1605,24359,270369,120249,120249,270369,0,120249,270369,0.3078,0.3078,0,0,0,0.104
90,1,893075, 1,0.9043,712178,0.004218059,0.940,0.20028,800818,36182,11644,1616, 6504,148,2282,33881,645665,28691, 8047,1405,5321,113,1376,21560,271517,115497,115497,271517,0,115497,271517,0.2984,0.2984,0,0,0,0.104
90,2,900641, 1,0.9043,720754,0.004218059,0.940,0.17117,798016,28567,23183,1571, 8399,281,2370,38254,647375,23311,15436,1356,6912,220,1605,24539,273865,120487,120487,273865,0,120487,273865,0.3055,0.3055,0,0,0,0.104
91,1,898311, 1,0.6326,714286,0.001620100,0.900,0.12348,784844,44019,20790,1715, 6588,156,2651,37548,633761,35010,13524,1444,5435,124,1644,23344,274936,117040,117040,274936,0,117040,274936,0.2986,0.2986,0,0,0,0.104
91,2,895405, 1,0.6326,718646,0.001620100,0.900,0.13781,813990,20730,14037,1472, 8315,273,2001,34587,659279,16992, 9959,1317,6798,209,1337,22755,270446,118944,118944,270446,0,118944,270446,0.3055,0.3055,0,0,0,0.104
92,1,894120, 1,0.6130,710988,0.003052880,0.904,0.15295,783292,41805,20534,1734, 6625,170,2604,37356,632671,33091,13292,1469,5464,137,1619,23245,274546,117995,117995,274546,0,117995,274546,0.3006,0.3006,0,0,0,0.104
92,2,899596, 1,0.6130,721944,0.003052880,0.904,0.10351,815542,22944,14293,1453, 8278,259,2048,34779,660369,18911,10191,1292,6769,196,1362,22854,270836,117989,117989,270836,0,117989,270836,0.3035,0.3035,0,0,0,0.104
93,1,892765, 1,0.9042,711389,0.004563710,0.948,0.32042,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
93,2,900951, 1,0.9042,721543,0.004563710,0.948,0.14599,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
94,1,897090, 1,0.9066,714964,0.000258681,0.936,0.23156,805896,35469,11339,1622, 6425,152,2195,33992,649191,28081, 7820,1417,5248,118,1336,21753,272553,114044,114044,272553,0,114044,272553,0.2950,0.2950,0,0,0,0.104
94,2,896626, 1,0.9066,717968,0.000258681,0.936,0.14682,792938,29280,23488,1565, 8478,277,2457,38143,643849,23921,15663,1344,6985,215,1645,24346,272829,121940,121940,272829,0,121940,272829,0.3089,0.3089,0,0,0,0.104
95,1,900637, 1,0.9000,717809,0.004213599,0.936,0.20882,809176,35569,11366,1648, 6406,156,2206,34110,651888,28175, 7811,1443,5230,123,1344,21795,273815,114615,114615,273815,0,114615,273815,0.2951,0.2951,0,0,0,0.104
95,2,893079, 1,0.9000,715123,0.004213599,0.936,0.13847,789658,29180,23461,1539, 8497,273,2446,38025,641152,23827,15672,1318,7003,210,1637,24304,271567,121369,121369,271567,0,121369,271567,0.3089,0.3089,0,0,0,0.104
96,1,898912, 1,0.9076,716275,0.002290218,0.948,0.25930,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
96,2,894804, 1,0.9076,716657,0.002290218,0.948,0.15729,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
97,1,898987, 1,0.8804,716170,0.002373843,0.936,0.23619,808304,35069,11260,1623, 6421,157,2174,33979,650830,27715, 7721,1431,5238,125,1346,21764,273343,113240,113240,273343,0,113240,273343,0.2929,0.2929,0,0,0,0.104
97,2,894729, 1,0.8804,716762,0.002373843,0.936,0.13175,790530,29680,23567,1564, 8482,272,2478,38156,642210,24287,15762,1330,6995,208,1635,24335,272039,122744,122744,272039,0,122744,272039,0.3109,0.3109,0,0,0,0.104
98,1,896260, 1,0.8882,714496,0.000666772,0.928,0.24667,804691,35990,11447,1602, 6447,159,2163,33761,648195,28640, 7898,1410,5265,125,1335,21628,271814,113135,113135,271814,0,113135,271814,0.2939,0.2939,0,0,0,0.104
98,2,897456, 1,0.8882,718436,0.000666772,0.928,0.12869,794143,28759,23380,1585, 8456,270,2489,38374,644845,23362,15585,1351,6968,208,1646,24471,273568,122849,122849,273568,0,122849,273568,0.3099,0.3099,0,0,0,0.104
99,1,896634, 1,0.8884,714535,0.000249761,0.948,0.25291,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
99,2,897082, 1,0.8884,718397,0.000249761,0.948,0.16021,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
100,1,901126, 1,0.9088,718498,0.004758836,0.928,0.18763,808469,36193,11696,1645, 6517,148,2283,34175,651697,28695, 8078,1434,5331,113,1376,21774,274196,116138,116138,274196,0,116138,274196,0.2975,0.2975,0,0,0,0.104
100,2,892590, 1,0.9088,714434,0.004758836,0.928,0.15373,790365,28556,23131,1542, 8386,281,2369,37960,641343,23307,15405,1327,6902,220,1605,24325,271186,119846,119846,271186,0,119846,271186,0.3065,0.3065,0,0,0,0.104
101,1,895991, 1,0.8880,714491,0.000966708,0.940,0.26536,803728,36447,11553,1617, 6419,152,2199,33876,647661,29063, 7988,1412,5241,119,1339,21668,272677,113702,113702,272677,0,113702,272677,0.2943,0.2943,0,0,0,0.104
101,2,897725, 1,0.8880,718441,0.000966708,0.940,0.16586,795106,28302,23274,1570, 8484,277,2453,38259,645379,22939,15495,1349,6992,214,1642,24431,272705,122282,122282,272705,0,122282,272705,0.3096,0.3096,0,0,0,0.104
102,1,892571, 1,0.8768,711279,0.004780021,0.948,0.27555,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
102,2,901145, 1,0.8768,721653,0.004780021,0.948,0.14561,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
103,1,896705, 1,0.8884,714727,0.000170596,0.940,0.25744,805553,35472,11352,1628, 6414,163,2184,33939,649013,28109, 7778,1432,5239,130,1339,21687,272396,113856,113856,272396,0,113856,272396,0.2948,0.2948,0,0,0,0.104
103,2,897011, 1,0.8884,718205,0.000170596,0.940,0.12820,793281,29277,23475,1559, 8489,266,2468,38196,644027,23893,15705,1329,6994,203,1642,24412,272986,122128,122128,272986,0,122128,272986,0.3091,0.3091,0,0,0,0.104
104,1,893197, 1,0.8865,712317,0.004082029,0.936,0.20099,804509,33979,11094,1598, 6392,169,2115,33341,648428,26850, 7629,1407,5220,135,1290,21358,274163,112364,112364,274163,0,112364,274163,0.2907,0.2907,0,0,0,0.104
