draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4210,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4211,1,550458, 2,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
4211,2,546921, 2,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
4212,1,547733, 2,0.7989,445262,0.0017432446,0.9619,0.2264, 72192,390238,25690,1657,18694,188,7717,31357, 49750,332306,19635,1284,15492,149,5840,20806,135136, 81375,123345,66458,110108,60444,142634,130724,54246,165975, 89159,173406, 74306, 81375,135136,60383,126703, 81733,169690,3,2,140190, 70998,0.6638,0.6628,1.0000,2.000,0,-0.25606
4212,2,549646, 2,0.7989,442332,0.0017432446,0.9619,0.1949,109909,363812,29696,1856,19673,132,3675,20893, 76238,310129,22289,1415,15920,106,2613,13622,117389, 99167,108132,77962, 88014,79489,131716,116552,65046,141511,110763,155168, 90549, 99167,117389,74165,111103,100657,148340,3,2,122640, 87163,0.5845,0.5805,1.0000,2.000,0,-0.25606
4213,1,549849, 2,0.5772,439151,0.0021132170,0.9671,0.2740,147337,293905,43745,1673,24581,157,8485,29966,103278,254329,32997,1306,20437,128,6284,20392,126596, 66110,110835,51742, 94251,54037,125206,116028,42654,144597, 74037,152264, 58186, 66110,126596,49478,111579, 66112,148431,3,1,124254, 57794,0.6825,0.6817,1.0000,2.000,0,-0.25606
4213,2,547530, 2,0.5772,448443,0.0021132170,0.9671,0.2181, 34764,460145,11641,1840,13786,163,2907,22284, 22710,388106, 8927,1393,10975,127,2169,14036,125929,114432,120643,92679,103871,85896,149144,131248,76639,162888,125885,176310,106668,114432,125929,85071,126227,116277,169598,3,1,138576,100367,0.5800,0.5759,1.0000,2.000,0,-0.25606
4214,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4214,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4215,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4215,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4216,1,547782, 2,0.7415,434610,0.0016539409,0.9792,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4216,2,549597, 2,0.7415,452984,0.0016539409,0.9792,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4217,1,548980, 2,0.7404,436213,0.0005294433,0.9831,0.4888,147834,291798,44380,1675,23485,168,8784,30856,102813,251593,33169,1286,19743,130,6534,20945,120199, 63657,104065,47885, 90519,46839,116595,108920,39324,136461, 72402,143312, 56507, 63657,120199,44683,105024, 64455,139887,1,2,117153, 54435,0.6828,0.6838,1.0000,2.000,0,-0.25606
4217,2,548399, 2,0.7404,451381,0.0005294433,0.9831,0.3359, 34267,462252,11006,1838,14882,152,2608,21394, 23175,390842, 8755,1413,11669,125,1919,13483,132326,116885,127412,96535,107603,93094,157755,138356,79969,171025,127520,185262,108348,116885,132326,89865,132781,117934,178142,1,2,145677,103726,0.5841,0.5789,1.0000,2.000,0,-0.25606
4218,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4218,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4219,1,548919, 2,0.5115,440155,0.0004182693,0.9680,0.4579,118919,341262,34241,1557,24890,140,4984,22926, 82311,291178,25895,1206,20610,108,3708,15139,116658, 87662,105168,68403, 87385,70155,126002,112495,56886,136432, 98637,147892, 79448, 87662,116658,65149,107762, 89044,142162,2,3,118862, 76865,0.6073,0.6044,1.0000,2.000,0,-0.25606
4219,2,548460, 2,0.5115,447439,0.0004182693,0.9680,0.2622, 63182,412788,21145,1956,13477,180,6408,29324, 43677,351257,16029,1493,10802,147,4745,19289,135867, 92880,126310,76017,110737,69778,148348,134781,62407,171054,101285,180682, 85407, 92880,135867,69400,130044, 93346,175867,2,3,143969, 81296,0.6391,0.6371,1.0000,2.000,0,-0.25606
4220,1,549130, 2,0.7801,435738,0.0008028220,0.9597,0.1970,139783,302694,42460,1648,22684,154,8702,31005, 97042,259311,31629,1251,18980,119,6475,20931,123035, 65002,106992,49866, 93890,47579,120521,112369,40655,141117, 73201,147681, 57902, 65002,123035,46034,108443, 65553,144400,3,2,120800, 55700,0.6844,0.6852,1.0000,2.000,0,-0.25606
4220,2,548249, 2,0.7801,451856,0.0008028220,0.9597,0.2395, 42318,451356,12926,1865,15683,166,2690,21245, 28946,383124,10295,1448,12432,136,1978,13497,129490,115540,124485,94555,104232,92354,153829,134907,78638,166369,126721,180892,106953,115540,129490,88515,129363,116837,173630,3,2,142030,102461,0.5809,0.5758,1.0000,2.000,0,-0.25606
4221,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4221,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4222,1,549121, 2,0.5302,441477,0.0007864193,0.9667,0.2237,129573,316167,41580,1686,23498,153,7453,29011, 90941,273149,31423,1331,19241,126,5545,19721,131297, 69364,116331,54710, 99330,55770,131087,122124,44764,152758, 77060,160679, 61678, 69364,131297,51748,117218, 69369,156718,4,2,130515, 60557,0.6831,0.6823,1.0000,2.000,0,-0.25606
4222,2,548258, 2,0.5302,446117,0.0007864193,0.9667,0.2466, 52528,437883,13806,1827,14869,167,3939,23239, 35047,369286,10501,1368,12171,129,2908,14707,121229,111178,115146,89711, 98792,84163,143264,125152,74528,154727,122862,167895,103177,111178,121229,82801,120588,113021,161311,4,2,132315, 97604,0.5755,0.5712,1.0000,2.000,0,-0.25606
4223,1,547793, 2,0.5878,434917,0.0016338931,0.9736,0.4314,144965,301366,40317,1591,25864,156,6921,26613,100663,258530,30196,1209,21375,121,5065,17758,117346, 73813,102671,57137, 86261,59399,119273,108364,47550,133754, 83589,142629, 66337, 73813,117346,54696,104141, 74964,138192,2,3,115757, 64637,0.6417,0.6403,1.0000,2.000,0,-0.25606
4223,2,549586, 2,0.5878,452677,0.0016338931,0.9736,0.2844, 37136,452684,15069,1922,12503,164,4471,25637, 25325,383905,11728,1490,10037,134,3388,16670,135179,106729,128806,87283,111861,80534,155078,138912,71742,173732,116333,185945, 98517,106729,135179,79853,133664,107426,179838,2,3,147074, 93524,0.6113,0.6081,1.0000,2.000,0,-0.25606
4224,1,548098, 2,0.5196,439119,0.0010780232,0.9580,0.1729,125008,337829,32824,2050,21956,147,5135,23149, 86745,288399,24634,1542,18618,112,3725,15344,116931, 82260,104697,64016, 90457,61536,122424,111132,53278,136945, 93137,146081, 76118, 82260,116931,59610,107177, 84629,141514,3,2,118381, 71725,0.6227,0.6219,1.0000,2.000,0,-0.25606
4224,2,549281, 2,0.5196,448475,0.0010780232,0.9580,0.2616, 57093,416221,22562,1463,16411,173,6257,29101, 39243,354036,17290,1157,12794,143,4728,19084,135594, 98281,126780,80404,107665,78397,151927,136144,66015,170541,106785,182493, 88736, 98281,135594,74939,130629, 97761,176516,3,2,144450, 86436,0.6256,0.6219,1.0000,2.000,0,-0.25606
4225,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4225,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4226,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4226,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4227,1,547926, 2,0.6686,434073,0.0013914974,0.9792,0.3990,145750,298440,42002,1576,23271,167,7854,28866,101121,255927,31115,1176,19466,126,5775,19367,116219, 70592,100758,53741, 86158,53850,115901,106196,44518,132331, 80192,140204, 63306, 70592,116219,50703,102252, 71750,136268,1,3,113966, 61033,0.6512,0.6510,1.0000,2.000,0,-0.25606
4227,2,549453, 2,0.6686,453521,0.0013914974,0.9792,0.3276, 36351,455610,13384,1937,15096,153,3538,23384, 24867,386508,10809,1523,11946,129,2678,15061,136306,109949,130719,90680,111964,86083,158450,141080,74774,175155,119730,188370,101549,109949,136306,83845,135553,110640,181761,1,3,148864, 97128,0.6052,0.6011,1.0000,2.000,0,-0.25606
4228,1,551238, 2,0.6567,442698,0.0046447034,0.9710,0.4042,109537,346021,35487,1380,19365,155,8325,30968, 75537,295869,26479,1042,16461,117,6241,20952,116649, 82657,104595,63229, 89274,61328,122940,111783,52108,138301, 92800,147861, 74593, 82657,116649,58889,107148, 83698,143082,2,2,118772, 71119,0.6255,0.6244,1.0000,2.000,0,-0.25606
4228,2,546141, 2,0.6567,444896,0.0046447034,0.9710,0.3156, 72564,408029,19899,2133,19002,165,3067,21282, 50451,346566,15445,1657,14951,138,2212,13476,135876, 97885,126882,81191,108848,78605,151411,135493,67185,169184,107122,180712, 90262, 97885,135876,75660,130658, 98692,174948,2,2,144058, 87042,0.6234,0.6199,1.0000,2.000,0,-0.25606
4229,1,549813, 2,0.7056,441427,0.0020476062,0.9472,0.1298,113170,334442,37530,1500,23492,161,8294,31224, 78809,286455,28515,1176,19208,126,6198,20940,127531, 72798,113531,57384, 97595,57677,129782,119559,47253,150299, 81269,158042, 65321, 72798,127531,54105,115116, 73296,154170,4,2,128049, 63616,0.6681,0.6671,1.0000,2.000,0,-0.25606
4229,2,547566, 2,0.7056,446167,0.0020476062,0.9472,0.2266, 68931,419608,17856,2013,14875,159,3098,21026, 47179,355980,13409,1523,12204,129,2255,13488,124994,107744,117946,87036,100527,82256,144568,127717,72040,157187,118653,170532, 99533,107744,124994,80444,122690,109094,163859,4,2,134782, 94545,0.5877,0.5838,1.0000,2.000,0,-0.25606
4230,1,550458, 2,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
4230,2,546921, 2,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
4231,1,548867, 2,0.7852,437942,0.0003234981,0.9641,0.2664,123622,322307,39917,1485,21966,159,8567,30844, 85786,275496,29785,1119,18425,120,6428,20783,122432, 72390,107676,55625, 93948,53293,123206,113718,45605,141855, 81471,149337, 65110, 72390,122432,51508,109637, 73292,145596,2,1,121739, 62249,0.6617,0.6619,1.0000,2.000,0,-0.25606
4231,2,548512, 2,0.7852,449652,0.0003234981,0.9641,0.2817, 58479,431743,15469,2028,16401,161,2825,21406, 40202,366939,12139,1580,12987,135,2025,13645,130093,108152,123802,88795,104174,86640,151144,133558,73688,165631,118451,179237, 99744,108152,130093,83041,128169,109098,172433,2,1,141092, 95912,0.5953,0.5907,1.0000,2.000,0,-0.25606
4232,1,547316, 2,0.7313,434649,0.0025032373,0.9805,0.4205,148641,289025,44501,1682,23833,168,8754,30712,103330,249288,33256,1293,19994,130,6511,20847,119671, 62999,103449,47411, 89877,46618,115835,108206,38978,135643, 71661,142418, 55873, 62999,119671,44337,104341, 63768,139031,1,2,116442, 53923,0.6835,0.6845,1.0000,2.000,0,-0.25606
4232,2,550063, 2,0.7313,452945,0.0025032373,0.9805,0.3167, 33460,465025,10885,1831,14534,152,2638,21538, 22658,393147, 8668,1406,11418,125,1942,13581,132855,117543,128028,97009,108245,93315,158516,139070,80314,171843,128261,186155,108982,117543,132855,90212,133465,118622,178998,1,2,146388,104238,0.5841,0.5790,1.0000,2.000,0,-0.25606
4233,1,547203, 2,0.6940,437427,0.0027091825,0.9736,0.3611,124854,319334,40233,1546,21656,168,8566,30846, 86457,274092,30026,1174,18311,128,6378,20861,117072, 74183,103192,56498, 88235,56040,119361,109231,46594,136223, 83637,144710, 66255, 74183,117072,53045,105005, 74947,140467,1,3,116861, 63867,0.6466,0.6461,1.0000,2.000,0,-0.25606
4233,2,550176, 2,0.6940,450167,0.0027091825,0.9736,0.3244, 57247,434716,15153,1967,16711,152,2826,21404, 39531,368343,11898,1525,13101,127,2075,13567,135453,106359,128286,87922,109887,83893,154989,138045,72698,171263,116285,183863, 98600,106359,135453,81504,132801,107443,177562,1,3,145970, 94294,0.6075,0.6037,1.0000,2.000,0,-0.25606
4234,1,549517, 2,0.7399,436078,0.0015081389,0.9779,0.3753,145337,296071,43690,1672,22871,168,8766,30942,101049,254205,32664,1284,19237,131,6522,20986,119986, 64215,104145,48914, 90311,47725,116486,109073,40270,136746, 73587,143073, 58413, 64215,119986,45637,105004, 66001,139910,1,2,117117, 55520,0.6784,0.6794,1.0000,2.000,0,-0.25606
4234,2,547862, 2,0.7399,451516,0.0015081389,0.9779,0.3561, 36764,457979,11696,1841,15496,152,2626,21308, 24939,388230, 9260,1415,12175,124,1931,13442,132540,116327,127332,95506,107811,92208,157864,138203,79023,170740,126335,185501,106442,116327,132540,88912,132802,116389,178119,1,2,145713,102641,0.5867,0.5816,1.0000,2.000,0,-0.25606
4235,1,547782, 2,0.7415,434610,0.0016539409,0.9792,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4235,2,549597, 2,0.7415,452984,0.0016539409,0.9792,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4236,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4236,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4237,1,547367, 2,0.8216,445431,0.0024102885,0.9602,0.1673, 73864,387816,27719,1635,16809,181,7919,31424, 50742,331383,20944,1235,14061,136,5983,20947,130726, 81356,118850,65513,105753,59559,137301,126016,53628,159665, 89790,167124, 74609, 81356,130726,59567,121980, 82200,163394,2,1,135062, 70742,0.6563,0.6556,1.0000,2.000,0,-0.25606
4237,2,550012, 2,0.8216,442163,0.0024102885,0.9602,0.1894,108237,366234,27667,1878,21558,139,3473,20826, 75246,311052,20980,1464,17351,119,2470,13481,121799, 99186,112627,78907, 92369,80374,137050,121260,65665,147820,110132,161450, 90246, 99186,121799,74981,115826,100190,154635,2,1,127768, 87419,0.5938,0.5895,1.0000,2.000,0,-0.25606
4238,1,549121, 2,0.5302,441477,0.0007864193,0.9667,0.2237,129573,316167,41580,1686,23498,153,7453,29011, 90941,273149,31423,1331,19241,126,5545,19721,131297, 69364,116331,54710, 99330,55770,131087,122124,44764,152758, 77060,160679, 61678, 69364,131297,51748,117218, 69369,156718,4,2,130515, 60557,0.6831,0.6823,1.0000,2.000,0,-0.25606
4238,2,548258, 2,0.5302,446117,0.0007864193,0.9667,0.2466, 52528,437883,13806,1827,14869,167,3939,23239, 35047,369286,10501,1368,12171,129,2908,14707,121229,111178,115146,89711, 98792,84163,143264,125152,74528,154727,122862,167895,103177,111178,121229,82801,120588,113021,161311,4,2,132315, 97604,0.5755,0.5712,1.0000,2.000,0,-0.25606
4239,1,549027, 2,0.5288,439817,0.0006151020,0.9628,0.3197,131700,314934,40549,1630,26593,156,6614,26851, 91664,271178,30650,1262,22056,121,4924,17962,120739, 76028,107399,59191, 89786,61962,124350,113313,49260,139209, 85491,148848, 68063, 76028,120739,56805,108711, 76778,144029,2,3,120521, 66666,0.6439,0.6421,1.0000,2.000,0,-0.25606
4239,2,548352, 2,0.5288,447777,0.0006151020,0.9628,0.2132, 50401,439116,14837,1883,11774,164,4778,25399, 34324,371257,11274,1437, 9356,134,3529,16466,131786,104514,124078,85229,108336,77971,150000,133963,70033,168276,114431,179726, 96792,104514,131786,77744,129095,105612,174001,2,3,142310, 91495,0.6087,0.6056,1.0000,2.000,0,-0.25606
4240,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
