draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
30,1,551157, 1,0.6264,439085,0.0044970789,0.9719,0.4232,135311,315101,38936,1451,23903,163,7659,28633, 93839,270398,29030,1081,19798,123,5659,19157,116379, 76796,102493,59046, 85975,60651,120090,108656,48973,134694, 86224,143794, 68327, 76796,116379,56223,104303, 77276,139244,2,3,116012, 66669,0.6351,0.6334,1.0000,2.000,0,-0.25606
30,2,546222, 1,0.6264,448509,0.0044970789,0.9719,0.3146, 46790,438949,16450,2062,14464,157,3733,23617, 32149,372037,12894,1618,11614,132,2794,15271,136146,103746,128984,85374,112147,79282,154260,138620,70320,172792,113698,184780, 96528,103746,136146,78325,133503,105114,178785,2,3,146819, 91492,0.6161,0.6131,1.0000,2.000,0,-0.25606
31,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
31,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
32,1,546776, 1,0.6803,442808,0.0034874004,0.9619,0.2631,118524,331749,38645,1788,21182,177,6903,27808, 83053,287046,29250,1388,17971,141,5175,18784,134673, 69841,119986,55787,106582,52410,134894,125634,45680,157647, 77276,164827, 62496, 69841,134673,51293,121774, 69886,161237,2,2,134892, 60581,0.6901,0.6902,1.0000,2.000,0,-0.25606
32,2,550603, 1,0.6803,444786,0.0034874004,0.9619,0.1994, 63577,422301,16741,1725,17185,143,4489,24442, 42935,355389,12674,1311,13441,114,3278,15644,117853,110701,111491,88633, 91540,87523,139457,121642,73613,149838,122646,163747,102359,110701,117853,83256,116032,112504,156792,2,2,127939, 97580,0.5673,0.5620,1.0000,2.000,0,-0.25606
33,1,550215, 1,0.8009,438436,0.0027802610,0.9675,0.1875,126529,320243,40619,1536,21374,161,8564,31189, 88050,273613,30420,1175,17634,122,6406,21016,126127, 67737,110429,52283, 96989,49792,123770,115849,42882,145976, 76872,152198, 61842, 67737,126127,48319,111759, 69358,149088,3,2,124477, 58568,0.6800,0.6810,1.0000,2.000,0,-0.25606
33,2,547164, 1,0.8009,449158,0.0027802610,0.9675,0.3054, 55572,433807,14767,1977,16993,159,2828,21061, 37938,368822,11504,1524,13778,133,2047,13412,126398,112804,121048,92138,101133,90141,150580,131427,76411,161509,123050,176375,103012,112804,126398,86230,126047,113032,168942,3,2,138353, 99593,0.5814,0.5760,1.0000,2.000,0,-0.25606
34,1,550458, 1,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
34,2,546921, 1,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
35,1,546080, 1,0.7431,436016,0.0047558774,0.9632,0.2574,129318,310488,41541,1585,23214,163,8675,31096, 89961,266563,31183,1217,19465,127,6495,21005,121453, 67848,106765,52187, 92057,51124,120511,112223,42926,140229, 76934,147112, 61545, 67848,121453,48746,107889, 69241,143670,2,4,120050, 58760,0.6714,0.6717,1.0000,2.000,0,-0.25606
35,2,551299, 1,0.7431,451578,0.0047558774,0.9632,0.2908, 52783,443562,13845,1928,15153,157,2717,21154, 36027,375872,10741,1482,11947,128,1958,13423,131073,112694,124712,92234,106065,88809,153839,135053,76367,167257,122988,181462,103310,112694,131073,85803,129917,113149,174359,2,4,142780, 99401,0.5896,0.5848,1.0000,2.000,0,-0.25606
36,1,548427, 1,0.6337,435178,0.0004784127,0.9736,0.4152,145082,299987,40987,1607,24835,153,7654,28122,100614,257254,30703,1235,20682,117,5627,18946,118123, 70174,103097,53776, 88005,54558,117851,108396,44652,134351, 80121,142529, 63461, 70174,118123,50996,104336, 71792,138440,1,3,116050, 61124,0.6550,0.6547,1.0000,2.000,0,-0.25606
36,2,548952, 1,0.6337,452416,0.0004784127,0.9736,0.2800, 37019,454063,14399,1906,13532,167,3738,24128, 25374,385181,11221,1464,10730,138,2826,15482,134402,110368,128380,90645,110117,85375,156499,138881,74641,173134,119801,186045,101394,110368,134402,83553,133470,110598,179589,1,3,146780, 97037,0.6020,0.5979,1.0000,2.000,0,-0.25606
37,1,549673, 1,0.7398,436178,0.0017924527,0.9784,0.3865,145263,296315,43672,1674,22856,168,8774,30951,100975,254407,32642,1285,19221,131,6528,20989,119988, 64486,104178,49159, 90355,47924,116666,109172,40437,136812, 73856,143159, 58646, 64486,119988,45840,105092, 66252,139986,1,2,117189, 55751,0.6776,0.6786,1.0000,2.000,0,-0.25606
37,2,547706, 1,0.7398,451416,0.0017924527,0.9784,0.3586, 36838,457735,11714,1839,15511,152,2618,21299, 25013,388028, 9282,1414,12191,124,1925,13439,132537,116055,127300,95262,107767,92009,157685,138104,78856,170674,126066,185415,106209,116055,132537,88708,132714,116138,178044,1,2,145641,102410,0.5871,0.5820,1.0000,2.000,0,-0.25606
38,1,549052, 1,0.6773,435439,0.0006606651,0.9723,0.3760,143456,301199,41803,1580,23036,162,8253,29563, 99529,258159,31086,1189,19289,122,6084,19981,116390, 70374,101162,53515, 86667,53548,115993,106540,44336,132699, 80173,140699, 63278, 70374,116390,50467,102590, 71727,136700,1,4,114307, 60870,0.6525,0.6524,1.0000,2.000,0,-0.25606
38,2,548327, 1,0.6773,452155,0.0006606651,0.9723,0.2903, 38645,452851,13583,1933,15331,158,3139,22687, 26459,384276,10838,1510,12123,133,2369,14447,136135,110168,130315,90906,111455,86385,158357,140736,74957,174787,119749,187874,101577,110168,136135,84082,135216,110663,181330,1,4,148523, 97291,0.6042,0.6000,1.0000,2.000,0,-0.25606
39,1,548919, 1,0.6695,435322,0.0004182693,0.9740,0.3940,142169,302473,41470,1569,23339,162,8222,29515, 98480,259226,30809,1179,19504,122,6061,19941,116200, 70834,101127,53875, 86500,54046,116155,106540,44670,132735, 80569,140830, 63619, 70834,116200,50864,102580, 72095,136783,1,4,114298, 61269,0.6510,0.6508,1.0000,2.000,0,-0.25606
39,2,548460, 1,0.6695,452272,0.0004182693,0.9740,0.2959, 39932,451577,13916,1944,15028,158,3170,22735, 27508,383209,11115,1520,11908,133,2392,14487,136326,109708,130350,90545,111622,85887,158195,140736,74623,174751,119353,187744,101236,109708,136326,83684,135226,110295,181246,1,4,148532, 96892,0.6052,0.6011,1.0000,2.000,0,-0.25606
40,1,546565, 1,0.6175,439100,0.0038719531,0.9593,0.3188, 99110,357518,31794,1334,19635,157,7506,29511, 67962,304630,23502,1000,16591,120,5588,19707,113295, 88848,101983,68298, 85570,67424,122932,109802,56530,135193, 99251,146208, 79876, 88848,113295,64084,105072, 89565,140701,2,3,116426, 76704,0.6028,0.6004,1.0000,2.000,0,-0.25606
40,2,550814, 1,0.6175,448494,0.0038719531,0.9593,0.2640, 82991,396532,23592,2179,18732,163,3886,22739, 58026,337805,18422,1699,14821,135,2865,14721,139230, 91694,129494,76122,112553,72509,151418,137474,62762,172293,100671,182366, 84978, 91694,139230,70464,132734, 92824,177328,2,3,146404, 81457,0.6425,0.6401,1.0000,2.000,0,-0.25606
41,1,550545, 1,0.7263,437328,0.0033816940,0.9784,0.3641,146373,296032,43533,1660,23516,165,8714,30552,101623,255035,32423,1262,19694,125,6465,20701,118753, 67208,102939,50759, 88834,50540,117078,108116,41800,135106, 76085,142736, 59292, 67208,118753,47700,104242, 67689,138922,1,3,116223, 57613,0.6686,0.6689,1.0000,2.000,0,-0.25606
41,2,546834, 1,0.7263,450266,0.0033816940,0.9784,0.2940, 35728,458018,11853,1853,14851,155,2678,21698, 24365,387400, 9501,1437,11718,130,1988,13727,133773,113334,128538,93661,109288,89393,157272,139160,77493,172379,123837,185838,105563,113334,133773,86848,133564,114700,179108,1,3,146607,100547,0.5932,0.5886,1.0000,2.000,0,-0.25606
42,1,547780, 1,0.6784,434963,0.0016575859,0.9654,0.2623,138354,307315,40940,1552,21642,159,8204,29614, 95968,262850,30445,1168,18258,121,6073,20080,115930, 71984,101124,54904, 87093,53684,116080,106746,45451,132645, 82100,140538, 65414, 71984,115930,51347,102760, 73758,136592,2,3,114308, 62256,0.6474,0.6475,1.0000,2.000,0,-0.25606
42,2,549599, 1,0.6784,452631,0.0016575859,0.9654,0.2259, 43747,446735,14446,1961,16725,161,3188,22636, 30020,379585,11479,1531,13154,134,2380,14348,136595,108558,130353,89517,111029,86249,158271,140530,73842,174841,117822,188035, 99441,108558,136595,83202,135046,108632,181437,2,3,148522, 95905,0.6076,0.6033,1.0000,2.000,0,-0.25606
43,1,549673, 1,0.7398,436178,0.0017924527,0.9784,0.3865,145263,296315,43672,1674,22856,168,8774,30951,100975,254407,32642,1285,19221,131,6528,20989,119988, 64486,104178,49159, 90355,47924,116666,109172,40437,136812, 73856,143159, 58646, 64486,119988,45840,105092, 66252,139986,1,2,117189, 55751,0.6776,0.6786,1.0000,2.000,0,-0.25606
43,2,547706, 1,0.7398,451416,0.0017924527,0.9784,0.3586, 36838,457735,11714,1839,15511,152,2618,21299, 25013,388028, 9282,1414,12191,124,1925,13439,132537,116055,127300,95262,107767,92009,157685,138104,78856,170674,126066,185415,106209,116055,132537,88708,132714,116138,178044,1,2,145641,102410,0.5871,0.5820,1.0000,2.000,0,-0.25606
44,1,551083, 1,0.6248,442397,0.0043622121,0.9615,0.2078,130769,316755,42124,1672,22958,178,7541,29086, 91742,273145,31834,1315,18889,142,5622,19708,131081, 69561,115554,54534,100114,55008,130023,120716,45164,152126, 77301,159658, 61642, 69561,131081,51569,116601, 69472,155892,3,3,129896, 60534,0.6821,0.6817,1.0000,2.000,0,-0.25606
44,2,546296, 1,0.6248,445197,0.0043622121,0.9615,0.2297, 51332,437295,13262,1841,15409,142,3851,23164, 34246,369290,10090,1384,12523,113,2831,14720,121444,110981,115923,89887, 98008,84925,144327,126560,74129,155360,122621,168916,103213,110981,121444,82980,121205,112918,162137,3,3,132934, 97627,0.5766,0.5720,1.0000,2.000,0,-0.25606
45,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
45,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
46,1,547291, 1,0.7389,435044,0.0025488004,0.9818,0.4353,147703,290340,44376,1676,23454,168,8777,30797,102741,250543,33174,1287,19720,130,6527,20922,120010, 63267,103910,47598, 90428,46562,116345,108732,39063,136201, 71868,142980, 56048, 63267,120010,44408,104854, 63959,139591,1,2,116943, 54067,0.6838,0.6849,1.0000,2.000,0,-0.25606
46,2,550088, 1,0.7389,452550,0.0025488004,0.9818,0.3190, 34398,463710,11010,1837,14913,152,2615,21453, 23247,391892, 8750,1412,11692,125,1926,13506,132516,117275,127567,96823,107694,93371,158005,138544,80229,171285,128054,185593,108807,117275,132516,90140,132952,118431,178438,1,2,145887,104094,0.5836,0.5784,1.0000,2.000,0,-0.25606
47,1,547782, 1,0.7415,434610,0.0016539409,0.9792,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
47,2,549597, 1,0.7415,452984,0.0016539409,0.9792,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
48,1,551296, 1,0.7334,438415,0.0047504098,0.9710,0.2684,148071,291932,44924,1739,24687,173,8807,30963,103192,251821,33773,1346,20598,138,6566,20981,121779, 63265,105738,48467, 91026,48825,118595,110624,39846,138651, 71731,145210, 56345, 63265,121779,45713,106495, 64039,141931,2,2,118803, 54746,0.6846,0.6849,1.0000,2.000,0,-0.25606
48,2,546083, 1,0.7334,449179,0.0047504098,0.9710,0.2833, 34030,462118,10462,1774,13680,147,2585,21287, 22796,390614, 8151,1353,10814,117,1887,13447,130747,117277,125740,95953,107096,91108,155756,136652,79447,168835,128191,183363,108510,117277,130747,88835,131310,118351,176099,2,2,144027,103415,0.5821,0.5773,1.0000,2.000,0,-0.25606
49,1,547257, 1,0.7371,437943,0.0026107662,0.9654,0.2427,132700,306084,42756,1616,24454,171,8683,30793, 92523,264000,32236,1245,20442,134,6517,20846,121332, 68519,106398,52357, 91271,52689,121052,111881,43030,139474, 76909,147103, 60423, 68519,121332,49359,107650, 68667,143289,2,3,119787, 58987,0.6700,0.6698,1.0000,2.000,0,-0.25606
49,2,550122, 1,0.7371,449651,0.0026107662,0.9654,0.2578, 49401,447966,12630,1897,13913,149,2709,21457, 33465,378435, 9688,1454,10970,121,1936,13582,131193,112023,125080,92064,106852,87244,153298,135395,76263,168012,123013,181470,104432,112023,131193,85190,130156,113723,174740,2,3,143043, 99174,0.5906,0.5863,1.0000,2.000,0,-0.25606
50,1,546306, 1,0.6082,430493,0.0043439869,0.9749,0.4223,146655,299524,41670,1569,21218,164,7576,27930,101456,255890,30777,1163,17065,123,5552,18467,113043, 76106, 98468,58190, 81900,60047,115773,104441,48369,129926, 86150,139157, 67950, 76106,113043,55535,100145, 77051,134542,2,3,111815, 66135,0.6284,0.6266,1.0000,2.000,0,-0.25606
50,2,551073, 1,0.6082,457101,0.0043439869,0.9749,0.3152, 35446,454526,13716,1944,17149,156,3816,24320, 24532,386545,11147,1536,14347,132,2901,15961,139483,104436,133010,86230,116222,79886,158578,142835,70924,177559,113772,189417, 96905,104436,139483,79013,137661,105339,183487,2,3,151015, 92026,0.6214,0.6184,1.0000,2.000,0,-0.25606
51,1,547782, 1,0.7415,434610,0.0016539409,0.9792,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
51,2,549597, 1,0.7415,452984,0.0016539409,0.9792,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
52,1,547769, 1,0.7891,434273,0.0016776337,0.9723,0.2905,145142,293509,43772,1656,23708,161,8788,31033,100981,251869,32711,1276,19787,126,6543,20980,124151, 61508,107634,47259, 94618,45462,119842,112475,38671,141530, 69702,147361, 55106, 61508,124151,43798,108642, 62404,144446,2,1,121087, 52950,0.6958,0.6968,1.0000,2.000,0,-0.25606
52,2,549610, 1,0.7891,453321,0.0016776337,0.9723,0.2850, 36959,460541,11614,1857,14659,159,2604,21217, 25007,390566, 9213,1423,11625,129,1910,13448,128375,119034,123843,97162,103504,94471,154509,134801,80622,165956,130220,181213,109749,119034,128375,90751,129164,119985,173584,2,1,141743,105210,0.5740,0.5685,1.0000,2.000,0,-0.25606
53,1,546831, 1,0.7424,433862,0.0033871616,0.9801,0.4099,144924,294224,43573,1668,22685,168,8751,30838,100769,252604,32571,1280,19083,131,6507,20917,119418, 63647,103655,48499, 89937,47277,115871,108560,39900,136089, 72972,142303, 57947, 63647,119418,45226,104505, 65460,139196,1,2,116547, 55040,0.6792,0.6803,1.0000,2.000,0,-0.25606
53,2,550548, 1,0.7424,453732,0.0033871616,0.9801,0.3712, 37177,459826,11813,1845,15682,152,2641,21412, 25219,389831, 9353,1419,12329,124,1946,13511,133108,116895,127823,95922,108185,92656,158479,138716,79393,171396,126950,186271,106908,116895,133108,89323,133300,116929,178833,1,2,146283,103121,0.5865,0.5814,1.0000,2.000,0,-0.25606
54,1,548151, 1,0.6560,442046,0.0009814294,0.9494,0.1912,125453,326825,36010,1989,19723,189,7840,30122, 88214,282066,27474,1539,16420,159,5821,20353,135692, 64774,120585,53130,106709,50656,133852,125623,43560,159472, 72502,165005, 59366, 64774,135692,49116,121692, 65934,162238,3,2,135277, 57331,0.7023,0.7024,1.0000,2.000,0,-0.25606
54,2,549228, 1,0.6560,445548,0.0009814294,0.9494,0.1685, 56648,427225,19376,1524,18644,131,3552,22128, 37774,360369,14450,1160,14992, 96,2632,14075,116833,115768,110893,91291, 91413,89276,140498,121653,75732,148014,127420,163569,105489,115768,116833,85433,116114,116456,155791,3,2,127554,100830,0.5585,0.5531,1.0000,2.000,0,-0.25606
55,1,546276, 1,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
55,2,551103, 1,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
56,1,547957, 1,0.6397,436750,0.0013349991,0.9506,0.1320,132384,309688,40373,1700,24234,169,8394,31015, 92131,265614,30539,1321,19847,134,6260,20904,119965, 68272,105330,52663, 89532,54057,119529,110594,43677,138662, 77652,146170, 61791, 68272,119965,50132,106246, 69723,142416,2,3,118540, 59685,0.6651,0.6647,1.0000,2.000,0,-0.25606
56,2,549422, 1,0.6397,450844,0.0013349991,0.9506,0.2057, 49717,444362,15013,1813,14133,151,2998,21235, 33857,376821,11385,1378,11565,121,2193,13524,132560,112269,126147,91758,108590,85876,154822,136682,75616,168824,122270,182404,103064,112269,132560,84416,131560,112667,175613,2,3,144290, 98476,0.5944,0.5902,1.0000,2.000,0,-0.25606
57,1,547926, 1,0.6686,434073,0.0013914974,0.9792,0.3990,145750,298440,42002,1576,23271,167,7854,28866,101121,255927,31115,1176,19466,126,5775,19367,116219, 70592,100758,53741, 86158,53850,115901,106196,44518,132331, 80192,140204, 63306, 70592,116219,50703,102252, 71750,136268,1,3,113966, 61033,0.6512,0.6510,1.0000,2.000,0,-0.25606
57,2,549453, 1,0.6686,453521,0.0013914974,0.9792,0.3276, 36351,455610,13384,1937,15096,153,3538,23384, 24867,386508,10809,1523,11946,129,2678,15061,136306,109949,130719,90680,111964,86083,158450,141080,74774,175155,119730,188370,101549,109949,136306,83845,135553,110640,181761,1,3,148864, 97128,0.6052,0.6011,1.0000,2.000,0,-0.25606
58,1,549016, 1,0.5573,439348,0.0005950542,0.9654,0.3719,125073,326101,37938,1641,25584,155,6313,26211, 86704,279295,28556,1262,21206,121,4711,17493,117535, 79207,104663,61190, 87692,63011,122832,111013,50809,136357, 89297,146555, 71147, 79207,117535,58337,106549, 80223,141456,2,4,118093, 69110,0.6308,0.6290,1.0000,2.000,0,-0.25606
58,2,548363, 1,0.5573,448246,0.0005950542,0.9654,0.2636, 57028,427949,17448,1872,12783,165,5079,26039, 39284,363140,13368,1437,10206,134,3742,16935,134990,101335,126814,83230,110430,76922,151518,136263,68484,171129,110625,182019, 93708,101335,134990,76212,131257,102167,176573,2,4,144738, 89051,0.6191,0.6162,1.0000,2.000,0,-0.25606
59,1,548238, 1,0.5304,451276,0.0008228698,0.9662,0.2703, 58127,414434,22848,2054,17651,187,5533,27404, 40717,353873,17711,1599,14825,155,4187,18209,141529, 89856,131666,74188,116640,67811,152579,139775,60752,176182, 97787,185172, 82809, 89856,141529,67584,135165, 90298,180676,2,3,149078, 78867,0.6540,0.6525,1.0000,2.000,0,-0.25606
59,2,549141, 1,0.5304,436318,0.0008228698,0.9662,0.5235,123974,339616,32538,1459,20716,133,5859,24846, 85271,288562,24213,1100,16587,100,4266,16219,110997, 90686, 99812,70232, 81482,72122,121771,107501,58541,131303,102135,143402, 82046, 90686,110997,66965,102641, 92092,137353,2,3,113753, 79294,0.5893,0.5856,1.0000,2.000,0,-0.25606
60,1,547726, 1,0.5859,446363,0.0017560023,0.9532,0.3329, 97308,359404,33644,1777,20192,170,6541,28690, 68285,309722,25755,1396,16838,140,4911,19316,137721, 73935,124496,60047,109851,56132,140464,130907,49017,164715, 81538,172362, 67448, 73935,137721,55066,126429, 74493,168538,3,3,140074, 64686,0.6841,0.6837,1.0000,2.000,0,-0.25606
60,2,549653, 1,0.5859,441231,0.0017560023,0.9532,0.2316, 84793,394646,21742,1736,18175,150,4851,23560, 57703,332713,16169,1303,14574,115,3542,15112,114804,106607,106982,84374, 88271,83800,133886,116369,70276,142771,118384,156212, 97407,106607,114804,79483,111377,107896,149492,3,3,122757, 93475,0.5677,0.5628,1.0000,2.000,0,-0.25606
61,1,550293, 1,0.6405,436433,0.0029224179,0.9645,0.2784,143609,304509,41361,1543,22898,162,7626,28585, 99827,260443,30758,1162,19251,125,5600,19267,117457, 71888,102396,55078, 87865,54383,117301,107953,45712,134072, 81973,141877, 65469, 71888,117457,51725,103878, 73722,137975,2,2,115560, 62417,0.6493,0.6493,1.0000,2.000,0,-0.25606
61,2,547086, 1,0.6405,451161,0.0029224179,0.9645,0.2319, 38492,449541,14025,1970,15469,158,3766,23665, 26161,381992,11166,1537,12161,130,2853,15161,135069,108654,129082,89343,110257,85550,157050,139323,73581,173413,117949,186697, 99386,108654,135069,82824,133928,108668,180054,2,2,147270, 95744,0.6060,0.6017,1.0000,2.000,0,-0.25606
62,1,546533, 1,0.5313,449151,0.0039302739,0.9576,0.3128, 52450,415545,22311,1468,18689,180,6396,29494, 36337,354550,17257,1158,15287,150,4864,19548,135797, 94707,126695,77582,108698,75127,150998,135742,63584,169852,102557,181036, 85299, 94707,135797,72098,130533, 93928,175443,3,3,144117, 83142,0.6342,0.6308,1.0000,2.000,0,-0.25606
62,2,550846, 1,0.5313,438443,0.0039302739,0.9576,0.2021,129651,338505,33075,2045,19678,140,4996,22756, 89651,287885,24667,1541,16125,105,3589,14880,116728, 85835,104783,66838, 89424,64806,123352,111534,55709,137634, 97365,147538, 79556, 85835,116728,62451,107273, 88461,142586,3,3,118713, 75019,0.6128,0.6115,1.0000,2.000,0,-0.25606
63,1,551413, 1,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
63,2,545966, 1,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
64,1,546913, 1,0.5093,451688,0.0032377146,0.9662,0.2789, 57348,416346,21915,2083,17902,186,4986,26147, 40529,355894,17228,1637,15126,156,3785,17333,141560, 89972,132302,74371,117205,68038,153240,140417,60917,176761, 97923,185804, 83008, 89972,141560,67775,135791, 90466,181282,2,3,149613, 79038,0.6543,0.6527,1.0000,2.000,0,-0.25606
64,2,550466, 1,0.5093,435906,0.0032377146,0.9662,0.5184,124753,337704,33471,1430,20465,134,6406,26103, 85459,286541,24696,1062,16286, 99,4668,17095,110965, 90570, 99176,70049, 80917,71895,121110,106859,58375,130724,101999,142770, 81846, 90570,110965,66773,102015, 91924,136747,2,3,113218, 79122,0.5886,0.5850,1.0000,2.000,0,-0.25606
65,1,550458, 1,0.7341,437262,0.0032231344,0.9805,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
65,2,546921, 1,0.7341,450332,0.0032231344,0.9805,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
66,1,546419, 1,0.5988,446960,0.0041380416,0.9623,0.2339, 80700,376130,32153,2226,18031,198,7006,29975, 56937,322614,24666,1716,15373,158,5301,20195,139698, 75785,127590,62417,114903,56277,143633,133768,51336,170815, 83236,176823, 70480, 75785,139698,56677,129974, 76858,173819,2,3,143890, 66588,0.6836,0.6835,1.0000,1.833,0,-0.17379
66,2,550960, 1,0.5988,440634,0.0041380416,0.9623,0.4328,101401,377920,23233,1287,20336,122,4386,22275, 69051,319821,17258, 983,16039, 97,3152,14233,112827,104757,103888,82003, 83219,83656,130717,113508,67957,136671,116686,151751, 94375,104757,112827,77872,107832,105531,144211,2,3,118940, 91573,0.5650,0.5596,0.8333,1.833,0,-0.17379
