draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1078,2,918640, 1,0.7169,663386,0.000992874,0.9938,0.3102,170490,685800, 5819, 9754, 9008,1809,3452,32508,106404,514238,4171, 7100, 7406,1265,2367,20435,199950, 68735,221728, 70746,170219, 84909,181037, 74357,175392, 81638,268720,103203,257787,104832,210839, 69740,175550, 80302,263254,104018,1,1, 84060,210690,0.2852,0.2866,0,0,0,0.1884
1079,1,920625, 1,0.9037,692674,0.001165784,0.9872,0.1600,113490,728861, 6608, 9615,11732,1680,4615,44024, 71347,567325,4538, 7131, 9552,1183,3324,28274,215823, 87066,230107, 85288,190492,106097,200440, 93074,195060,101000,294405,132772,286579,131971,222965, 86177,195332,100057,290492,132371,1,4,105324,230414,0.3137,0.3143,0,0,0,0.1884
1079,2,918481, 1,0.9037,683726,0.001165784,0.9872,0.3150,125917,721662, 8177, 9288,14304,1721,3628,33784, 80353,554141,5408, 6804,11456,1259,2603,21702,193231,102700,218909,102961,171168,124985,184350,110208,175594,121036,259713,154248,251865,153892,206070,102831,177038,118743,255790,154071,1,4,124290,207833,0.3742,0.3747,0,0,0,0.1884
1080,1,915446, 1,0.9354,691005,0.004466300,0.9846,0.1847,106878,733707, 5513, 9286,10439,1561,4570,43492, 66945,572493,3590, 6873, 8606,1132,3283,28083,218091, 93207,232408, 91283,194306,112679,204545, 99018,198698,107511,299053,141518,291429,140250,225250, 92246,199185,106402,295241,140884,1,4,112209,234075,0.3240,0.3246,0,0,0,0.1884
1080,2,923660, 1,0.9354,685395,0.004466300,0.9846,0.3629,132529,716816, 9272, 9617,15597,1840,3673,34316, 84755,548973,6356, 7062,12402,1310,2644,21893,190963, 96559,216608, 96966,167354,118403,180245,104264,171955,114525,255065,145502,247015,145613,203785, 96762,173186,112398,251041,145558,1,4,117405,204172,0.3651,0.3657,0,0,0,0.1884
1081,1,917888, 1,0.9251,691941,0.001810662,0.9882,0.2194,106262,734441, 5802, 8966,12139,1666,4553,44059, 66590,572152,3815, 6660, 9929,1198,3257,28340,218848, 92132,234117, 90070,195225,111815,205571, 97874,199631,106517,299045,141177,291634,139675,226483, 91101,200144,105402,295339,140426,1,2,111323,234866,0.3216,0.3219,0,0,0,0.1884
1081,2,921218, 1,0.9251,684459,0.001810662,0.9882,0.4126,133145,716082, 8983, 9937,13897,1735,3690,33749, 85110,549314,6131, 7275,11079,1244,2670,21636,190206, 97634,214899, 98179,166435,119267,179219,105409,171023,115519,255073,145843,246811,146188,202552, 97906,172227,113399,250943,146017,1,2,118292,203381,0.3677,0.3685,0,0,0,0.1884
1082,1,920327, 1,0.6964,712198,0.000841713,0.9924,0.2090, 67693,764422, 9557, 9130,17587,1678,4790,45470, 44556,606150,6240, 6797,14060,1233,3576,29586,206887,121403,225662,117653,189775,146758,202085,129408,193497,140962,282048,184746,277473,181788,216274,119528,195121,139043,279761,183267,1,1,146103,225346,0.3933,0.3931,0,0,0,0.1884
1082,2,918779, 1,0.6964,664202,0.000841713,0.9924,0.2289,171714,686101, 5228, 9773, 8449,1723,3453,32338,107144,515316,3706, 7138, 6948,1209,2351,20390,202168, 68363,223354, 70596,171884, 84324,182705, 73875,177157, 81074,272070,102274,260972,104075,212761, 69479,177250, 79758,266521,103175,1,1, 83511,212901,0.2817,0.2832,0,0,0,0.1884
1083,1,921365, 1,0.7174,713330,0.001970523,0.9942,0.2389, 67639,766602, 9065, 9108,17177,1623,4808,45343, 44500,608172,5844, 6807,13716,1201,3580,29510,208922,121609,227419,118011,191819,147033,204182,129619,195565,141228,285559,185220,280999,182286,218170,119810,197190,139293,283279,183753,1,1,146430,227780,0.3913,0.3911,0,0,0,0.1884
1083,2,917741, 1,0.7174,663070,0.001970523,0.9942,0.3004,171768,683921, 5720, 9795, 8859,1778,3435,32465,107200,513294,4102, 7128, 7292,1241,2347,20466,200132, 68157,221597, 70237,169841, 84049,180608, 73663,175089, 80808,268559,101800,257446,103577,210865, 69197,175180, 79507,263003,102689,1,1, 83185,210468,0.2833,0.2847,0,0,0,0.1884
1084,1,917997, 1,0.7156,708931,0.001692127,0.9924,0.2101, 69435,761506, 9064, 9092,17223,1629,4725,45323, 45506,602917,5842, 6771,13751,1205,3511,29428,207510,119865,225860,116236,190295,144733,202433,127627,193946,139092,283835,182389,279305,179476,216685,118051,195559,137151,281570,180933,0,0,144203,226168,0.3893,0.3892,0,0,0,0.1884
1084,2,921109, 1,0.7156,667469,0.001692127,0.9924,0.3730,169972,689017, 5721, 9811, 8813,1772,3518,32485,106194,518549,4104, 7164, 7257,1237,2416,20548,201544, 69901,223156, 72012,171365, 86349,182356, 75656,176708, 82943,270283,104631,259140,106387,212350, 70957,176811, 81650,264712,105509,0,0, 85411,212079,0.2871,0.2885,0,0,0,0.1884
1085,1,920171, 1,0.7168,711178,0.000672066,0.9936,0.2384, 68168,765788, 8472, 8945,16916,1561,4840,45481, 44442,606788,5432, 6625,13506,1152,3591,29642,210761,121504,229184,117928,193413,146744,205725,129449,197162,141010,288045,184677,283426,181796,219973,119716,198768,139068,285736,183237,1,0,146158,229673,0.3889,0.3888,0,0,0,0.1884
1085,2,918935, 1,0.7168,665222,0.000672066,0.9936,0.3248,171239,684735, 6313, 9958, 9120,1840,3403,32327,107258,514678,4514, 7310, 7502,1290,2336,20334,198293, 68262,219832, 70320,168246, 84338,179064, 73833,173492, 81026,266073,102343,255019,104067,209062, 69291,173602, 79733,260546,103206,1,0, 83456,208574,0.2858,0.2872,0,0,0,0.1884
1086,1,917888, 1,0.9251,691941,0.001810662,0.9882,0.2194,106262,734441, 5802, 8966,12139,1666,4553,44059, 66590,572152,3815, 6660, 9929,1198,3257,28340,218848, 92132,234117, 90070,195225,111815,205571, 97874,199631,106517,299045,141177,291634,139675,226483, 91101,200144,105402,295339,140426,1,2,111323,234866,0.3216,0.3219,0,0,0,0.1884
1086,2,921218, 1,0.9251,684459,0.001810662,0.9882,0.4126,133145,716082, 8983, 9937,13897,1735,3690,33749, 85110,549314,6131, 7275,11079,1244,2670,21636,190206, 97634,214899, 98179,166435,119267,179219,105409,171023,115519,255073,145843,246811,146188,202552, 97906,172227,113399,250943,146017,1,2,118292,203381,0.3677,0.3685,0,0,0,0.1884
1087,1,918298, 1,0.7158,711596,0.001364794,0.9942,0.2312, 68215,763269, 8953, 9122,17138,1619,4813,45169, 44895,606220,5766, 6814,13677,1197,3573,29454,208997,121351,227511,117800,191830,146581,204137,129289,195611,140788,284882,184473,280371,181456,218254,119576,197194,138886,282626,182965,1,1,145963,227619,0.3907,0.3905,0,0,0,0.1884
1087,2,920808, 1,0.7158,664804,0.001364794,0.9942,0.3090,171192,687254, 5832, 9781, 8898,1782,3430,32639,106805,515246,4180, 7121, 7331,1245,2354,20522,200057, 68415,221505, 70449,169830, 84501,180652, 73994,175042, 81248,269236,102547,258074,104407,210781, 69431,175176, 79914,263656,103478,1,1, 83651,210628,0.2843,0.2857,0,0,0,0.1884
1088,1,919044, 1,0.7162,711545,0.000553530,0.9944,0.2395, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
1088,2,920062, 1,0.7162,664855,0.000553530,0.9944,0.2969,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
1089,1,921496, 1,0.7175,713438,0.002112983,0.9938,0.2352, 67796,766569, 9067, 9119,17169,1622,4799,45355, 44604,608192,5846, 6805,13710,1201,3571,29509,208868,121649,227346,118067,191743,147108,204143,129663,195510,141283,285500,185237,280929,182311,218108,119859,197133,139351,283215,183774,1,0,146474,227719,0.3914,0.3913,0,0,0,0.1884
1089,2,917610, 1,0.7175,662962,0.002112983,0.9938,0.3013,171611,683954, 5718, 9784, 8867,1779,3444,32453,107096,513274,4100, 7130, 7298,1241,2356,20467,200186, 68117,221670, 70181,169916, 83974,180647, 73619,175144, 80753,268618,101783,257515,103552,210928, 69149,175237, 79449,263067,102668,1,0, 83140,210528,0.2831,0.2845,0,0,0,0.1884
1090,1,922565, 1,0.7181,714135,0.003275505,0.9938,0.2343, 67216,768203, 9061, 9086,17174,1616,4817,45392, 44254,609209,5842, 6792,13706,1198,3602,29532,209706,121683,228125,118124,192547,147141,204925,129715,196317,141315,286622,185264,282029,182328,218916,119904,197931,139390,284326,183796,1,1,146510,228609,0.3906,0.3904,0,0,0,0.1884
1090,2,916541, 1,0.7181,662265,0.003275505,0.9938,0.2900,172191,682320, 5724, 9817, 8862,1785,3426,32416,107446,512257,4104, 7143, 7302,1244,2325,20444,199349, 68083,220891, 70124,169113, 83941,179865, 73568,174336, 80721,267496,101756,256415,103535,210120, 69104,174440, 79410,261956,102646,1,1, 83104,209638,0.2839,0.2853,0,0,0,0.1884
1091,1,917238, 1,0.7152,708921,0.002517528,0.9940,0.2442, 67842,762611, 8828, 8945,17150,1614,4824,45424, 44285,604390,5615, 6631,13677,1188,3578,29557,209496,121547,228050,117977,192272,146834,204625,129492,196069,141036,286084,184933,281546,181937,218773,119763,197657,139121,283815,183435,1,1,146251,228305,0.3905,0.3903,0,0,0,0.1884
1091,2,921868, 1,0.7152,667479,0.002517528,0.9940,0.3325,171565,687912, 5957, 9958, 8886,1787,3419,32384,107415,517076,4331, 7304, 7331,1254,2349,20419,199558, 68219,220966, 70271,169388, 84248,180165, 73791,174584, 81000,268034,102087,256899,103926,210262, 69245,174713, 79680,262467,103007,1,1, 83363,209942,0.2842,0.2856,0,0,0,0.1884
1092,1,922912, 1,0.5487,673007,0.003652862,0.9868,0.2392,157651,693361, 7357, 7219,12676,1945,3880,38823, 98379,525682,4971, 5473,10181,1341,2636,24344,203281, 78586,217502, 79015,180956,100053,193306, 85834,186592, 94667,276572,123867,267070,125597,210391, 78801,186953, 93518,271822,124733,1,2, 98231,217897,0.3107,0.3107,0,0,0,0.1884
1092,2,916194, 1,0.5487,703393,0.003652862,0.9868,0.1761, 81756,757162, 7428,11684,13360,1456,4363,38985, 53321,595784,4975, 8462,10827,1101,3291,25632,205773,111180,231514,109234,180704,131028,191483,117449,184062,127369,277546,163153,271374,160266,218644,110207,185417,125282,274460,161710,1,2,131383,220350,0.3735,0.3746,0,0,0,0.1884
1093,1,918358, 1,0.7158,709940,0.001299544,0.9918,0.2017, 70525,760761, 9211, 9064,17276,1661,4762,45098, 46270,603160,5921, 6777,13795,1220,3562,29235,205421,121455,224356,117776,188433,147161,200983,129521,192286,141209,281162,185510,276857,182438,214889,119616,193902,139297,279009,183974,1,1,146439,224213,0.3951,0.3949,0,0,0,0.1884
1093,2,920748, 1,0.7158,666460,0.001299544,0.9918,0.2654,168882,689762, 5574, 9839, 8760,1740,3481,32710,105430,518306,4025, 7158, 7213,1222,2365,20741,203633, 68311,224660, 70472,173227, 83921,183807, 73762,178368, 80827,272956,101510,261588,103425,214146, 69392,178468, 79504,267272,102468,1,1, 83175,214034,0.2799,0.2813,0,0,0,0.1884
1094,1,922382, 1,0.7180,713584,0.003076495,0.9936,0.2315, 68964,766457, 8937, 9140,17025,1605,4793,45461, 45234,607815,5771, 6826,13584,1184,3563,29607,209386,121178,227687,117672,191985,146382,204267,129148,195750,140647,286050,184141,281339,181290,218537,119425,197335,138726,283695,182715,1,1,145780,228065,0.3899,0.3898,0,0,0,0.1884
1094,2,916724, 1,0.7180,662816,0.003076495,0.9936,0.3081,170443,684066, 5848, 9763, 9011,1796,3450,32347,106466,513651,4175, 7109, 7424,1258,2364,20369,199668, 68588,221329, 70577,169675, 84700,180522, 74135,174903, 81389,268068,102879,257106,104573,210498, 69582,175035, 80075,262587,103727,1,1, 83834,210182,0.2851,0.2865,0,0,0,0.1884
1095,1,916750, 1,0.7149,709688,0.003048220,0.9928,0.2280, 68981,760962, 9026, 9141,17047,1603,4783,45207, 45273,603918,5817, 6825,13606,1190,3559,29500,207743,120867,226089,117432,189781,146104,202068,128864,193623,140290,282209,183420,277345,180716,216916,119150,195159,138419,279777,182068,1,2,145385,225550,0.3919,0.3918,0,0,0,0.1884
1095,2,922356, 1,0.7149,666712,0.003048220,0.9928,0.3045,170426,689561, 5759, 9762, 8989,1798,3460,32601,106427,517548,4129, 7110, 7402,1252,2368,20476,201311, 68899,222927, 70816,171879, 84978,182721, 74419,177030, 81746,271909,103600,261100,105147,212119, 69857,177211, 80381,266505,104374,1,2, 84229,212697,0.2837,0.2850,0,0,0,0.1884
1096,1,917741, 1,0.9294,692769,0.001970523,0.9888,0.2332,107189,734731, 5781, 9035,11140,1595,4648,43622, 67088,573345,3853, 6686, 9102,1142,3352,28201,220947, 90147,235295, 88526,196048,109771,206231, 96292,200585,104572,301052,137411,293250,136374,228122, 89338,200955,103544,297151,136892,1,2,109013,236200,0.3158,0.3163,0,0,0,0.1884
1096,2,921365, 1,0.9294,683631,0.001970523,0.9888,0.3272,132218,715792, 9004, 9868,14896,1806,3595,34186, 84612,548121,6093, 7249,11906,1300,2575,21775,188107, 99619,213721, 99722,165612,121311,178559,106991,170069,117464,253066,149609,245195,149489,200913, 99670,171415,115256,249131,149550,1,2,120601,202047,0.3738,0.3744,0,0,0,0.1884
1097,1,917758, 1,0.7155,710411,0.001952035,0.9930,0.2145, 67202,763807, 9065, 9048,17130,1613,4790,45103, 44205,605824,5840, 6756,13674,1194,3574,29344,208217,121359,226675,117778,191191,146715,203493,129331,194894,140912,284502,184858,280026,181864,217446,119569,196527,138986,282264,183361,1,0,146117,226999,0.3916,0.3914,0,0,0,0.1884
1097,2,921348, 1,0.7155,665989,0.001952035,0.9930,0.2714,172205,686716, 5720, 9855, 8906,1788,3453,32705,107495,515642,4106, 7179, 7334,1248,2353,20632,200837, 68406,222341, 70471,170469, 84367,181296, 73951,175759, 81124,269616,102162,258419,103999,211589, 69439,175843, 79814,264018,103081,1,0, 83497,211248,0.2833,0.2847,0,0,0,0.1884
1098,1,915446, 1,0.9354,691005,0.004466300,0.9846,0.1847,106878,733707, 5513, 9286,10439,1561,4570,43492, 66945,572493,3590, 6873, 8606,1132,3283,28083,218091, 93207,232408, 91283,194306,112679,204545, 99018,198698,107511,299053,141518,291429,140250,225250, 92246,199185,106402,295241,140884,1,4,112209,234075,0.3240,0.3246,0,0,0,0.1884
1098,2,923660, 1,0.9354,685395,0.004466300,0.9846,0.3629,132529,716816, 9272, 9617,15597,1840,3673,34316, 84755,548973,6356, 7062,12402,1310,2644,21893,190963, 96559,216608, 96966,167354,118403,180245,104264,171955,114525,255065,145502,247015,145613,203785, 96762,173186,112398,251041,145558,1,4,117405,204172,0.3651,0.3657,0,0,0,0.1884
1099,1,922269, 1,0.8939,699037,0.002953609,0.9880,0.2389,105852,740000, 5882, 9018,11417,1545,4671,43884, 66434,579724,3888, 6697, 9360,1114,3384,28436,221198, 96543,236451, 94636,197541,116722,208108,102588,201909,111505,299842,146243,292595,144673,228825, 95590,202521,110271,296218,145458,1,3,116130,236805,0.3290,0.3294,0,0,0,0.1884
1099,2,916837, 1,0.8939,677363,0.002953609,0.9880,0.3357,133555,710523, 8903, 9885,14619,1856,3572,33924, 85266,541742,6058, 7238,11648,1328,2543,21540,187857, 93223,212565, 93613,164119,114360,176681,100695,168744,110531,254276,140777,245849,141190,200211, 93418,169850,108529,250063,140985,1,3,113484,201442,0.3604,0.3611,0,0,0,0.1884
1100,1,917997, 1,0.7156,708931,0.001692127,0.9924,0.2101, 69435,761506, 9064, 9092,17223,1629,4725,45323, 45506,602917,5842, 6771,13751,1205,3511,29428,207510,119865,225860,116236,190295,144733,202433,127627,193946,139092,283835,182389,279305,179476,216685,118051,195559,137151,281570,180933,0,0,144203,226168,0.3893,0.3892,0,0,0,0.1884
1100,2,921109, 1,0.7156,667469,0.001692127,0.9924,0.3730,169972,689017, 5721, 9811, 8813,1772,3518,32485,106194,518549,4104, 7164, 7257,1237,2416,20548,201544, 69901,223156, 72012,171365, 86349,182356, 75656,176708, 82943,270283,104631,259140,106387,212350, 70957,176811, 81650,264712,105509,0,0, 85411,212079,0.2871,0.2885,0,0,0,0.1884
1101,1,921020, 1,0.7172,712201,0.001595340,0.9912,0.1997, 68821,765105, 9170, 9008,17280,1659,4787,45190, 45282,606430,5886, 6724,13794,1214,3574,29297,207976,121747,226857,118099,190826,147404,203435,129705,194705,141444,284450,185762,280135,182663,217417,119923,196323,139518,282293,184213,1,1,146690,226911,0.3926,0.3925,0,0,0,0.1884
1101,2,918086, 1,0.7172,664199,0.001595340,0.9912,0.2616,170586,685418, 5615, 9895, 8756,1742,3456,32618,106418,515036,4060, 7211, 7214,1228,2353,20679,201078, 68018,222159, 70150,170834, 83678,181355, 73578,175949, 80592,269668,101258,258309,103200,211618, 69084,176047, 79283,263989,102229,1,1, 82925,211336,0.2818,0.2833,0,0,0,0.1884
1102,1,919402, 1,0.8271,703446,0.000164210,0.9874,0.1786,105652,735717, 5883, 9360,12443,1554,4872,43921, 67055,581932,3905, 6909,10048,1119,3587,28891,210109,109776,226677,106925,188803,130683,199999,115456,192629,125778,283819,162406,277484,160375,218393,108351,193811,123972,280651,161391,1,3,130200,225644,0.3659,0.3663,0,0,0,0.1884
1102,2,919704, 1,0.8271,672954,0.000164210,0.9874,0.3120,133755,714806, 8902, 9543,13593,1847,3371,33887, 84645,539534,6041, 7026,10960,1323,2340,21085,198946, 79990,222339, 81324,172857,100399,184790, 87827,178025, 96258,270299,124614,260961,125488,210642, 80657,178559, 94829,265631,125052,1,3, 99414,212603,0.3186,0.3193,0,0,0,0.1884
1103,1,922106, 1,0.7178,713900,0.002776349,0.9944,0.2336, 69151,765885, 9017, 9129,17141,1610,4789,45384, 45430,607826,5807, 6810,13688,1192,3568,29579,209505,121478,227839,117906,191597,146626,203963,129285,195392,140838,284984,184445,280309,181586,218672,119692,196985,138916,282647,183016,1,1,146024,227655,0.3908,0.3906,0,0,0,0.1884
1103,2,917000, 1,0.7178,662500,0.002776349,0.9944,0.3106,170256,684638, 5768, 9774, 8895,1791,3454,32424,106270,513640,4139, 7125, 7320,1250,2359,20397,199549, 68288,221177, 70343,170063, 84456,180827, 73998,175262, 81198,269134,102575,258135,104277,210363, 69315,175385, 79884,263635,103427,1,1, 83591,210593,0.2841,0.2855,0,0,0,0.1884
1104,1,917343, 1,0.7152,710004,0.002403342,0.9942,0.2277, 67001,763503, 9108, 9063,17195,1634,4777,45062, 44082,605512,5860, 6768,13720,1203,3567,29292,207607,121335,226131,117723,190721,146810,203061,129380,194456,140974,284006,185017,279539,182004,216869,119529,196081,139054,281772,183511,1,1,146178,226502,0.3922,0.3921,0,0,0,0.1884
1104,2,921763, 1,0.7152,666396,0.002403342,0.9942,0.2877,172406,687020, 5677, 9840, 8841,1767,3466,32746,107618,515954,4086, 7167, 7288,1239,2360,20684,201448, 68431,222885, 70525,170938, 84272,181728, 73903,176198, 81062,270112,102003,258906,103860,212166, 69478,176289, 79746,264509,102932,1,1, 83437,211745,0.2827,0.2841,0,0,0,0.1884
1105,1,917881, 1,0.5683,685911,0.001818275,0.9912,0.3564,138507,695978,11028, 4909,18189,2204,4371,42695, 87720,540822,7117, 3881,14393,1539,3130,27309,186306,104974,200845,102758,171199,132110,186234,112749,176550,125202,251421,164597,245285,164579,193575,103867,177995,123354,248353,164588,0,0,129567,202548,0.3901,0.3891,0,0,0,0.1884
1105,2,921225, 1,0.5683,690489,0.001818275,0.9912,0.2050,100900,754545, 3757,13994, 7847,1197,3872,35113, 63980,580644,2829,10054, 6615, 903,2797,22667,222749, 84792,248171, 85490,190461, 98972,198556, 90534,194104, 96834,302697,122423,293159,121284,235460, 85141,194375, 95447,297928,121854,0,0,100047,235700,0.2980,0.3001,0,0,0,0.1884
1106,1,915453, 1,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
1106,2,923653, 1,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
1107,1,915453, 1,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
1107,2,923653, 1,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
1108,1,918949, 1,0.6037,693103,0.000656841,0.9854,0.1879, 76609,769801, 5342,11518,11474,1321,4136,38748, 48753,594028,3708, 8336, 9426,1005,3013,24834,226245, 87830,249078, 86683,200698,105008,209773, 93619,203692,101862,312323,134332,305267,131483,237663, 87257,204723,100163,308796,132908,1,3,105831,243867,0.3026,0.3036,0,0,0,0.1884
