draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2668,1,921365, 2,0.7174,713133,0.001970523,0.9942,0.2327, 68922,765541, 8963, 9127,17058,1601,4802,45351, 45282,607327,5781, 6811,13627,1185,3568,29552,209204,121139,227492,117555,191294,146194,203615,128921,195108,140417,285003,183888,280304,181050,218348,119348,196674,138510,282654,182469,1,1,145595,227431,0.3903,0.3902,0,0,0,0.1884
2668,2,917741, 2,0.7174,663267,0.001970523,0.9942,0.3096,170485,684982, 5822, 9776, 8978,1800,3441,32457,106418,514139,4165, 7124, 7381,1257,2359,20424,199850, 68627,221524, 70693,170366, 84888,181174, 74362,175545, 81619,269115,103132,258140,104814,210687, 69660,175697, 80290,263628,103973,1,1, 84019,210817,0.2850,0.2863,0,0,0,0.1884
2669,1,922018, 2,0.7178,713167,0.002680650,0.9910,0.2181, 68643,766199, 9173, 9076,17195,1657,4816,45259, 45054,607496,5904, 6769,13721,1214,3598,29411,208259,121896,227015,118320,191102,147489,203571,129906,194826,141674,284348,185845,279769,182866,217637,120109,196501,139690,282059,184356,1,1,146857,226984,0.3928,0.3926,0,0,0,0.1884
2669,2,917088, 2,0.7178,663233,0.002680650,0.9910,0.2453,170764,684324, 5612, 9827, 8841,1744,3427,32549,106646,513970,4042, 7166, 7287,1228,2329,20565,200795, 67870,222001, 69928,170558, 83593,181218, 73377,175828, 80362,269770,101175,258676,102997,211398, 68899,175869, 79111,264223,102087,1,1, 82758,211264,0.2815,0.2829,0,0,0,0.1884
2670,1,922159, 2,0.7179,713720,0.002833986,0.9942,0.2339, 69190,765891, 9008, 9130,17110,1614,4785,45431, 45467,607598,5807, 6814,13657,1194,3564,29619,209289,121346,227607,117766,191485,146503,203843,129148,195291,140695,284978,184266,280283,181428,218448,119556,196874,138782,282631,182848,1,2,145879,227538,0.3907,0.3905,0,0,0,0.1884
2670,2,916947, 2,0.7179,662680,0.002833986,0.9942,0.3109,170217,684632, 5777, 9773, 8926,1787,3458,32377,106233,513868,4139, 7121, 7351,1248,2363,20357,199766, 68420,221409, 70483,170175, 84579,180947, 74134,175363, 81341,269140,102754,258162,104435,210587, 69451,175496, 80019,263651,103595,1,2, 83735,210709,0.2844,0.2858,0,0,0,0.1884
2671,1,919042, 2,0.7162,712139,0.000555705,0.9946,0.2346, 68210,763983, 8962, 9112,17139,1614,4806,45216, 44889,606755,5769, 6801,13673,1198,3567,29487,209144,121367,227607,117804,192137,146543,204416,129274,195875,140789,285497,184561,280998,181531,218376,119586,197477,138868,283248,183046,1,0,145982,227953,0.3904,0.3902,0,0,0,0.1884
2671,2,920064, 2,0.7162,664261,0.000555705,0.9946,0.3127,171197,686540, 5823, 9791, 8897,1787,3437,32592,106811,514711,4177, 7134, 7335,1244,2360,20489,199910, 68399,221409, 70445,169523, 84539,180374, 74009,174778, 81247,268621,102459,257446,104332,210660, 69421,174893, 79932,263034,103396,1,0, 83633,210295,0.2845,0.2860,0,0,0,0.1884
2672,1,920228, 2,0.8164,706202,0.000734052,0.9888,0.1850,106312,735692, 6641, 9427,11751,1575,4933,43897, 67667,583839,4379, 6980, 9583,1133,3632,28989,209456,110189,225975,107582,188294,131493,199339,116392,192152,126556,283068,163003,276625,161096,217716,108886,193263,124813,279846,162050,1,2,130902,224986,0.3678,0.3682,0,0,0,0.1884
2672,2,918878, 2,0.8164,670198,0.000734052,0.9888,0.3271,133095,714831, 8144, 9476,14285,1826,3310,33911, 84033,537627,5567, 6955,11425,1309,2295,20987,199598, 79577,223041, 80667,173366, 99588,185451, 86891,178501, 95480,271050,124017,261820,124767,211319, 80122,179107, 93987,266436,124392,1,2, 98713,213261,0.3164,0.3171,0,0,0,0.1884
2673,1,919350, 2,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
2673,2,919756, 2,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
2674,1,923304, 2,0.7185,714251,0.004079156,0.9936,0.2313, 69221,767030, 8981, 9147,17017,1625,4802,45481, 45398,608261,5799, 6819,13582,1201,3574,29617,209170,121123,227388,117681,191744,146365,204038,129136,195542,140617,285885,184140,281161,181307,218279,119402,197109,138706,283523,182723,1,1,145767,227846,0.3902,0.3900,0,0,0,0.1884
2674,2,915802, 2,0.7185,662149,0.004079156,0.9936,0.3078,170186,683493, 5804, 9756, 9019,1776,3441,32327,106302,513205,4147, 7116, 7426,1241,2353,20359,199884, 68643,221628, 70568,169916, 84717,180751, 74147,175111, 81419,268233,102880,257284,104556,210756, 69605,175261, 80095,262759,103719,1,1, 83847,210401,0.2850,0.2863,0,0,0,0.1884
2675,1,919980, 2,0.9184,696131,0.000464356,0.9884,0.2356,105352,740326, 5298, 9020, 9940,1516,4676,43852, 66029,578785,3504, 6668, 8245,1081,3385,28434,216759, 98678,231478, 96834,193634,118756,204155,104681,197846,113721,297044,148582,289654,147153,224119, 97757,198546,112385,293349,147867,1,3,118344,232938,0.3369,0.3375,0,0,0,0.1884
2675,2,919126, 2,0.9184,680269,0.000464356,0.9884,0.3293,134055,710197, 9487, 9883,16096,1885,3567,33956, 85671,542681,6442, 7267,12763,1361,2542,21542,192295, 91088,217538, 91414,168025,112326,180634, 98602,172807,108315,257074,138437,248790,138710,204917, 91251,173824,106415,252933,138575,1,3,111271,205310,0.3515,0.3521,0,0,0,0.1884
2676,1,916986, 2,0.7151,710083,0.002791574,0.9938,0.2374, 66652,763542, 9053, 9069,17153,1614,4787,45116, 43909,605754,5834, 6775,13693,1196,3571,29351,208092,121379,226584,117782,191150,146747,203471,129369,194858,140958,284439,184886,279942,181911,217339,119581,196494,139024,282191,183399,1,1,146148,226933,0.3917,0.3916,0,0,0,0.1884
2676,2,922120, 2,0.7151,666317,0.002791574,0.9938,0.2951,172755,686981, 5732, 9834, 8883,1787,3456,32692,107791,515712,4112, 7160, 7315,1246,2356,20625,200962, 68387,222432, 70466,170510, 84335,181319, 73914,175796, 81078,269679,102134,258503,103952,211697, 69426,175876, 79776,264091,103043,1,1, 83466,211314,0.2831,0.2846,0,0,0,0.1884
2677,1,921002, 2,0.8436,701300,0.001575766,0.9854,0.1766,108970,733827, 7212, 9583,10949,1643,4722,44096, 68790,578298,4659, 7096, 8998,1184,3437,28838,215298, 99294,230358, 97893,192363,121152,203102,106834,196895,115850,292188,150185,284750,149061,222828, 98594,197455,114612,288469,149623,1,2,120038,230707,0.3422,0.3426,0,0,0,0.1884
2677,2,918104, 2,0.8436,675100,0.001575766,0.9854,0.3097,130437,716696, 7573, 9320,15087,1758,3521,33712, 82910,543168,5287, 6839,12010,1258,2490,21138,193757, 90472,218658, 90355,169296,109930,181687, 96448,173758,106186,261930,136835,253694,136802,206207, 90414,174915,104189,257813,136819,1,2,109576,207541,0.3455,0.3463,0,0,0,0.1884
2678,1,915140, 2,0.7140,708458,0.004799071,0.9944,0.2316, 66400,762126, 9053, 9049,17126,1612,4769,45005, 43710,604468,5834, 6757,13663,1194,3566,29266,207505,121186,225965,117582,190565,146525,202865,129171,194283,140729,283645,184568,279172,181600,216736,119384,195906,138808,281409,183085,1,0,145909,226285,0.3920,0.3919,0,0,0,0.1884
2678,2,923966, 2,0.7140,667942,0.004799071,0.9944,0.2894,173007,688397, 5732, 9854, 8910,1789,3474,32803,107990,516998,4112, 7178, 7345,1248,2361,20710,201549, 68580,223051, 70666,171095, 84557,181925, 74112,176370, 81307,270473,102452,259272,104263,212300, 69623,176465, 79992,264873,103358,1,0, 83705,211962,0.2831,0.2845,0,0,0,0.1884
2679,1,918884, 2,0.7161,709904,0.000727527,0.9938,0.2442, 68079,763868, 8842, 8951,17155,1613,4829,45547, 44393,605184,5629, 6634,13678,1188,3579,29619,209784,121655,228341,118071,192495,146960,204830,129600,196277,141155,286402,185053,281841,182077,219063,119864,197869,139238,284122,183565,1,1,146368,228566,0.3904,0.3902,0,0,0,0.1884
2679,2,920222, 2,0.7161,666496,0.000727527,0.9938,0.3325,171328,686655, 5943, 9952, 8881,1788,3414,32261,107307,516282,4317, 7301, 7330,1254,2348,20357,199270, 68111,220675, 70177,169165, 84122,179960, 73683,174376, 80881,267716,101967,256603,103786,209973, 69144,174501, 79562,262160,102877,1,1, 83247,209681,0.2842,0.2856,0,0,0,0.1884
2680,1,923627, 2,0.9046,699054,0.004430413,0.9856,0.1496,108739,741579, 4702, 9012, 9916,1495,4683,43501, 68062,580240,3247, 6668, 8173,1061,3379,28224,223273, 95536,238369, 93579,198371,115128,208941,101388,203171,109812,302900,143371,295355,142038,230822, 94559,203495,108775,299127,142705,1,3,114408,238624,0.3241,0.3246,0,0,0,0.1884
2680,2,915479, 2,0.9046,677346,0.004430413,0.9856,0.2279,130668,708944,10083, 9891,16120,1906,3560,34307, 83638,541226,6699, 7267,12835,1381,2548,21752,185781, 94230,210647, 94669,163289,115954,175849,101894,167483,112224,251218,143649,243090,143825,198214, 94449,168875,110025,247155,143738,1,3,115206,199623,0.3659,0.3665,0,0,0,0.1884
2681,1,922192, 2,0.7179,713726,0.002869873,0.9936,0.2277, 67644,767400, 9125, 9083,17247,1637,4804,45252, 44502,608608,5868, 6783,13759,1206,3586,29414,209126,121682,227647,118112,192055,147313,204500,129772,195832,141451,285943,185567,281400,182582,218387,119898,197464,139512,283672,184075,1,1,146640,228071,0.3913,0.3912,0,0,0,0.1884
2681,2,916914, 2,0.7179,662674,0.002869873,0.9936,0.2875,171763,683123, 5660, 9820, 8789,1764,3439,32556,107198,512858,4078, 7152, 7249,1236,2341,20562,199928, 68084,221369, 70136,169605, 83769,180290, 73511,174821, 80585,268175,101453,257044,103281,210648, 69110,174906, 79289,262610,102368,1,1, 82974,210176,0.2830,0.2845,0,0,0,0.1884
2682,1,916233, 2,0.7146,709296,0.003610450,0.9942,0.2285, 66323,763275, 9054, 9053,17131,1615,4781,45001, 43668,605341,5835, 6757,13673,1197,3566,29259,207913,121322,226472,117690,191197,146660,203484,129295,194880,140881,283786,184770,279388,181757,217193,119507,196521,138946,281587,183264,1,0,146054,226731,0.3918,0.3916,0,0,0,0.1884
2682,2,922873, 2,0.7146,667104,0.003610450,0.9942,0.2882,173084,687248, 5731, 9850, 8905,1786,3462,32807,108032,516125,4111, 7178, 7335,1245,2361,20717,201141, 68444,222544, 70558,170463, 84422,181306, 73987,175773, 81155,270332,102250,259056,104106,211842, 69501,175849, 79855,264695,103179,1,0, 83560,211517,0.2832,0.2847,0,0,0,0.1884
2683,1,916732, 2,0.5413,684133,0.003067795,0.9924,0.3469,143415,690891,11015, 4856,18062,2195,4308,41990, 90618,536843,7098, 3831,14290,1539,3094,26820,184459,104797,199294,102462,169453,131661,184473,112367,174721,124841,248292,164333,242246,164251,191876,103630,176216,122956,245269,164293,0,0,129245,200419,0.3921,0.3910,0,0,0,0.1884
2683,2,922374, 2,0.5413,692267,0.003067795,0.9924,0.1912, 95992,759632, 3770,14047, 7974,1206,3935,35818, 61082,584623,2848,10104, 6718, 903,2833,23156,224595, 84969,249722, 85786,192207, 99421,200317, 90916,195933, 97195,305826,122687,296199,121612,237159, 85377,196154, 95844,301013,122150,0,0,100370,237828,0.2968,0.2989,0,0,0,0.1884
2684,1,923528, 2,0.7060,715633,0.004322752,0.9920,0.1600, 66773,769771, 9070, 9111,17147,1617,4802,45237, 43973,611071,5843, 6814,13690,1199,3586,29457,210899,122095,229335,118444,193387,147620,205857,130118,197239,141725,287469,185900,282887,182854,220117,120270,198829,139821,285178,184377,1,0,146966,229581,0.3903,0.3901,0,0,0,0.1884
2684,2,915578, 2,0.7060,660767,0.004322752,0.9920,0.2878,172634,680752, 5715, 9792, 8889,1784,3441,32571,107727,510395,4103, 7121, 7318,1243,2341,20519,198155, 67671,219681, 69804,168273, 83462,178932, 73164,173415, 80311,266649,101120,255558,103009,208918, 68737,173541, 78979,261104,102065,1,0, 82649,208667,0.2837,0.2852,0,0,0,0.1884
2685,1,923998, 2,0.5640,681793,0.004833870,0.9898,0.3715,162972,683624, 9741, 4964,15829,2157,4054,40657,102375,526428,6327, 3909,12562,1488,2815,25889,194003, 90328,207476, 88774,173566,114727,187746, 97561,179762,107883,260361,142694,252563,143685,200739, 89552,180359,106724,256463,143190,1,1,112236,207925,0.3506,0.3498,0,0,0,0.1884
2685,2,915108, 2,0.5640,694607,0.004833870,0.9898,0.1803, 76435,766899, 5044,13939,10207,1244,4189,37151, 49325,595038,3619,10026, 8446, 954,3112,24087,215051, 99438,241540, 99474,188094,116355,197043,105722,190891,114153,293757,144325,285881,142178,228297, 99456,192011,112077,289819,143253,1,1,117378,230322,0.3376,0.3393,0,0,0,0.1884
2686,1,922195, 2,0.8299,704607,0.002873135,0.9896,0.1850,108095,735824, 6975, 9453,11219,1593,4971,44065, 68511,581613,4562, 7003, 9223,1154,3672,28869,213837,104527,229497,102619,191663,125598,202520,110987,195918,120481,288354,155473,281472,153884,221668,103573,196701,119021,284913,154679,1,2,124796,229036,0.3527,0.3531,0,0,0,0.1884
2686,2,916911, 2,0.8299,671793,0.002873135,0.9896,0.3281,131312,714699, 7810, 9450,14817,1808,3272,33743, 83189,539853,5384, 6932,11785,1288,2255,21107,195217, 85239,219519, 85630,169997,105484,182270, 92296,174735,101555,265764,131547,256973,131979,207368, 85434,175669, 99779,261369,131763,1,2,104819,209211,0.3338,0.3345,0,0,0,0.1884
2687,1,920885, 2,0.6961,713182,0.001448530,0.9904,0.1846, 66259,768078, 9061, 9066,17079,1612,4781,44949, 43641,609275,5835, 6769,13632,1192,3570,29268,210464,121798,228934,118157,192862,147171,205245,129809,196663,141352,287091,185478,282400,182438,219700,119979,198258,139444,284746,183959,1,0,146601,229093,0.3902,0.3901,0,0,0,0.1884
2687,2,918221, 2,0.6961,663218,0.001448530,0.9904,0.2280,173148,682445, 5724, 9837, 8957,1789,3462,32859,108059,512191,4111, 7166, 7376,1250,2357,20708,198590, 67968,220082, 70091,168798, 83911,179545, 73474,173990, 80684,267027,101542,256045,103425,209336, 69029,174112, 79356,261536,102484,1,0, 83013,209154,0.2841,0.2856,0,0,0,0.1884
2688,1,915416, 2,0.7142,706977,0.004498925,0.9914,0.2075, 69234,759302, 9059, 9084,17204,1622,4707,45204, 45371,601216,5837, 6768,13734,1205,3497,29349,206652,119659,225042,116028,189477,144437,201566,127396,193115,138812,282643,182003,278096,179095,215847,117844,194720,136882,280370,180549,1,0,143919,225226,0.3899,0.3898,0,0,0,0.1884
2688,2,923690, 2,0.7142,669423,0.004498925,0.9914,0.3691,170173,691221, 5726, 9819, 8832,1779,3536,32604,106329,520250,4109, 7167, 7274,1237,2430,20627,202402, 70107,223974, 72221,172183, 86645,183224, 75887,177539, 83224,271475,105017,260348,106768,213188, 71164,177650, 81919,265912,105893,1,0, 85695,213021,0.2869,0.2882,0,0,0,0.1884
2689,1,922811, 2,0.7182,714559,0.003543026,0.9936,0.2301, 68784,766768, 9035, 9146,17164,1626,4833,45455, 45197,608614,5824, 6832,13705,1200,3588,29599,209773,121581,228257,118034,192469,146896,204828,129533,196265,141086,286289,184854,281715,181879,219015,119808,197856,139172,284002,183367,1,1,146267,228513,0.3903,0.3901,0,0,0,0.1884
2689,2,916295, 2,0.7182,661841,0.003543026,0.9936,0.3077,170623,683755, 5750, 9757, 8872,1775,3410,32353,106503,512852,4122, 7103, 7303,1242,2339,20377,199281, 68185,220759, 70215,169191, 84186,179962, 73749,174388, 80950,267829,102166,256730,103984,210020, 69199,174515, 79628,262280,103075,1,1, 83348,209734,0.2844,0.2858,0,0,0,0.1884
2690,1,919350, 2,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
2690,2,919756, 2,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
2691,1,923374, 2,0.7185,714625,0.004155280,0.9928,0.2183, 67877,768388, 9082, 9062,17175,1619,4809,45362, 44666,609353,5850, 6766,13710,1196,3583,29501,209999,121782,228455,118210,192818,147230,205214,129753,196565,141398,286864,185441,282315,182461,219227,119997,198200,139460,284590,183951,1,0,146611,228889,0.3904,0.3903,0,0,0,0.1884
2691,2,915732, 2,0.7185,661775,0.004155280,0.9928,0.2750,171530,682135, 5703, 9841, 8861,1782,3434,32446,107034,512113,4096, 7169, 7298,1246,2344,20475,199055, 67984,220561, 70039,168842, 83852,179575, 73530,174089, 80638,267254,101579,256129,103402,209808, 69011,174170, 79340,261692,102491,1,0, 83003,209358,0.2839,0.2854,0,0,0,0.1884
2692,1,918815, 2,0.7160,711452,0.000802564,0.9940,0.2229, 67253,764644, 9063, 9086,17151,1616,4789,45213, 44265,606682,5842, 6785,13694,1198,3566,29420,208282,121500,226761,117893,191245,146897,203595,129496,194979,141099,284689,185051,280191,182089,217522,119697,196608,139164,282440,183570,1,1,146290,227105,0.3918,0.3916,0,0,0,0.1884
2692,2,920291, 2,0.7160,664948,0.000802564,0.9940,0.2850,172154,685879, 5722, 9817, 8885,1785,3454,32595,107435,514784,4104, 7150, 7314,1244,2361,20556,200772, 68266,222255, 70355,170415, 84185,181194, 73787,175675, 80937,269429,101969,258254,103774,211513, 69310,175762, 79636,263842,102872,1,1, 83325,211142,0.2830,0.2844,0,0,0,0.1884
2693,1,920827, 2,0.7171,711591,0.001385456,0.9938,0.2391, 68187,765629, 8842, 8952,17174,1615,4840,45588, 44517,606676,5622, 6631,13696,1189,3594,29666,210302,121777,228829,118205,193071,147121,205459,129743,196874,141320,287557,185369,282967,182392,219566,119992,198469,139395,285262,183881,1,1,146561,229293,0.3899,0.3898,0,0,0,0.1884
2693,2,918279, 2,0.7171,664809,0.001385456,0.9938,0.3258,171220,684894, 5943, 9951, 8862,1786,3403,32220,107183,514790,4324, 7304, 7312,1253,2333,20310,198752, 67988,220187, 70043,168589, 83961,179331, 73540,173779, 80716,266561,101651,255478,103471,209469, 69016,173901, 79406,261020,102562,1,1, 83053,208954,0.2844,0.2859,0,0,0,0.1884
2694,1,921365, 2,0.7174,713330,0.001970523,0.9942,0.2389, 67639,766602, 9065, 9108,17177,1623,4808,45343, 44500,608172,5844, 6807,13716,1201,3580,29510,208922,121609,227419,118011,191819,147033,204182,129619,195565,141228,285559,185220,280999,182286,218170,119810,197190,139293,283279,183753,1,1,146430,227780,0.3913,0.3911,0,0,0,0.1884
2694,2,917741, 2,0.7174,663070,0.001970523,0.9942,0.3004,171768,683921, 5720, 9795, 8859,1778,3435,32465,107200,513294,4102, 7128, 7292,1241,2347,20466,200132, 68157,221597, 70237,169841, 84049,180608, 73663,175089, 80808,268559,101800,257446,103577,210865, 69197,175180, 79507,263003,102689,1,1, 83185,210468,0.2833,0.2847,0,0,0,0.1884
2695,1,916036, 2,0.7145,708077,0.003824684,0.9896,0.2079, 68655,760666, 9235, 8960,17294,1694,4747,44785, 45036,602838,5929, 6679,13786,1247,3557,29005,205854,121748,225124,117957,189153,147113,201764,129444,192941,141249,281966,185780,277777,182531,215489,119853,194621,139269,279872,184156,1,1,146546,224939,0.3945,0.3943,0,0,0,0.1884
2695,2,923070, 2,0.7145,668323,0.003824684,0.9896,0.2419,170752,689857, 5550, 9943, 8742,1707,3496,33023,106664,518628,4017, 7256, 7222,1195,2370,20971,203200, 68018,223892, 70291,172507, 83969,183026, 73838,177713, 80787,272152,101240,260668,103332,213546, 69155,177749, 79532,266410,102287,1,1, 83068,213308,0.2803,0.2817,0,0,0,0.1884
2696,1,918991, 2,0.8875,696929,0.000611167,0.9872,0.2357,105716,737153, 5878, 9014,11226,1559,4634,43811, 66357,577904,3875, 6685, 9187,1124,3360,28437,218969, 97640,234153, 95839,195512,118030,206210,103749,199974,112731,297203,147212,289886,145759,226561, 96740,200566,111503,293544,146486,1,3,117280,234557,0.3333,0.3338,0,0,0,0.1884
2696,2,920115, 2,0.8875,679471,0.000611167,0.9872,0.3319,133691,713370, 8907, 9889,14810,1842,3609,33997, 85343,543562,6071, 7250,11821,1318,2567,21539,190086, 92126,214863, 92410,166148,113052,178580, 99534,170679,109305,256915,139808,248559,140104,202474, 92268,171804,107298,252738,139957,1,3,112334,203690,0.3555,0.3562,0,0,0,0.1884
2697,1,919350, 2,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
2697,2,919756, 2,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
2698,1,923423, 2,0.7186,714792,0.004208567,0.9944,0.2394, 67855,768326, 9071, 9105,17179,1625,4814,45448, 44630,609419,5850, 6804,13714,1203,3588,29584,209485,121702,227946,118113,192266,147169,204659,129732,196047,141344,286339,185318,281741,182407,218716,119908,197659,139415,284040,183863,1,1,146541,228354,0.3909,0.3907,0,0,0,0.1884
2698,2,915683, 2,0.7186,661608,0.004208567,0.9944,0.3005,171552,682197, 5714, 9798, 8857,1776,3429,32360,107070,512047,4096, 7131, 7294,1239,2339,20392,199569, 68064,221070, 70135,169394, 83913,180131, 73551,174607, 80692,267779,101702,256703,103456,210320, 69099,174712, 79385,262242,102580,1,1, 83073,209893,0.2836,0.2850,0,0,0,0.1884
2699,1,923533, 2,0.7186,715249,0.004328190,0.9942,0.2341, 68797,767544, 8981, 9135,17167,1619,4834,45456, 45235,609300,5787, 6817,13697,1198,3590,29625,210092,121690,228581,118121,192851,146994,205177,129649,196624,141192,286672,185029,282087,182051,219337,119906,198219,139278,284380,183540,1,1,146390,228868,0.3901,0.3900,0,0,0,0.1884
2699,2,915573, 2,0.7186,661151,0.004328190,0.9942,0.3122,170610,682979, 5804, 9768, 8869,1782,3409,32352,106465,512166,4159, 7118, 7311,1244,2337,20351,198962, 68076,220435, 70128,168809, 84088,179613, 73634,174029, 80844,267446,101991,256357,103812,209699, 69101,174151, 79522,261902,102902,1,1, 83225,209379,0.2844,0.2859,0,0,0,0.1884
2700,1,919851, 2,0.9422,692760,0.000324070,0.9886,0.1920,108242,735645, 5345, 9286,11373,1579,4600,43781, 67725,572736,3573, 6877, 9306,1126,3292,28125,220088, 90101,234654, 88132,196310,109832,206384, 96310,200784,104559,302022,138559,294305,137341,227372, 89117,201160,103566,298163,137950,1,2,109262,236363,0.3161,0.3165,0,0,0,0.1884
2700,2,919255, 2,0.9422,683640,0.000324070,0.9886,0.3820,131165,714878, 9440, 9617,14663,1822,3643,34027, 83975,548730,6373, 7058,11702,1316,2635,21851,188966, 99665,214362,100117,165350,121250,178406,106973,169870,117477,252096,148461,244140,148522,201664, 99890,171210,115234,248119,148492,1,2,120352,201885,0.3735,0.3742,0,0,0,0.1884
2701,1,923377, 2,0.8116,705877,0.004158542,0.9837,0.2266,106716,736886, 7464, 9157,12019,1662,4723,44750, 67541,582959,4812, 6813, 9814,1202,3460,29276,214615,106915,230689,105022,191160,128631,202453,113438,195655,123169,287796,159003,280684,157632,222653,105969,196424,121745,284240,158318,1,4,127687,229006,0.3580,0.3584,0,0,0,0.1884
2701,2,915729, 2,0.8116,670523,0.004158542,0.9837,0.3199,132691,713637, 7321, 9746,14017,1739,3520,33058, 84159,538507,5134, 7122,11194,1240,2467,20700,194439, 82851,218327, 83226,170500,102451,182337, 89845,174998, 98867,266322,128017,257761,128231,206383, 83039,175946, 97055,262042,128125,1,4,101927,209241,0.3276,0.3283,0,0,0,0.1884
2702,1,916994, 2,0.7151,710925,0.002782874,0.9940,0.2326, 68133,762182, 8934, 9109,17137,1619,4791,45089, 44828,605654,5752, 6805,13675,1204,3561,29446,209016,121358,227430,117787,191714,146411,203964,129196,195447,140696,284760,184260,280235,181268,218223,119573,197043,138767,282497,182764,1,1,145854,227508,0.3906,0.3905,0,0,0,0.1884
2702,2,922112, 2,0.7151,665475,0.002782874,0.9940,0.3094,171274,688341, 5851, 9794, 8899,1782,3452,32719,106872,515812,4194, 7130, 7333,1238,2366,20530,200039, 68407,221586, 70461,169946, 84671,180826, 74087,175206, 81340,269358,102760,258210,104595,210812, 69434,175327, 80033,263785,103678,1,1, 83760,210739,0.2844,0.2858,0,0,0,0.1884
2703,1,917726, 2,0.9282,691655,0.001986835,0.9880,0.1996,107454,732479, 6295, 9155,12306,1649,4549,43839, 67540,570497,4203, 6838,10026,1181,3292,28078,215496, 90080,230948, 88153,191337,110148,201778, 96295,196020,104708,294684,138607,287216,137395,223222, 89118,196379,103717,290950,138000,1,3,109341,231067,0.3212,0.3216,0,0,0,0.1884
2703,2,921380, 2,0.9282,684745,0.001986835,0.9880,0.3130,131953,718044, 8490, 9748,13730,1752,3694,33969, 84160,550969,5743, 7097,10982,1261,2635,21898,193559, 99686,218068,100095,170323,120934,183012,106988,174633,117328,259434,148413,251228,148468,205813, 99890,175991,115084,255332,148442,1,3,120274,207180,0.3673,0.3680,0,0,0,0.1884
2704,1,923800, 2,0.9306,695454,0.004618548,0.9902,0.1708,109462,737169, 5955, 9306,11690,1594,4613,44011, 68536,573873,3938, 6870, 9548,1125,3331,28233,219661, 90957,234557, 88969,195110,110936,205451, 97198,199737,105577,300068,139296,292545,138035,227109, 89964,200100,104570,296307,138666,1,2,110138,235303,0.3188,0.3193,0,0,0,0.1884
2704,2,915306, 2,0.9306,680946,0.004618548,0.9902,0.3385,129945,713354, 8830, 9597,14346,1807,3630,33797, 83164,547593,6008, 7065,11460,1317,2596,21743,189394, 98809,214459, 99279,166550,120145,179339,106085,170916,116459,254050,147724,245900,147828,201926, 99044,172270,114230,249975,147777,1,2,119476,202945,0.3706,0.3712,0,0,0,0.1884
