draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
38,2,680701, 1,0.9197,552645,0.000702458,0.9729,0.11485,617367,10274,12024,5521, 6010,205,2070,27230,509260, 6562, 7727,4167,4818,164,1582,18365,150490,184329,134424,142367,25485,121002,175247,200074,135943,225389,184329,150490,131685, 79955,212732,155595,1,1,124318,174632,0.4158,0.3904,0.0,0.8,0,-0.00788741
39,1,678635, 1,0.7567,550950,0.003735432,0.9876,0.15599,600630,20556,15104,1783,10823,220,2372,27147,498206,13030,10089,1464,8610,174,1775,17602,194590,151320,171955,127933,38231,101516,243906,160099,198527,189995,151320,194590,114725,105093,175047,221217,1,0,169442,146173,0.5369,0.5048,0.8,1.0,0,-0.08969593
39,2,683724, 1,0.7567,559135,0.003735432,0.9876,0.09181,627634, 4559,11505,5510, 5845,187,2058,26426,519298, 3521, 7567,4139,4726,158,1590,18136,162942,184166,148770,144480,26962,121799,191140,200574,148545,227529,184166,162942,133140, 87866,214052,169843,1,0,135672,175710,0.4357,0.4082,0.2,1.0,0,-0.08969593
40,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
40,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
41,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
41,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
42,1,681112, 1,0.8087,554277,0.000099093,0.9805,0.13270,607073,16782,14993,1744,10800,210,2361,27149,503508,11048,10064,1434,8604,165,1770,17684,198151,152593,176052,129479,38219,102498,249006,161411,202469,191997,152593,198151,115989,107136,176704,225738,1,2,172779,147596,0.5393,0.5066,0.8,1.0,0,-0.09425708
42,2,681247, 1,0.8087,555808,0.000099093,0.9805,0.09119,621191, 8333,11616,5549, 5868,197,2069,26424,513996, 5503, 7592,4169,4732,167,1595,18054,159381,182893,144673,142934,26974,120817,186040,199262,144603,225527,182893,159381,131876, 85824,212395,165322,1,2,132334,174287,0.4316,0.4049,0.2,1.0,0,-0.09425708
43,1,683453, 1,0.8070,554961,0.003337593,0.9829,0.12397,604868,20721,15302,1763,10925,213,2422,27239,501748,13177,10274,1439,8696,169,1825,17633,198603,151519,176652,128737,38687,101765,249599,159844,203200,190490,151519,198603,115251,107670,175167,226400,1,0,173348,146471,0.5420,0.5094,0.8,1.0,0,-0.09362909
43,2,678906, 1,0.8070,555124,0.003337593,0.9829,0.08694,623396, 4394,11307,5530, 5743,194,2008,26334,515756, 3374, 7382,4164,4640,163,1540,18105,158929,183967,144073,143676,26506,121550,185447,200829,143872,227034,183967,158929,132613, 85290,213932,164660,1,0,131765,175411,0.4290,0.4022,0.2,1.0,0,-0.09362909
44,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
44,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
45,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
45,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
46,1,681968, 1,0.8990,557231,0.001157551,0.9762,0.08897,609639,15017,15079,1770,11136,187,2387,26753,506956,10119,10205,1460,8911,155,1789,17636,204462,151873,183493,130903,38741,102773,256433,161581,208352,193372,151873,204462,116838,111117,177477,232393,1,1,178296,148100,0.5463,0.5127,0.8,0.8,0,-0.00568889
46,2,680391, 1,0.8990,552854,0.001157551,0.9762,0.08490,618625,10098,11530,5523, 5532,220,2043,26820,510548, 6432, 7451,4143,4425,177,1576,18102,153070,183613,137232,141510,26452,120542,178613,199092,138720,224152,183613,153070,131026, 81842,211622,158667,1,1,126817,173782,0.4219,0.3964,0.0,0.8,0,-0.00568889
47,1,681531, 1,0.7546,553906,0.000516017,0.9829,0.15020,603359,20508,15102,1782,11045,227,2407,27101,500900,13009,10081,1472,8759,179,1807,17699,196500,151400,174597,128167,38690,101542,245570,160825,199756,190883,151400,196500,114855,106644,175854,222663,1,2,171023,146563,0.5385,0.5066,0.8,1.0,0,-0.09142400
47,2,680828, 1,0.7546,556179,0.000516017,0.9829,0.08614,624905, 4607,11507,5511, 5623,180,2023,26472,516604, 3542, 7575,4131,4577,153,1558,18039,161032,184086,146128,144246,26503,121773,189476,199848,147316,226641,184086,161032,133010, 86316,213245,168396,1,2,134091,175319,0.4334,0.4058,0.2,1.0,0,-0.09142400
48,1,682797, 1,0.8075,554162,0.002374558,0.9838,0.13192,604312,20740,15253,1796,10889,213,2386,27208,500993,13178,10256,1458,8674,168,1795,17640,197899,151864,175432,128733,38395,102094,248345,160261,201998,190846,151864,197899,115414,106914,175554,225172,1,0,172414,146760,0.5402,0.5076,0.8,1.0,0,-0.09309476
48,2,679562, 1,0.8075,555923,0.002374558,0.9838,0.08424,623952, 4375,11356,5497, 5779,194,2044,26365,516511, 3373, 7400,4145,4662,164,1570,18098,159633,183622,145293,143680,26798,121221,186701,200412,145074,226678,183622,159633,132451, 86046,213545,165888,1,0,132700,175123,0.4311,0.4043,0.2,1.0,0,-0.09309476
49,1,684449, 1,0.7524,557944,0.004799763,0.9686,0.17120,612986,14700,14514,1892,10769,215,2361,27012,508474, 9814, 9716,1559,8547,169,1766,17899,194078,157901,173480,132289,37696,105551,241605,169483,195259,198878,157901,194078,118920,105588,184181,218432,1,1,168424,152820,0.5243,0.4930,0.6,1.0,0,-0.08827461
49,2,677910, 1,0.7524,552141,0.004799763,0.9686,0.05143,615278,10415,12095,5401, 5899,192,2069,26561,509030, 6737, 7940,4044,4789,163,1599,17839,163454,177585,147245,140124,27497,117764,193441,191190,151813,218646,177585,163454,128944, 87371,204918,172627,1,1,136690,169062,0.4471,0.4187,0.4,1.0,0,-0.08827461
50,1,680292, 1,0.8093,552562,0.001302887,0.9810,0.09461,601996,20723,15282,1754,10889,215,2415,27018,499526,13182,10262,1435,8673,171,1819,17494,198023,150716,176132,128176,38579,101292,248765,159052,202518,189573,150716,198023,114734,107356,174313,225642,1,0,172803,145762,0.5424,0.5098,0.8,1.0,0,-0.09240405
50,2,682067, 1,0.8093,557523,0.001302887,0.9810,0.08648,626268, 4392,11327,5539, 5779,192,2015,26555,517978, 3369, 7394,4168,4663,161,1546,18244,159509,184770,144593,144237,26614,122023,186281,201621,144554,227951,184770,159509,133130, 85604,214786,165418,1,0,132310,176120,0.4290,0.4023,0.2,1.0,0,-0.09240405
51,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
51,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
52,1,678161, 1,0.7570,552728,0.004431284,0.9705,0.18072,607206,14656,14417,1826,10761,220,2357,26718,503637, 9789, 9657,1498,8534,169,1759,17685,193620,155490,173128,130641,37662,103861,241474,166718,195210,196062,155490,193620,117251,105395,181390,218342,1,1,168219,150554,0.5277,0.4962,0.6,0.8,0, 0.00995685
52,2,684198, 1,0.7570,557357,0.004431284,0.9705,0.05430,621058,10459,12192,5467, 5907,187,2073,26855,513867, 6762, 7999,4105,4802,163,1606,18053,163912,179996,147597,141772,27531,119454,193572,193955,151862,221462,179996,163912,130613, 87564,207709,172717,1,1,136895,171328,0.4441,0.4161,0.2,0.8,0, 0.00995685
53,1,680124, 1,0.8216,552142,0.001549518,0.9791,0.10776,601708,20766,15274,1766,10893,209,2406,27102,499005,13201,10253,1438,8677,166,1814,17588,198102,150599,176177,128134,38455,101316,248540,158901,202283,189553,150599,198102,114725,107316,174227,225412,1,0,172711,145701,0.5424,0.5097,0.8,1.0,0,-0.09223154
53,2,682235, 1,0.8216,557943,0.001549518,0.9791,0.08243,626556, 4349,11335,5527, 5775,198,2024,26471,518499, 3350, 7403,4165,4659,166,1551,18150,159430,184887,144548,144279,26738,121999,186506,201772,144789,227971,184887,159430,133139, 85643,214872,165648,1,0,132402,176182,0.4291,0.4024,0.2,1.0,0,-0.09223154
54,1,683589, 1,0.8587,557446,0.003537247,0.9743,0.09359,611732,15414,14635,1725,10695,199,2326,26863,507876,10215, 9894,1418,8521,153,1757,17612,201027,154979,179315,131943,38440,104087,252981,164028,205571,195306,154979,201027,118015,108878,179667,229276,1,2,175467,150069,0.5390,0.5060,0.8,1.0,0,-0.09910982
54,2,678770, 1,0.8587,552639,0.003537247,0.9743,0.09148,616532, 9701,11974,5568, 5973,208,2104,26710,509628, 6336, 7762,4185,4815,179,1608,18126,156505,180507,141410,140470,26753,119228,182065,196645,141501,222218,180507,156505,129849, 84082,209432,161783,1,2,129647,171814,0.4301,0.4038,0.2,1.0,0,-0.09910982
55,1,681362, 1,0.9199,557152,0.000267918,0.9777,0.05595,610395,14834,14638,1728,10660,200,2362,26545,507876, 9978, 9915,1418,8509,164,1781,17511,205211,151592,183946,129878,39285,102024,257858,161167,209700,192615,151592,205211,115951,111616,176891,233779,1,1,179200,147455,0.5486,0.5152,0.8,0.8,0,-0.00604022
55,2,680997, 1,0.9199,552933,0.000267918,0.9777,0.11910,617869,10281,11971,5565, 6008,207,2068,27028,509628, 6573, 7741,4185,4827,168,1584,18227,152321,183894,136779,142535,25908,121291,177188,199506,137372,224909,183894,152321,131913, 81344,212208,157280,1,1,125914,174427,0.4192,0.3937,0.0,0.8,0,-0.00604022
56,1,678926, 1,0.7491,550682,0.003308232,0.9872,0.18951,600788,20567,15109,1791,10802,220,2368,27281,497871,13032,10069,1474,8601,174,1775,17686,193652,151476,171029,127751,38228,101438,242548,160301,197414,189995,151476,193652,114595,104629,175148,219981,1,0,168574,146192,0.5356,0.5038,0.8,1.0,0,-0.08888786
56,2,683433, 1,0.7491,559403,0.003308232,0.9872,0.08702,627476, 4548,11500,5502, 5866,187,2062,26292,519633, 3519, 7587,4129,4735,158,1590,18052,163880,184010,149696,144662,26965,121877,192498,200372,149658,227529,184010,163880,133270, 88331,213951,171078,1,0,136539,175690,0.4373,0.4095,0.2,1.0,0,-0.08888786
57,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
57,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
58,1,682674, 1,0.7537,554735,0.002193989,0.9800,0.14966,605082,19844,15122,1780,11016,229,2397,27204,502096,12628,10082,1476,8729,178,1794,17752,196350,151887,174499,128410,38530,101832,245724,161397,199870,191475,151887,196350,115121,106515,176436,222797,1,1,170995,147000,0.5377,0.5057,0.8,1.0,0,-0.09188807
58,2,679685, 1,0.7537,555350,0.002193989,0.9800,0.08554,623182, 5271,11487,5513, 5652,178,2033,26369,515408, 3923, 7574,4127,4607,154,1571,17986,161182,183599,146226,144003,26663,121483,189322,199276,147202,226049,183599,161182,132743, 86445,212663,168262,1,1,134119,174882,0.4340,0.4066,0.2,1.0,0,-0.09188807
59,1,684401, 1,0.7525,555973,0.004729297,0.9815,0.15392,606579,19987,15142,1793,10984,238,2422,27256,503143,12766,10073,1493,8708,186,1818,17786,197067,151993,175222,128536,38808,101899,246231,161720,200253,191787,151993,197067,115218,107015,176754,223242,1,1,171516,147187,0.5382,0.5063,0.8,1.0,0,-0.09251703
59,2,677958, 1,0.7525,554112,0.004729297,0.9815,0.08613,621685, 5128,11467,5500, 5684,169,2008,26317,514361, 3785, 7583,4110,4628,146,1547,17952,160465,183493,145503,143877,26385,121416,188815,198953,146819,225737,183493,160465,132647, 85944,212345,167817,1,1,133597,174695,0.4333,0.4058,0.2,1.0,0,-0.09251703
60,1,679408, 1,0.7561,552170,0.002600636,0.9838,0.15654,601274,20523,15064,1757,11064,233,2411,27082,499247,13025,10065,1451,8768,179,1805,17630,196499,149947,174652,127136,38753,100665,245716,159119,199910,189165,149947,196499,113901,106703,174142,222813,1,0,171106,145206,0.5409,0.5089,0.8,1.0,0,-0.09020319
60,2,682951, 1,0.7561,557915,0.002600636,0.9838,0.08797,626990, 4592,11545,5536, 5604,174,2019,26491,518257, 3526, 7591,4152,4568,153,1560,18108,161033,185539,146073,145277,26440,122650,189330,201554,147162,228359,185539,161033,133964, 86257,214957,168246,1,0,134008,176676,0.4313,0.4039,0.2,1.0,0,-0.09020319
61,1,678770, 1,0.7566,550985,0.003537247,0.9872,0.15521,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194529,151366,171891,127919,38228,101520,243832,160131,198467,190021,151366,194529,114720,105060,175076,221150,1,0,169389,146191,0.5368,0.5047,0.8,1.0,0,-0.08967145
61,2,683589, 1,0.7566,559100,0.003537247,0.9872,0.09165,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163003,184120,148834,144494,26965,121795,191214,200542,148605,227503,184120,163003,133145, 87900,214023,169910,1,0,135724,175691,0.4358,0.4083,0.2,1.0,0,-0.08967145
62,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
62,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
63,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
63,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
64,1,678715, 1,0.9325,555186,0.003617989,0.9739,0.04592,608124,14831,14530,1741,10634,197,2387,26271,506106, 9992, 9884,1413,8496,165,1797,17333,206814,150273,186528,129585,39678,101783,259497,159628,210910,191146,150273,206814,115684,113103,175387,235204,1,1,180685,146483,0.5523,0.5187,0.8,0.8,0,-0.00685140
64,2,683644, 1,0.9325,554899,0.003617989,0.9739,0.11706,620140,10284,12079,5552, 6034,210,2043,27302,511398, 6559, 7772,4190,4840,167,1568,18405,150718,185213,134197,142828,25515,121532,175549,201045,136162,226378,185213,150718,132180, 79856,213712,155856,1,1,124428,175399,0.4150,0.3897,0.0,0.8,0,-0.00685140
65,1,680825, 1,0.9136,556625,0.000520421,0.9758,0.05656,609872,14833,14610,1751,10642,200,2351,26566,507352, 9980, 9889,1437,8499,164,1769,17535,204707,151399,183459,129556,39206,101809,257199,161014,209190,192370,151399,204707,115683,111333,176692,233195,1,1,178752,147230,0.5484,0.5150,0.8,0.8,0,-0.00516470
65,2,681534, 1,0.9136,553460,0.000520421,0.9758,0.11962,618392,10282,11999,5542, 6026,207,2079,27007,510152, 6571, 7767,4166,4837,168,1596,18203,152825,184087,137266,142857,25987,121506,177847,199659,137882,225154,184087,152825,132182, 81627,212407,157865,1,1,126361,174653,0.4198,0.3941,0.0,0.8,0,-0.00516470
66,1,682011, 1,0.7542,554217,0.001220677,0.9815,0.14612,604685,19548,15140,1791,10965,234,2398,27250,501645,12529,10076,1494,8694,183,1800,17796,196055,151526,174290,127994,38550,101501,245330,161061,199597,190987,151526,196055,114748,106420,176024,222464,1,1,170764,146614,0.5380,0.5061,0.8,1.0,0,-0.09131724
66,2,680348, 1,0.7542,555868,0.001220677,0.9815,0.08476,623579, 5567,11469,5502, 5703,173,2032,26323,515859, 4022, 7580,4109,4642,149,1565,17942,161477,183960,146435,144419,26643,121814,189716,199612,147475,226537,183960,161477,133117, 86539,213075,168596,1,1,134349,175268,0.4339,0.4064,0.2,1.0,0,-0.09131724
67,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
67,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
68,1,682484, 1,0.7539,554317,0.001915061,0.9834,0.15770,604756,20036,15088,1784,10971,234,2409,27206,501565,12766,10069,1475,8696,181,1808,17757,196818,151705,174864,128348,38744,101746,245867,161301,199973,191318,151705,196818,115047,106804,176310,222920,1,1,171253,146884,0.5383,0.5064,0.8,1.0,0,-0.09196889
68,2,679875, 1,0.7539,555768,0.001915061,0.9834,0.08704,623508, 5079,11521,5509, 5697,173,2021,26367,515939, 3785, 7587,4128,4640,151,1557,17981,160714,183781,145861,144065,26449,121569,189179,199372,147099,226206,183781,160714,132817, 86155,212789,168139,1,1,133860,174999,0.4334,0.4058,0.2,1.0,0,-0.09196889
69,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
69,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
70,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
70,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
71,1,683957, 1,0.7528,555077,0.004077486,0.9881,0.15789,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195559,152796,172823,128965,38417,102410,244953,161728,199383,191742,152796,195559,115688,105620,176735,222168,0,0,170227,147528,0.5357,0.5038,0.8,1.0,0,-0.09175502
71,2,678402, 1,0.7528,555008,0.004077486,0.9881,0.09157,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,161973,182690,147902,143448,26776,120905,190093,198945,147689,225782,182690,161973,132177, 87339,212364,168891,0,0,134887,174354,0.4362,0.4086,0.2,1.0,0,-0.09175502
