draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
3852,1,690914, 2,0.7094,567210,0.0031208054,0.9778,0.2099,19630,621159, 5326,1108,14756,165,2489,26281,13330,516848,4250, 969,11899,127,1910,17877,183609,178356,185574,183130,187946,171601,160912,135290,218522,195418,232148,175017,136023,274110,185709,177695,160912,135290,214849,195565,1,0,179296,194656,0.4795,0.4790,0.2857,0.8571,0, 0.05209
3852,2,686615, 2,0.7094,553470,0.0031208054,0.9778,0.4720,39824,579490,13329,1191,20848,223,3427,28283,26470,478903,9608, 961,16090,176,2533,18729,162181,170171,168058,171519,166094,165988,141851,127069,206416,170242,218629,151212,128616,242499,165444,169226,141851,127069,187984,184554,1,0,169773,171734,0.4971,0.4965,0.5714,0.8571,0, 0.05209
3853,1,688324, 2,0.6331,553398,0.0006395510,0.9835,0.3831,42525,580999,11930, 900,22389,177,3377,26027,28051,479134,8603, 718,17361,139,2518,16874,176620,167611,182586,167593,184634,157038,155140,121593,207527,185528,219713,166935,122871,264792,181280,164080,155140,121593,205751,183370,1,0,166278,188034,0.4693,0.4682,0.2857,1.0000,0,-0.02755
3853,2,689205, 2,0.6331,567282,0.0006395510,0.9835,0.2655,16929,619650, 6725,1399,13215,211,2539,28537,11749,516617,5255,1212,10628,164,1925,19732,169170,180916,171046,187056,169406,180551,147624,140766,217411,180133,231064,159295,141768,251818,169874,182841,147624,140766,197082,196748,1,0,182790,178356,0.5061,0.5060,0.7143,1.0000,0,-0.02755
3854,1,688868, 2,0.6327,553837,0.0001502691,0.9807,0.2896,42588,581503,11912, 892,22396,177,3386,26014,28102,479529,8587, 711,17365,138,2525,16880,177205,167312,183041,167311,185117,156764,155373,121373,207052,186132,219193,167579,122613,265216,181788,163795,155373,121373,206308,182953,1,0,165945,188523,0.4682,0.4671,0.2857,1.0000,0,-0.02741
3854,2,688661, 2,0.6327,566843,0.0001502691,0.9807,0.2583,16866,619146, 6743,1407,13208,211,2530,28550,11698,516222,5271,1219,10624,165,1918,19726,168585,181215,170591,187338,168923,180824,147390,140987,217886,179528,231584,158651,142026,251394,169366,183126,147390,140987,196524,197166,1,0,183123,177866,0.5073,0.5072,0.7143,1.0000,0,-0.02741
3855,1,686790, 2,0.5957,566937,0.0028667273,0.9801,0.2426,17230,617551, 6656,1243,14551,193,2440,26926,11910,516406,5223,1081,11705,149,1858,18605,172643,185376,176275,190079,175887,181588,154498,142684,224993,183245,238846,163059,143811,260804,174935,185681,154498,142684,202370,202551,1,0,186768,183774,0.5040,0.5037,0.7143,1.0000,0,-0.03241
3855,2,690739, 2,0.5957,553743,0.0028667273,0.9801,0.3585,42224,583098,11999,1056,21053,195,3476,27638,27890,479345,8635, 849,16284,154,2585,18001,173147,163150,177357,164570,178153,156001,148266,119675,199944,182415,211931,163170,120828,255806,176219,161241,148266,119675,200463,177567,1,0,162300,182616,0.4705,0.4698,0.2857,1.0000,0,-0.03241
3856,1,688524, 2,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
3856,2,689005, 2,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
3857,1,688003, 2,0.7116,564817,0.0011056029,0.9778,0.2088,19589,618501, 5279,1104,14732,165,2487,26146,13294,514655,4205, 965,11877,127,1912,17782,182437,177806,184450,182486,186897,170912,159935,134832,217733,194116,231178,173914,135543,272488,184594,177068,159935,134832,213506,194819,1,0,178641,193463,0.4801,0.4796,0.2857,0.8571,0, 0.05138
3857,2,689526, 2,0.7116,555863,0.0011056029,0.9778,0.4747,39865,582148,13376,1195,20872,223,3429,28418,26506,481096,9653, 965,16112,176,2531,18824,163353,170721,169182,172163,167143,166677,142828,127528,207204,171544,219599,152315,129096,244122,166559,169854,142828,127528,189327,185300,1,0,170427,172926,0.4964,0.4957,0.5714,0.8571,0, 0.05138
3858,1,687428, 2,0.6068,552332,0.0019404310,0.9801,0.3008,42375,580406,11781, 887,22251,178,3421,26129,27926,478350,8476, 706,17246,141,2541,16946,176962,167398,182769,167469,184764,156994,155525,121851,207510,186313,219579,167771,123383,265041,181498,163954,155525,121851,206375,183491,1,0,166312,188449,0.4688,0.4678,0.2857,1.0000,0,-0.02750
3858,2,690101, 2,0.6068,568348,0.0019404310,0.9801,0.2479,17079,620243, 6874,1412,13353,210,2495,28435,11874,517401,5382,1224,10743,162,1902,19660,168829,181128,170863,187180,169277,180595,147239,140508,217427,179347,231198,158458,141256,251568,169655,182968,147239,140508,196458,196628,1,0,182756,177940,0.5067,0.5065,0.7143,1.0000,0,-0.02750
3859,1,690802, 2,0.7095,567280,0.0029581954,0.9790,0.2093,19622,621056, 5281,1099,14829,166,2527,26222,13320,516914,4213, 959,11953,128,1943,17850,182756,179779,185085,184260,187597,172594,160526,136661,220304,194435,233645,174258,137509,273380,185145,178877,160526,136661,214024,197153,1,0,180679,194006,0.4822,0.4818,0.2857,0.8571,0, 0.05234
3859,2,686727, 2,0.7095,553400,0.0029581954,0.9790,0.5281,39832,579593,13374,1200,20775,222,3389,28342,26480,478837,9645, 971,16036,175,2500,18756,163035,168747,168547,170389,166443,164995,142238,125698,204634,171225,217132,151972,127130,243229,166008,168044,142238,125698,188808,182965,1,0,168390,172384,0.4941,0.4935,0.5714,0.8571,0, 0.05234
3860,1,689534, 2,0.6323,554710,0.0011172179,0.9818,0.3389,42616,582064,11899, 893,22399,179,3371,26113,28121,480318,8578, 716,17364,141,2513,16959,176868,167949,182691,168050,184765,157501,155148,121869,207920,185658,220045,167078,123213,264988,181441,164500,155148,121869,205908,183726,1,0,166650,188171,0.4697,0.4686,0.2857,1.0000,0,-0.02719
3860,2,687995, 2,0.6323,565970,0.0011172179,0.9818,0.2624,16838,618585, 6756,1406,13205,209,2545,28451,11679,515433,5280,1214,10625,162,1930,19647,168923,180577,170941,186600,169275,180088,147615,140490,217017,180002,230732,159151,141426,251621,169712,182422,147615,140490,196925,196392,1,0,182419,178219,0.5058,0.5057,0.7143,1.0000,0,-0.02719
3861,1,685926, 2,0.7131,563232,0.0041211474,0.9772,0.2116,19542,616600, 5260,1093,14770,166,2499,25996,13269,513180,4194, 956,11908,128,1923,17674,181626,178125,183882,182626,186396,171004,159448,135293,218317,193185,231620,173107,136127,271496,183967,177251,159448,135293,212596,195355,1,0,179016,192735,0.4815,0.4811,0.2857,0.8571,0, 0.05119
3861,2,691603, 2,0.7131,557448,0.0041211474,0.9772,0.4802,39912,584049,13395,1206,20834,222,3417,28568,26531,482571,9664, 974,16081,175,2520,18932,164165,170401,169750,172023,167644,166585,143315,127066,206621,172475,219157,153123,128512,245114,167186,169670,143315,127066,190237,184763,1,0,170053,173655,0.4948,0.4941,0.5714,0.8571,0, 0.05119
3862,1,687343, 2,0.7120,564361,0.0020638404,0.9784,0.2143,19534,618011, 5258,1090,14739,166,2496,26049,13268,514302,4194, 947,11881,128,1920,17721,182187,178100,184281,182712,186703,171165,159754,135163,218104,193840,231509,173650,135970,272142,184390,177325,159754,135163,213211,195195,1,0,178960,193223,0.4808,0.4804,0.2857,0.8571,0, 0.05140
3862,2,690186, 2,0.7120,556319,0.0020638404,0.9784,0.4728,39920,582638,13397,1209,20865,222,3420,28515,26532,481449,9664, 983,16108,175,2523,18885,163603,170427,169351,171937,167337,166423,143009,127196,206834,171820,219268,152580,128669,244467,166764,169596,143009,127196,189622,184923,1,0,170108,173167,0.4955,0.4949,0.5714,0.8571,0, 0.05140
3863,1,685673, 2,0.5461,566210,0.0044884717,0.9772,0.2216,16953,615911, 6637,1315,14672,190,2457,27538,11755,515256,5205,1136,11778,147,1875,19058,169616,186122,173621,190643,173122,182407,152364,143480,225649,179908,239224,160109,144693,257257,172120,186391,152364,143480,199092,203190,1,0,187460,180857,0.5090,0.5086,0.7143,1.0000,0,-0.03112
3863,2,691856, 2,0.5461,554470,0.0044884717,0.9772,0.3553,42501,584738,12018, 984,20932,198,3459,27026,28045,480495,8653, 794,16211,156,2568,17548,176174,162405,180011,164006,180918,155182,150400,118879,199289,185753,211553,166121,119945,259352,179034,160531,150400,118879,203741,176929,1,0,161608,185532,0.4655,0.4648,0.2857,1.0000,0,-0.03112
3864,1,685712, 2,0.6081,550970,0.0044318486,0.9812,0.3272,42337,578828,11766, 887,22240,177,3416,26061,27903,477072,8467, 706,17238,140,2539,16905,176549,166968,182357,167022,184366,156549,155151,121504,206984,185849,219032,167336,123028,264408,181091,163513,155151,121504,205864,183015,1,0,165870,188002,0.4687,0.4677,0.2857,1.0000,0,-0.02802
3864,2,691817, 2,0.6081,569710,0.0044318486,0.9812,0.2585,17117,621821, 6889,1412,13364,211,2500,28503,11897,518679,5391,1224,10751,163,1904,19701,169241,181559,171275,187627,169674,181039,147612,140855,217954,179811,231745,158894,141611,252201,170063,183408,147612,140855,196969,197104,1,0,183199,178387,0.5067,0.5065,0.7143,1.0000,0,-0.02802
3865,1,690804, 2,0.7095,567173,0.0029610992,0.9772,0.2082,19626,621140, 5297,1090,14767,165,2500,26219,13332,516895,4216, 952,11918,127,1920,17813,183250,178296,185200,183086,187627,171496,160588,135179,218425,194936,231974,174530,135852,273613,185358,177625,160588,135179,214360,195418,1,0,179187,194250,0.4798,0.4794,0.2857,0.8571,0, 0.05192
3865,2,686725, 2,0.7095,553507,0.0029610992,0.9772,0.4688,39828,579509,13358,1209,20837,223,3416,28345,26468,478856,9642, 978,16071,176,2523,18793,162540,170231,168432,171564,166413,166092,142176,127181,206513,170725,218803,151700,128787,242996,165795,169296,142176,127181,188473,184701,1,0,169882,172140,0.4967,0.4960,0.5714,0.8571,0, 0.05192
3866,1,690026, 2,0.6319,554823,0.0018315404,0.9829,0.3610,42569,582550,11932, 905,22397,177,3392,26104,28075,480454,8603, 723,17366,139,2529,16934,177123,168081,183112,168072,185146,157518,155583,121952,208090,186068,220290,167440,123240,265533,181793,164557,155583,121952,206347,183874,1,0,166749,188572,0.4693,0.4682,0.2857,1.0000,0,-0.02694
3866,2,687503, 2,0.6319,565857,0.0018315404,0.9829,0.2573,16885,618099, 6723,1394,13207,211,2524,28460,11725,515297,5255,1207,10623,164,1914,19672,168668,180446,170520,186577,168894,180070,147181,140407,216848,179592,230487,158789,141399,251076,169360,182365,147181,140407,196486,196245,1,0,182319,177818,0.5063,0.5061,0.7143,1.0000,0,-0.02694
3867,1,688425, 2,0.6331,553497,0.0004929116,0.9755,0.2344,42236,581832,11758, 919,22201,176,3346,25957,27883,479729,8470, 735,17198,138,2482,16862,177726,166814,183351,167184,185359,156733,155752,120994,206594,186878,218684,168108,122478,265591,182145,163576,155752,120994,206859,182585,1,0,165640,188966,0.4671,0.4661,0.2857,1.0000,0,-0.02733
3867,2,689104, 2,0.6331,567183,0.0004929116,0.9755,0.2115,17218,618817, 6897,1380,13403,212,2570,28607,11917,516022,5388,1195,10791,165,1961,19744,168065,181713,170281,187466,168682,180856,147011,141365,218344,178782,232094,158122,142161,251018,169009,183345,147011,141365,195974,197533,1,0,183429,177423,0.5083,0.5082,0.7143,1.0000,0,-0.02733
3868,1,688524, 2,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
3868,2,689005, 2,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
3869,1,688324, 2,0.6331,553398,0.0006395510,0.9835,0.3831,42525,580999,11930, 900,22389,177,3377,26027,28051,479134,8603, 718,17361,139,2518,16874,176620,167611,182586,167593,184634,157038,155140,121593,207527,185528,219713,166935,122871,264792,181280,164080,155140,121593,205751,183370,1,0,166278,188034,0.4693,0.4682,0.2857,1.0000,0,-0.02755
3869,2,689205, 2,0.6331,567282,0.0006395510,0.9835,0.2655,16929,619650, 6725,1399,13215,211,2539,28537,11749,516617,5255,1212,10628,164,1925,19732,169170,180916,171046,187056,169406,180551,147624,140766,217411,180133,231064,159295,141768,251818,169874,182841,147624,140766,197082,196748,1,0,182790,178356,0.5061,0.5060,0.7143,1.0000,0,-0.02755
3870,1,689048, 2,0.7108,566002,0.0004116066,0.9738,0.1874,19590,619546, 5302,1096,14789,176,2491,26058,13324,515810,4238, 956,11920,130,1912,17712,182478,179381,184859,183783,187379,172112,160356,136148,219572,193972,232880,173888,136935,272751,184905,178425,160356,136148,213537,196463,1,0,180116,193670,0.4819,0.4814,0.2857,0.8571,0, 0.05206
3870,2,688481, 2,0.7108,554678,0.0004116066,0.9738,0.3662,39864,581103,13353,1203,20815,212,3425,28506,26476,479941,9620, 974,16069,173,2531,18894,163312,169146,168773,170866,166662,165477,142408,126211,205366,171688,217897,152342,127704,243858,166249,168496,142408,126211,189296,183655,1,0,168953,172720,0.4945,0.4938,0.5714,0.8571,0, 0.05206
3871,1,689421, 2,0.6114,568923,0.0009531560,0.9733,0.2140,17312,620078, 6641,1248,14556,197,2452,26937,11918,518392,5222,1082,11703,151,1880,18575,174344,185377,177775,190196,177612,181434,155953,142582,225225,185126,239151,164804,143688,263014,176576,185668,155953,142582,204315,202689,1,0,186808,185519,0.5017,0.5013,0.7143,1.0000,0,-0.03341
3871,2,688108, 2,0.6114,551757,0.0009531560,0.9733,0.2783,42142,580571,12014,1051,21048,191,3464,27627,27882,477359,8636, 848,16286,152,2563,18031,171447,163150,175858,164453,176429,156155,146810,119777,199713,180534,211626,161426,120951,253595,174577,161253,146810,119777,198518,177430,1,0,162261,180871,0.4729,0.4722,0.2857,1.0000,0,-0.03341
3872,1,691198, 2,0.5989,570501,0.0035331380,0.9801,0.2442,17336,621627, 6684,1253,14579,194,2447,27078,11973,519750,5246,1089,11724,150,1864,18705,174216,186232,177677,191053,177381,182408,155696,143304,226070,184924,240031,164536,144429,262900,176424,186564,155696,143304,204120,203511,1,0,187647,185333,0.5031,0.5027,0.7143,1.0000,0,-0.03387
3872,2,686331, 2,0.5989,550179,0.0035331380,0.9801,0.3603,42118,579022,11971,1046,21025,194,3469,27486,27827,476001,8612, 841,16265,153,2579,17901,171575,162294,175955,163597,176659,155181,147067,119055,198867,180737,210747,161694,120209,253709,174729,160357,147067,119055,198713,176608,1,0,161422,181056,0.4713,0.4706,0.2857,1.0000,0,-0.03387
3873,1,686675, 2,0.6074,552111,0.0030336929,0.9755,0.2473,42418,579707,11765, 878,22257,181,3417,26052,27999,478115,8463, 701,17261,144,2535,16893,175969,168243,181743,168359,183797,157812,154581,122727,208378,185038,219837,166589,124460,263467,180503,164805,154581,122727,205031,184225,1,0,167117,187312,0.4715,0.4705,0.2857,1.0000,0,-0.02759
3873,2,690854, 2,0.6074,568569,0.0030336929,0.9755,0.2308,17036,620942, 6890,1421,13347,207,2499,28512,11801,517636,5395,1229,10728,159,1908,19713,169821,180284,171889,186290,170243,179776,148183,139632,216560,180622,230940,159640,140179,253142,170650,182117,148183,139632,197802,195893,1,0,181952,179078,0.5040,0.5038,0.7143,1.0000,0,-0.02759
3874,1,685936, 2,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
3874,2,691593, 2,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
3875,1,690026, 2,0.6319,554823,0.0018315404,0.9829,0.3610,42569,582550,11932, 905,22397,177,3392,26104,28075,480454,8603, 723,17366,139,2529,16934,177123,168081,183112,168072,185146,157518,155583,121952,208090,186068,220290,167440,123240,265533,181793,164557,155583,121952,206347,183874,1,0,166749,188572,0.4693,0.4682,0.2857,1.0000,0,-0.02694
3875,2,687503, 2,0.6319,565857,0.0018315404,0.9829,0.2573,16885,618099, 6723,1394,13207,211,2524,28460,11725,515297,5255,1207,10623,164,1914,19672,168668,180446,170520,186577,168894,180070,147181,140407,216848,179592,230487,158789,141399,251076,169360,182365,147181,140407,196486,196245,1,0,182319,177818,0.5063,0.5061,0.7143,1.0000,0,-0.02694
3876,1,691875, 2,0.5506,571335,0.0045160574,0.9772,0.2258,17099,621668, 6669,1327,14694,192,2484,27742,11846,520073,5226,1144,11800,149,1900,19197,171698,187544,175624,192136,175179,183735,154117,144530,227382,182219,241109,162203,145748,260224,174167,187805,154117,144530,201549,204747,1,0,188884,183038,0.5079,0.5075,0.7143,1.0000,0,-0.03324
3876,2,685654, 2,0.5506,549345,0.0045160574,0.9772,0.3651,42355,578981,11986, 972,20910,196,3432,26822,27954,475678,8632, 786,16189,154,2543,17409,174092,160982,178009,162514,178861,153854,148646,117829,197556,183441,209668,164026,118891,256385,176987,159117,148646,117829,201284,175372,1,0,160185,183351,0.4663,0.4655,0.2857,1.0000,0,-0.03324
3877,1,689551, 2,0.5352,569201,0.0011418997,0.9795,0.2564,16989,619575, 6610,1318,14643,189,2442,27785,11775,518069,5179,1143,11757,146,1871,19261,170436,186393,174547,191032,173556,183276,153140,143644,225891,181426,239774,161064,144700,258808,172846,186900,153140,143644,200433,203456,1,0,187816,181854,0.5081,0.5077,0.7143,1.0000,0,-0.03188
3877,2,687978, 2,0.5352,551479,0.0011418997,0.9795,0.3677,42465,581074,12045, 981,20961,199,3474,26779,28025,477682,8679, 787,16232,157,2572,17345,175355,162134,179085,163617,180484,154312,149624,118715,199046,184234,211003,165166,119939,257801,178308,160021,149624,118715,202400,176663,1,0,161253,184535,0.4663,0.4656,0.2857,1.0000,0,-0.03188
3878,1,690803, 2,0.5986,570251,0.0029596473,0.9807,0.2512,17312,621253, 6677,1243,14604,193,2464,27057,11965,519502,5239,1081,11745,149,1878,18692,174157,186213,177795,190967,177388,182475,155888,143270,226010,184905,239971,164559,144367,262895,176446,186551,155888,143270,204119,203450,1,0,187610,185370,0.5030,0.5026,0.7143,1.0000,0,-0.03387
3878,2,686726, 2,0.5986,550429,0.0029596473,0.9807,0.3768,42142,579396,11978,1056,21000,195,3452,27507,27835,476249,8619, 849,16244,154,2565,17914,171633,162314,175837,163682,176652,155114,146876,119090,198927,180756,210806,161671,120272,253714,174707,160370,146876,119090,198713,176668,1,0,161458,181020,0.4714,0.4707,0.2857,1.0000,0,-0.03387
3879,1,690172, 2,0.7100,566611,0.0020435141,0.9790,0.2166,19632,620516, 5290,1097,14749,165,2492,26231,13332,516332,4215, 958,11895,127,1913,17839,183194,178127,185190,182859,187575,171297,160514,135105,218200,194956,231735,174602,135761,273558,185319,177427,160514,135105,214372,195233,1,0,179012,194228,0.4796,0.4792,0.2857,0.8571,0, 0.05183
3879,2,687357, 2,0.7100,554069,0.0020435141,0.9790,0.5099,39822,580133,13365,1202,20855,223,3424,28333,26468,479419,9643, 972,16094,176,2530,18767,162597,170399,168442,171791,166466,166292,142249,127254,206738,170704,219042,151628,128878,243052,165834,169494,142249,127254,188461,184886,1,0,170057,172162,0.4969,0.4962,0.5714,0.8571,0, 0.05183
3880,1,685459, 2,0.5982,565761,0.0047991730,0.9659,0.1862,18120,615436, 6883,1239,14400,180,2466,26735,12489,514782,5377,1076,11615,143,1874,18405,173761,182531,176529,187328,176439,178565,153216,139772,221286,183723,235209,163415,141378,260058,175576,182807,153216,139772,202399,199292,1,0,183724,183878,0.4998,0.4994,0.7143,1.0000,0,-0.03104
3880,2,692070, 2,0.5982,554919,0.0047991730,0.9659,0.2487,41334,585213,11772,1060,21204,208,3450,27829,27311,480969,8481, 854,16374,160,2569,18201,172029,165995,177103,167321,177601,159024,149548,122587,203651,181938,215568,162814,123261,256551,175577,164114,149548,122587,200434,180827,1,0,165344,182512,0.4753,0.4746,0.2857,1.0000,0,-0.03104
3881,1,686707, 2,0.7011,559711,0.0029872329,0.9755,0.3683,19683,616255, 6443,1064,14472,192,2506,26092,13202,509594,4936, 914,11492,144,1918,17511,184761,174117,186327,179295,188507,168896,162833,130326,214502,196119,229092,175031,132316,275320,186531,174102,162833,130326,215490,191970,1,0,175506,195557,0.4730,0.4724,0.2857,1.0000,0,-0.01819
3881,2,690822, 2,0.7011,560969,0.0029872329,0.9755,0.1772,39771,584394,12212,1235,21132,196,3410,28472,26598,486157,8922,1016,16497,159,2525,19095,161029,174410,167305,175354,165534,168693,139930,132033,210436,169541,221685,151199,132323,241289,164622,172820,139930,132033,187343,188148,1,0,173562,170833,0.5040,0.5035,0.7143,1.0000,0,-0.01819
3882,1,689259, 2,0.6055,554101,0.0007179522,0.9755,0.2454,42509,582009,11783, 881,22288,181,3435,26173,28048,479934,8474, 704,17282,144,2552,16963,176655,169000,182520,169062,184556,158519,155250,123367,209389,185768,220867,167289,125133,264529,181244,165527,155250,123367,205862,185130,1,0,167905,188081,0.4717,0.4707,0.2857,1.0000,0,-0.02669
3882,2,688270, 2,0.6055,566579,0.0007179522,0.9755,0.2285,16945,618640, 6872,1418,13316,207,2481,28391,11752,515817,5384,1226,10707,159,1891,19643,169135,179527,171112,185587,169484,179069,147514,138992,215549,179892,229910,158940,139506,252080,169910,181394,147514,138992,196971,194989,1,0,181163,178309,0.5040,0.5038,0.7143,1.0000,0,-0.02669
3883,1,687372, 2,0.5336,563544,0.0020217360,0.9721,0.2607,17886,617417, 6691,1315,13420,179,2511,27953,12204,512836,5191,1143,10833,138,1936,19263,175609,173285,176912,179385,175835,172450,152657,131809,210260,187008,225035,165778,132848,260853,176118,175040,152657,131809,204547,189382,1,0,175011,184951,0.4862,0.4859,0.4286,0.8571,0, 0.04603
3883,2,690157, 2,0.5336,557136,0.0020217360,0.9721,0.2344,41568,583232,11964, 984,22184,209,3405,26611,27596,482915,8667, 787,17156,165,2507,17343,170181,175242,176720,175264,178206,165138,150107,130550,214678,178652,225742,160452,131791,255757,175036,171882,150107,130550,198286,190737,1,0,174058,181439,0.4896,0.4888,0.4286,0.8571,0, 0.04603
3884,1,686769, 2,0.6343,552768,0.0028972167,0.9727,0.2469,42163,580690,11728, 922,21805,173,3370,25918,27853,479266,8442, 744,16908,137,2497,16921,177357,166150,182400,166883,184391,156501,154989,120625,205518,186353,217700,167442,122135,264466,181383,163178,154989,120625,206087,181785,1,0,165073,188200,0.4673,0.4663,0.2857,1.0000,0,-0.02804
3884,2,690760, 2,0.6343,567912,0.0028972167,0.9727,0.2003,17291,619959, 6927,1377,13799,215,2546,28646,11947,516485,5416,1186,11081,166,1946,19685,168433,182377,171232,187766,169649,181088,147774,141734,219419,179307,233077,158788,142504,252143,169771,183744,147774,141734,196746,198334,1,0,183995,178190,0.5080,0.5079,0.7143,1.0000,0,-0.02804
3885,1,685353, 2,0.6083,550679,0.0049530718,0.9818,0.3310,42329,578495,11764, 887,22237,177,3412,26052,27898,476796,8467, 706,17235,140,2537,16900,176449,166832,182246,166889,184258,156416,155038,121386,206826,185726,218867,167222,122918,264238,180984,163379,155038,121386,205728,182871,1,0,165734,187883,0.4687,0.4676,0.2857,1.0000,0,-0.02816
3885,2,692176, 2,0.6083,570001,0.0049530718,0.9818,0.2612,17125,622154, 6891,1412,13367,211,2504,28512,11902,518955,5391,1224,10754,163,1906,19706,169342,181695,171386,187760,169782,181172,147725,140973,218111,179934,231910,159008,141721,252371,170169,183543,147725,140973,197104,197248,1,0,183335,178507,0.5067,0.5065,0.7143,1.0000,0,-0.02816
3886,1,686790, 2,0.5957,566937,0.0028667273,0.9801,0.2426,17230,617551, 6656,1243,14551,193,2440,26926,11910,516406,5223,1081,11705,149,1858,18605,172643,185376,176275,190079,175887,181588,154498,142684,224993,183245,238846,163059,143811,260804,174935,185681,154498,142684,202370,202551,1,0,186768,183774,0.5040,0.5037,0.7143,1.0000,0,-0.03241
3886,2,690739, 2,0.5957,553743,0.0028667273,0.9801,0.3585,42224,583098,11999,1056,21053,195,3476,27638,27890,479345,8635, 849,16284,154,2585,18001,173147,163150,177357,164570,178153,156001,148266,119675,199944,182415,211931,163170,120828,255806,176219,161241,148266,119675,200463,177567,1,0,162300,182616,0.4705,0.4698,0.2857,1.0000,0,-0.03241
3887,1,685936, 2,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
3887,2,691593, 2,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
3888,1,686707, 2,0.7011,559711,0.0029872329,0.9755,0.3683,19683,616255, 6443,1064,14472,192,2506,26092,13202,509594,4936, 914,11492,144,1918,17511,184761,174117,186327,179295,188507,168896,162833,130326,214502,196119,229092,175031,132316,275320,186531,174102,162833,130326,215490,191970,1,0,175506,195557,0.4730,0.4724,0.2857,1.0000,0,-0.01819
3888,2,690822, 2,0.7011,560969,0.0029872329,0.9755,0.1772,39771,584394,12212,1235,21132,196,3410,28472,26598,486157,8922,1016,16497,159,2525,19095,161029,174410,167305,175354,165534,168693,139930,132033,210436,169541,221685,151199,132323,241289,164622,172820,139930,132033,187343,188148,1,0,173562,170833,0.5040,0.5035,0.7143,1.0000,0,-0.01819
3889,1,688742, 2,0.7110,565581,0.0000326672,0.9784,0.2039,19587,619167, 5276,1094,14818,166,2508,26126,13294,515356,4209, 954,11942,128,1924,17774,182047,179284,184374,183749,186917,172082,159897,136270,219666,193665,232970,173552,137095,272386,184445,178372,159897,136270,213201,196578,1,0,180160,193263,0.4825,0.4820,0.2857,0.8571,0, 0.05184
