draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
842,1,689186, 1,0.7107,565898,0.0006119653,0.9784,0.2048,19604,619562, 5274,1098,14820,166,2518,26144,13310,515621,4206, 959,11945,128,1936,17793,182355,179209,184654,183689,187166,172042,160146,136180,219624,194026,232952,173876,137040,272719,184725,178313,160146,136180,213541,196540,1,0,180105,193564,0.4820,0.4815,0.2857,0.8571,0, 0.05193
842,2,688343, 1,0.7107,554782,0.0006119653,0.9784,0.4680,39850,581087,13381,1201,20784,222,3398,28420,26490,480130,9652, 971,16044,175,2507,18813,163435,169318,168978,170960,166874,165547,142617,126179,205313,171634,217825,152354,127599,243890,166429,168608,142617,126179,189292,183579,1,0,168963,172826,0.4943,0.4937,0.5714,0.8571,0, 0.05193
843,1,687343, 1,0.7120,564361,0.0020638404,0.9784,0.2143,19534,618011, 5258,1090,14739,166,2496,26049,13268,514302,4194, 947,11881,128,1920,17721,182187,178100,184281,182712,186703,171165,159754,135163,218104,193840,231509,173650,135970,272142,184390,177325,159754,135163,213211,195195,1,0,178960,193223,0.4808,0.4804,0.2857,0.8571,0, 0.05140
843,2,690186, 1,0.7120,556319,0.0020638404,0.9784,0.4728,39920,582638,13397,1209,20865,222,3420,28515,26532,481449,9664, 983,16108,175,2523,18885,163603,170427,169351,171937,167337,166423,143009,127196,206834,171820,219268,152580,128669,244467,166764,169596,143009,127196,189622,184923,1,0,170108,173167,0.4955,0.4949,0.5714,0.8571,0, 0.05140
844,1,691743, 1,0.7088,568195,0.0043244099,0.9767,0.2090,19615,622061, 5303,1098,14789,168,2509,26200,13331,517877,4238, 954,11921,130,1928,17816,183275,179885,185556,184358,188025,172703,160929,136510,220160,194886,233551,174676,137343,273831,185618,178982,160929,136510,214465,197019,1,0,180644,194455,0.4816,0.4811,0.2857,0.8571,0, 0.05258
844,2,685786, 1,0.7088,552485,0.0043244099,0.9767,0.4406,39839,578588,13352,1201,20815,220,3407,28364,26469,477874,9620, 976,16068,173,2515,18790,162516,168642,168076,170292,166016,164885,141835,125849,204778,170774,217226,151553,127296,242778,165535,167940,141835,125849,188368,183100,1,0,168424,171935,0.4948,0.4942,0.5714,0.8571,0, 0.05258
845,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
845,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
846,1,689519, 1,0.7031,562080,0.0010954397,0.9750,0.3417,19718,618890, 6448,1070,14491,192,2527,26183,13225,511826,4939, 920,11506,144,1935,17585,185523,174857,187036,180102,189265,169620,163510,130946,215402,196959,230056,175784,132961,276416,187274,174859,163510,130946,216386,192807,1,0,176278,196356,0.4731,0.4724,0.2857,1.0000,0,-0.01727
846,2,688010, 1,0.7031,558600,0.0010954397,0.9750,0.1678,39736,581759,12207,1229,21113,196,3389,28381,26575,483925,8919,1010,16483,159,2508,19021,160267,173669,166597,174548,164775,167969,139253,131413,209535,168701,220722,150446,131678,240193,163879,172063,139253,131413,186447,187312,1,0,172791,170033,0.5040,0.5035,0.7143,1.0000,0,-0.01727
847,1,690001, 1,0.7101,566613,0.0017952435,0.9778,0.2056,19613,620314, 5281,1096,14824,166,2520,26187,13313,516302,4213, 956,11948,128,1936,17817,182484,179653,184824,184123,187354,172443,160306,136552,220131,194116,233458,173969,137412,272979,184887,178739,160306,136552,213688,197001,1,0,180539,193720,0.4824,0.4819,0.2857,0.8571,0, 0.05217
847,2,687528, 1,0.7101,554067,0.0017952435,0.9778,0.5196,39841,580335,13374,1203,20780,222,3396,28377,26487,479449,9645, 974,16041,175,2507,18789,163306,168874,168809,170527,166686,165145,142458,125807,204806,171544,217320,152260,127227,243630,166267,168182,142458,125807,189145,183117,1,0,168530,172670,0.4939,0.4933,0.5714,0.8571,0, 0.05217
848,1,685926, 1,0.7131,563232,0.0041211474,0.9772,0.2116,19542,616600, 5260,1093,14770,166,2499,25996,13269,513180,4194, 956,11908,128,1923,17674,181626,178125,183882,182626,186396,171004,159448,135293,218317,193185,231620,173107,136127,271496,183967,177251,159448,135293,212596,195355,1,0,179016,192735,0.4815,0.4811,0.2857,0.8571,0, 0.05119
848,2,691603, 1,0.7131,557448,0.0041211474,0.9772,0.4802,39912,584049,13395,1206,20834,222,3417,28568,26531,482571,9664, 974,16081,175,2520,18932,164165,170401,169750,172023,167644,166585,143315,127066,206621,172475,219157,153123,128512,245114,167186,169670,143315,127066,190237,184763,1,0,170053,173655,0.4948,0.4941,0.5714,0.8571,0, 0.05119
849,1,692022, 1,0.5995,571052,0.0047294830,0.9784,0.2357,17363,622417, 6656,1245,14596,195,2463,27087,11993,520282,5223,1083,11734,149,1878,18710,174392,186481,178011,191256,177664,182669,156065,143496,226475,185220,240420,164866,144640,263397,176688,186802,156065,143496,204494,203846,1,0,187920,185660,0.5030,0.5026,0.7143,1.0000,0,-0.03418
849,2,685507, 1,0.5995,549628,0.0047294830,0.9784,0.3320,42091,578232,11999,1054,21008,193,3453,27477,27807,475469,8635, 847,16255,154,2565,17896,171399,162045,175621,163394,176376,154919,146699,118863,198462,180440,210357,161364,119999,253212,174465,160120,146699,118863,198338,176273,1,0,161149,180730,0.4714,0.4706,0.2857,1.0000,0,-0.03418
850,1,685353, 1,0.6083,550679,0.0049530718,0.9818,0.3310,42329,578495,11764, 887,22237,177,3412,26052,27898,476796,8467, 706,17235,140,2537,16900,176449,166832,182246,166889,184258,156416,155038,121386,206826,185726,218867,167222,122918,264238,180984,163379,155038,121386,205728,182871,1,0,165734,187883,0.4687,0.4676,0.2857,1.0000,0,-0.02816
850,2,692176, 1,0.6083,570001,0.0049530718,0.9818,0.2612,17125,622154, 6891,1412,13367,211,2504,28512,11902,518955,5391,1224,10754,163,1906,19706,169342,181695,171386,187760,169782,181172,147725,140973,218111,179934,231910,159008,141721,252371,170169,183543,147725,140973,197104,197248,1,0,183335,178507,0.5067,0.5065,0.7143,1.0000,0,-0.02816
851,1,685926, 1,0.7131,563232,0.0041211474,0.9772,0.2116,19542,616600, 5260,1093,14770,166,2499,25996,13269,513180,4194, 956,11908,128,1923,17674,181626,178125,183882,182626,186396,171004,159448,135293,218317,193185,231620,173107,136127,271496,183967,177251,159448,135293,212596,195355,1,0,179016,192735,0.4815,0.4811,0.2857,0.8571,0, 0.05119
851,2,691603, 1,0.7131,557448,0.0041211474,0.9772,0.4802,39912,584049,13395,1206,20834,222,3417,28568,26531,482571,9664, 974,16081,175,2520,18932,164165,170401,169750,172023,167644,166585,143315,127066,206621,172475,219157,153123,128512,245114,167186,169670,143315,127066,190237,184763,1,0,170053,173655,0.4948,0.4941,0.5714,0.8571,0, 0.05119
852,1,688324, 1,0.6331,553398,0.0006395510,0.9835,0.3831,42525,580999,11930, 900,22389,177,3377,26027,28051,479134,8603, 718,17361,139,2518,16874,176620,167611,182586,167593,184634,157038,155140,121593,207527,185528,219713,166935,122871,264792,181280,164080,155140,121593,205751,183370,1,0,166278,188034,0.4693,0.4682,0.2857,1.0000,0,-0.02755
852,2,689205, 1,0.6331,567282,0.0006395510,0.9835,0.2655,16929,619650, 6725,1399,13215,211,2539,28537,11749,516617,5255,1212,10628,164,1925,19732,169170,180916,171046,187056,169406,180551,147624,140766,217411,180133,231064,159295,141768,251818,169874,182841,147624,140766,197082,196748,1,0,182790,178356,0.5061,0.5060,0.7143,1.0000,0,-0.02755
853,1,690914, 1,0.7094,567210,0.0031208054,0.9778,0.2099,19630,621159, 5326,1108,14756,165,2489,26281,13330,516848,4250, 969,11899,127,1910,17877,183609,178356,185574,183130,187946,171601,160912,135290,218522,195418,232148,175017,136023,274110,185709,177695,160912,135290,214849,195565,1,0,179296,194656,0.4795,0.4790,0.2857,0.8571,0, 0.05209
853,2,686615, 1,0.7094,553470,0.0031208054,0.9778,0.4720,39824,579490,13329,1191,20848,223,3427,28283,26470,478903,9608, 961,16090,176,2533,18729,162181,170171,168058,171519,166094,165988,141851,127069,206416,170242,218629,151212,128616,242499,165444,169226,141851,127069,187984,184554,1,0,169773,171734,0.4971,0.4965,0.5714,0.8571,0, 0.05209
854,1,687343, 1,0.7120,564361,0.0020638404,0.9784,0.2143,19534,618011, 5258,1090,14739,166,2496,26049,13268,514302,4194, 947,11881,128,1920,17721,182187,178100,184281,182712,186703,171165,159754,135163,218104,193840,231509,173650,135970,272142,184390,177325,159754,135163,213211,195195,1,0,178960,193223,0.4808,0.4804,0.2857,0.8571,0, 0.05140
854,2,690186, 1,0.7120,556319,0.0020638404,0.9784,0.4728,39920,582638,13397,1209,20865,222,3420,28515,26532,481449,9664, 983,16108,175,2523,18885,163603,170427,169351,171937,167337,166423,143009,127196,206834,171820,219268,152580,128669,244467,166764,169596,143009,127196,189622,184923,1,0,170108,173167,0.4955,0.4949,0.5714,0.8571,0, 0.05140
855,1,688086, 1,0.6333,553535,0.0009850972,0.9801,0.3048,42569,580734,11899, 893,22393,179,3361,26058,28096,479224,8578, 716,17359,141,2503,16918,176389,167642,182179,167756,184307,157182,154740,121599,207538,185122,219636,166595,122959,264315,180959,164193,154740,121599,205343,183378,1,0,166330,187664,0.4699,0.4688,0.2857,1.0000,0,-0.02768
855,2,689443, 1,0.6333,567145,0.0009850972,0.9801,0.2471,16885,619915, 6756,1406,13211,209,2555,28506,11704,516527,5280,1214,10630,162,1940,19688,169401,180885,171453,186893,169733,180406,148023,140760,217399,180538,231141,159635,141680,252294,170195,182728,148023,140760,197489,196741,1,0,182738,178726,0.5056,0.5054,0.7143,1.0000,0,-0.02768
856,1,686707, 1,0.7011,559711,0.0029872329,0.9755,0.3683,19683,616255, 6443,1064,14472,192,2506,26092,13202,509594,4936, 914,11492,144,1918,17511,184761,174117,186327,179295,188507,168896,162833,130326,214502,196119,229092,175031,132316,275320,186531,174102,162833,130326,215490,191970,1,0,175506,195557,0.4730,0.4724,0.2857,1.0000,0,-0.01819
856,2,690822, 1,0.7011,560969,0.0029872329,0.9755,0.1772,39771,584394,12212,1235,21132,196,3410,28472,26598,486157,8922,1016,16497,159,2525,19095,161029,174410,167305,175354,165534,168693,139930,132033,210436,169541,221685,151199,132323,241289,164622,172820,139930,132033,187343,188148,1,0,173562,170833,0.5040,0.5035,0.7143,1.0000,0,-0.01819
857,1,686790, 1,0.5957,566937,0.0028667273,0.9801,0.2426,17230,617551, 6656,1243,14551,193,2440,26926,11910,516406,5223,1081,11705,149,1858,18605,172643,185376,176275,190079,175887,181588,154498,142684,224993,183245,238846,163059,143811,260804,174935,185681,154498,142684,202370,202551,1,0,186768,183774,0.5040,0.5037,0.7143,1.0000,0,-0.03241
857,2,690739, 1,0.5957,553743,0.0028667273,0.9801,0.3585,42224,583098,11999,1056,21053,195,3476,27638,27890,479345,8635, 849,16284,154,2585,18001,173147,163150,177357,164570,178153,156001,148266,119675,199944,182415,211931,163170,120828,255806,176219,161241,148266,119675,200463,177567,1,0,162300,182616,0.4705,0.4698,0.2857,1.0000,0,-0.03241
858,1,690914, 1,0.7094,567210,0.0031208054,0.9778,0.2099,19630,621159, 5326,1108,14756,165,2489,26281,13330,516848,4250, 969,11899,127,1910,17877,183609,178356,185574,183130,187946,171601,160912,135290,218522,195418,232148,175017,136023,274110,185709,177695,160912,135290,214849,195565,1,0,179296,194656,0.4795,0.4790,0.2857,0.8571,0, 0.05209
858,2,686615, 1,0.7094,553470,0.0031208054,0.9778,0.4720,39824,579490,13329,1191,20848,223,3427,28283,26470,478903,9608, 961,16090,176,2533,18729,162181,170171,168058,171519,166094,165988,141851,127069,206416,170242,218629,151212,128616,242499,165444,169226,141851,127069,187984,184554,1,0,169773,171734,0.4971,0.4965,0.5714,0.8571,0, 0.05209
859,1,687941, 1,0.5340,567795,0.0011956191,0.9790,0.2465,16943,618087, 6602,1320,14633,191,2426,27739,11735,516764,5173,1145,11752,148,1857,19221,169754,186240,173944,190789,173071,182926,152575,143538,225735,180642,239541,160365,144622,257941,172256,186652,152575,143538,199650,203300,1,0,187628,181185,0.5087,0.5084,0.7143,1.0000,0,-0.03136
859,2,689588, 1,0.5340,552885,0.0011956191,0.9790,0.3411,42511,582562,12053, 979,20971,197,3490,26825,28065,478987,8685, 785,16237,155,2586,17385,176036,162286,179689,163860,180969,154662,150188,118821,199203,185018,211236,165865,120017,258668,178898,160270,150188,118821,203183,176818,1,0,161441,185204,0.4657,0.4650,0.2857,1.0000,0,-0.03136
860,1,685574, 1,0.7003,558690,0.0046322074,0.9738,0.3102,19621,615252, 6434,1065,14448,195,2489,26070,13170,508659,4930, 915,11473,147,1903,17493,183960,173879,185445,179070,187641,168680,162020,130198,214030,195325,228628,174198,132203,274155,185681,173876,162020,130198,214560,191621,1,0,175241,194678,0.4737,0.4731,0.2857,1.0000,0,-0.01886
860,2,691955, 1,0.7003,561990,0.0046322074,0.9738,0.1782,39833,585397,12221,1234,21156,193,3427,28494,26630,487092,8928,1015,16516,156,2540,19113,161830,174648,168187,175579,166399,168908,140743,132161,210907,170335,222150,152031,132436,242454,165472,173046,140743,132161,188273,188498,1,0,173827,171712,0.5031,0.5026,0.7143,1.0000,0,-0.01886
861,1,688524, 1,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
861,2,689005, 1,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
862,1,688003, 1,0.7116,564817,0.0011056029,0.9778,0.2088,19589,618501, 5279,1104,14732,165,2487,26146,13294,514655,4205, 965,11877,127,1912,17782,182437,177806,184450,182486,186897,170912,159935,134832,217733,194116,231178,173914,135543,272488,184594,177068,159935,134832,213506,194819,1,0,178641,193463,0.4801,0.4796,0.2857,0.8571,0, 0.05138
862,2,689526, 1,0.7116,555863,0.0011056029,0.9778,0.4747,39865,582148,13376,1195,20872,223,3429,28418,26506,481096,9653, 965,16112,176,2531,18824,163353,170721,169182,172163,167143,166677,142828,127528,207204,171544,219599,152315,129096,244122,166559,169854,142828,127528,189327,185300,1,0,170427,172926,0.4964,0.4957,0.5714,0.8571,0, 0.05138
863,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
863,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
864,1,688324, 1,0.6331,553398,0.0006395510,0.9835,0.3831,42525,580999,11930, 900,22389,177,3377,26027,28051,479134,8603, 718,17361,139,2518,16874,176620,167611,182586,167593,184634,157038,155140,121593,207527,185528,219713,166935,122871,264792,181280,164080,155140,121593,205751,183370,1,0,166278,188034,0.4693,0.4682,0.2857,1.0000,0,-0.02755
864,2,689205, 1,0.6331,567282,0.0006395510,0.9835,0.2655,16929,619650, 6725,1399,13215,211,2539,28537,11749,516617,5255,1212,10628,164,1925,19732,169170,180916,171046,187056,169406,180551,147624,140766,217411,180133,231064,159295,141768,251818,169874,182841,147624,140766,197082,196748,1,0,182790,178356,0.5061,0.5060,0.7143,1.0000,0,-0.02755
865,1,686580, 1,0.7126,561163,0.0031716211,0.9659,0.2735,19330,617226, 6298,1096,14028,188,2520,25894,13026,511723,4832, 947,11138,140,1925,17432,183696,174855,184863,180329,187403,169503,161864,131650,215611,195342,230095,174278,133737,274021,185320,174895,161864,131650,214547,193149,1,0,176540,194496,0.4758,0.4752,0.2857,1.0000,0,-0.01845
865,2,690949, 1,0.7126,559517,0.0031716211,0.9659,0.1606,40124,583423,12357,1203,21576,200,3396,28670,26774,484028,9026, 983,16851,163,2518,19174,162094,173671,168769,174321,166637,168085,140899,130709,209326,170318,220682,151952,130901,242588,165833,172027,140899,130709,188286,186970,1,0,172528,171894,0.5009,0.5004,0.7143,1.0000,0,-0.01845
866,1,685936, 1,0.7131,563203,0.0041066286,0.9790,0.2152,19514,616707, 5248,1089,14729,166,2491,25992,13252,513224,4187, 947,11872,128,1915,17678,181850,177608,183894,182233,186329,170688,159395,134788,217529,193479,230911,173323,135584,271594,184024,176842,159395,134788,212798,194676,1,0,178477,192838,0.4807,0.4802,0.2857,0.8571,0, 0.05105
866,2,691593, 1,0.7131,557477,0.0041066286,0.9790,0.4868,39940,583942,13407,1210,20875,222,3425,28572,26548,482527,9671, 983,16117,175,2528,18928,163941,170919,169738,172417,167711,166901,143368,127571,207408,172181,219866,152907,129055,245016,167129,170079,143368,127571,190034,185443,1,0,170591,173551,0.4957,0.4950,0.5714,0.8571,0, 0.05105
867,1,686135, 1,0.7129,563285,0.0038177055,0.9772,0.2130,19543,616802, 5281,1084,14764,165,2495,26001,13266,513259,4212, 944,11908,127,1913,17656,181823,177389,183810,182074,186257,170506,159335,134589,217317,193427,230786,173207,135327,271612,183963,176656,159335,134589,212749,194478,1,0,178284,192782,0.4805,0.4800,0.2857,0.8571,0, 0.05095
867,2,691394, 1,0.7129,557395,0.0038177055,0.9772,0.5016,39911,583847,13374,1215,20840,223,3421,28563,26534,482492,9646, 986,16081,176,2530,18950,163967,171138,169822,172576,167783,167083,143428,127770,207620,172233,219992,153023,129312,244997,167191,170266,143428,127770,190084,185641,1,0,170785,173607,0.4959,0.4952,0.5714,0.8571,0, 0.05095
868,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
868,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
869,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
869,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
870,1,686972, 1,0.6071,552004,0.0026024860,0.9807,0.3055,42350,580014,11767, 889,22244,177,3415,26116,27915,478045,8469, 708,17242,140,2540,16945,176922,167327,182782,167398,184776,156911,155543,121814,207447,186290,219506,167766,123338,264982,181493,163878,155543,121814,206346,183430,1,0,166249,188437,0.4687,0.4677,0.2857,1.0000,0,-0.02755
