draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1225,2,726607, 1,589935,0.0014134824,0.9860,0.07308,63444,183604, 5775,1498,255325,76427,3006,137528,43301,165575, 5195,1286,222801,53587,2444, 95746,150674,61992,168464,45190,156809,52735,138971,63065,206455, 94823,53583,159567,57893,147889, 94823,206455,1,1,164276,63563,0.7210,0.7237,1,2,0,-0.1179
1226,1,730979, 1,574628,0.0045950204,0.9804,0.40516,73683,131255,13720, 788,280736,70853,2375,157569,49158,113285,11217, 682,240868,50806,1875,106737,125431,69389,147606,49775,128643,61894,114410,71562,172323,104382,59577,136516,66722,121525,104382,172323,1,1,137683,71401,0.6585,0.6610,1,2,0,-0.1179
1226,2,724292, 1,581277,0.0045950204,0.9804,0.07247,65240,183110, 8157,1533,250822,78201,2908,134321,43949,162339, 6842,1318,217400,54412,2349, 92668,141465,59458,159003,42872,147673,50137,130523,60164,193805, 92482,51155,150231,55142,139096, 92482,193805,1,1,154494,61023,0.7169,0.7199,1,2,0,-0.1179
1227,1,725868, 1,564263,0.0024291008,0.9848,0.42058,75137,129602,15978, 819,278072,70608,2268,153384,49561,109106,12775, 712,236865,50393,1772,103079,115727,66511,137519,47213,118931,59001,105408,68349,158857,101663,56856,126621,63667,112169,101663,158857,1,1,127288,68546,0.6500,0.6529,1,2,0,-0.1179
1227,2,729403, 1,591642,0.0024291008,0.9848,0.07260,63786,184763, 5899,1502,253486,78446,3015,138506,43546,166518, 5284,1288,221403,54825,2452, 96326,151169,62336,169090,45434,157385,53031,139525,63378,207271, 95201,53876,160127,58197,148453, 95201,207271,1,1,164889,63879,0.7208,0.7234,1,2,0,-0.1179
1228,1,726585, 1,568007,0.0014437174,0.9712,0.28211,73926,111666,16704, 857,303193,74054,2082,144103,49197, 94291,13461, 746,258447,52453,1621, 97791,109209,61307,129374,42563,112240,53583, 99157,62757,150208, 97848,51930,119291,58161,105698, 97848,150208,1,1,120037,63611,0.6536,0.6575,1,2,0,-0.1179
1228,2,728686, 1,587898,0.0014437174,0.9712,0.06914,64997,202699, 5173,1464,228365,75000,3201,147787,43910,181333, 4598,1254,199821,52765,2603,101614,157687,67539,177235,50084,164076,58448,145777,68970,215920, 99016,58803,167456,63704,154924, 99016,215920,1,1,172140,68813,0.7144,0.7163,1,2,0,-0.1179
1229,1,726938, 1,573931,0.0009585843,0.9776,0.31313,72641,122269,14065, 799,290980,70656,2280,153248,48766,106382,11555, 694,250107,50708,1813,103906,126005,68261,147581,48837,128097,60239,114205,69632,171571,102651,58545,136792,64929,121149,102651,171571,1,1,137491,69925,0.6629,0.6654,1,2,0,-0.1179
1229,2,728333, 1,581974,0.0009585843,0.9776,0.07001,66282,192096, 7812,1522,240578,78398,3003,138642,44341,169242, 6504,1306,208161,54510,2411, 95499,140891,60585,159027,43810,148219,51793,130729,62095,194557, 94213,52187,149955,56935,139473, 94213,194557,1,1,154686,62500,0.7122,0.7152,1,2,0,-0.1179
1230,1,725305, 1,570838,0.0032028399,0.9740,0.35789,74095,136608,14748, 838,274708,68249,2389,153670,49527,117609,12108, 728,235873,49120,1873,104000,118531,67499,139746,48461,121240,60137,107564,69271,164172,102785,57974,129137,64697,114401,102785,164172,1,1,130250,69629,0.6516,0.6543,1,2,0,-0.1179
1230,2,729966, 1,585067,0.0032028399,0.9740,0.07118,64828,177757, 7129,1483,256850,80805,2894,138220,43580,158015, 5951,1272,222395,56098,2351, 95405,148365,61347,166863,44186,155076,51895,137369,62456,201956, 94079,52758,157610,57167,146221, 94079,201956,1,1,161927,62795,0.7206,0.7234,1,2,0,-0.1179
1231,1,727468, 1,573653,0.0002301977,0.9724,0.36999,73577,133539,14107, 820,278599,69541,2409,154876,49340,115710,11629, 714,239368,49994,1906,104992,121803,68490,143446,49184,124252,60948,110392,70322,167131,103434,58833,132624,65629,117320,103434,167131,1,1,133405,70476,0.6543,0.6568,1,2,0,-0.1179
1231,2,727803, 1,582252,0.0002301977,0.9724,0.07162,65346,180826, 7770,1501,252959,79513,2874,137014,43767,159914, 6430,1286,218900,55224,2318, 94413,145093,60356,163163,43463,152064,51084,134541,61405,198998, 93430,51899,154123,56236,143302, 93430,198998,1,1,158772,61948,0.7193,0.7223,1,2,0,-0.1179
1232,1,728219, 1,565075,0.0008019125,0.9836,0.36054,73538,114826,16104, 801,296607,75572,2074,148697,48525, 96586,12866, 697,251592,53305,1611, 99893,112434,64241,133724,44942,115149,56285,101820,65748,152899,100435,54586,123077,61008,108483,100435,152899,1,1,123205,66329,0.6500,0.6535,1,2,0,-0.1179
1232,2,727052, 1,590830,0.0008019125,0.9836,0.07112,65385,199539, 5773,1520,234951,73482,3209,143193,44582,179038, 5193,1303,206676,51913,2613, 99512,154462,64605,172885,47705,161167,55746,143113,65979,213230, 96429,56147,163670,60856,152139, 96429,213230,1,1,168972,66095,0.7188,0.7210,1,2,0,-0.1179
1233,1,726614, 1,576400,0.0014038622,0.9700,0.30938,71541,134711,13871, 818,284525,68776,2502,149870,48368,117498,11493, 713,245180,49435,2006,101707,124856,67516,145457,48946,127479,60459,113381,69725,172562,102739,58229,135155,65086,120428,102739,172562,1,1,136747,69877,0.6618,0.6643,1,2,0,-0.1179
1233,2,728657, 1,579505,0.0014038622,0.9700,0.07004,67382,179654, 8006,1503,247033,80278,2781,142020,44739,158126, 6566,1287,213088,55783,2218, 97698,142040,61330,161152,43701,148837,51573,131552,62002,193566, 94125,52504,151592,56779,140194, 94125,193566,1,1,155430,62547,0.7131,0.7161,1,2,0,-0.1179
1234,1,729953, 1,566934,0.0031849738,0.9836,0.36834,75497,130621,16085, 823,277921,72642,2278,154086,49820,109918,12847, 716,236817,51568,1780,103468,116177,66793,138059,47413,119437,59239,105905,68586,159552,102028,57097,127116,63905,112670,102028,159552,1,1,127826,68810,0.6501,0.6529,1,2,0,-0.1179
1234,2,725318, 1,588971,0.0031849738,0.9836,0.07124,63426,183744, 5792,1498,253637,76412,3005,137804,43287,165706, 5212,1284,221451,53650,2444, 95937,150719,62054,168550,45234,156879,52793,139028,63141,206576, 94836,53635,159632,57960,147952, 94836,206576,1,1,164351,63614,0.7209,0.7236,1,2,0,-0.1179
1235,1,726151, 1,587920,0.0020401698,0.9816,0.27454,59882,139030,11850, 829,298519,73484,2386,140171,41530,121396, 9925, 735,261538,52487,1897, 98412,136958,65809,156477,48036,137120,58168,123274,66802,184918, 95696,56919,146716,62478,130197, 95696,184918,1,0,147751,66902,0.6883,0.6900,1,2,0,-0.1179
1235,2,729120, 1,567985,0.0020401698,0.9816,0.06946,79041,175335,10027,1492,233039,75570,2897,151719,51577,154228, 8134,1265,196730,52731,2327,100993,129938,63037,150131,44611,139196,53864,121659,64924,181210,101168,53814,140031,59387,130425,101168,181210,1,0,144426,65522,0.6879,0.6918,1,2,0,-0.1179
1236,1,730972, 1,576664,0.0045854002,0.9768,0.33888,72926,138234,14469, 819,281154,68188,2547,152635,48893,119278,11864, 709,241666,49098,2010,103146,127303,68922,148580,49942,129753,61526,115618,70909,174474,103541,59428,137940,66211,122684,103541,174474,1,1,139146,70967,0.6622,0.6646,1,2,0,-0.1179
1236,2,724299, 1,579241,0.0045854002,0.9768,0.07069,65997,176131, 7408,1502,250404,80866,2736,139255,44214,156346, 6195,1291,216602,56120,2214, 96259,139593,59925,158028,42706,146563,50506,129315,60817,191654, 93323,51305,148807,55653,137938, 93323,191654,1,1,153031,61457,0.7135,0.7167,1,2,0,-0.1179
1237,1,729747, 1,568278,0.0029018650,0.9720,0.25932,71108,119907,15724, 794,297144,75197,2192,147681,46788,101234,12608, 687,252667,53089,1701, 99504,116243,65419,137268,46303,118428,57474,104977,66726,158414,101853,55856,126754,62093,111701,101853,158414,1,1,127067,67553,0.6529,0.6562,1,2,0,-0.1179
1237,2,725524, 1,587627,0.0029018650,0.9720,0.06777,67815,194458, 6153,1527,234414,73857,3091,144209,46319,174390, 5451,1313,205601,52129,2523, 99901,150653,63428,169340,46344,157888,54557,139956,65001,207715, 95011,54877,159993,59772,148921, 95011,207715,1,1,165110,64871,0.7179,0.7202,1,2,0,-0.1179
1238,1,726614, 1,576400,0.0014038622,0.9700,0.30938,71541,134711,13871, 818,284525,68776,2502,149870,48368,117498,11493, 713,245180,49435,2006,101707,124856,67516,145457,48946,127479,60459,113381,69725,172562,102739,58229,135155,65086,120428,102739,172562,1,1,136747,69877,0.6618,0.6643,1,2,0,-0.1179
1238,2,728657, 1,579505,0.0014038622,0.9700,0.07004,67382,179654, 8006,1503,247033,80278,2781,142020,44739,158126, 6566,1287,213088,55783,2218, 97698,142040,61330,161152,43701,148837,51573,131552,62002,193566, 94125,52504,151592,56779,140194, 94125,193566,1,1,155430,62547,0.7131,0.7161,1,2,0,-0.1179
1239,1,727121, 1,566723,0.0007070848,0.9800,0.29463,71690,104938,15943, 836,307984,78045,1975,145710,47321, 88743,12799, 726,262133,54835,1538, 98628,109856,61461,130327,42405,112770,53499, 99515,62917,149724, 98205,51928,120091,58198,106140, 98205,149724,1,1,120438,63696,0.6541,0.6581,1,2,0,-0.1179
1239,2,728150, 1,589182,0.0007070848,0.9800,0.06954,67233,209427, 5934,1485,223574,71009,3308,146180,45786,186881, 5260,1274,196135,50383,2686,100777,157040,67385,176282,50242,163546,58532,145419,68810,216404, 98659,58804,166656,63666,154481, 98659,216404,1,1,171739,68728,0.7142,0.7160,1,2,0,-0.1179
1240,1,729203, 1,573225,0.0021542379,0.9808,0.39132,73885,137571,14193, 828,276284,68228,2494,155720,49239,118373,11589, 722,237313,49035,1963,104991,126195,69794,148234,50246,128798,62146,114669,71617,172732,104450,60016,137213,66875,121732,104450,172732,1,1,138125,71650,0.6584,0.6608,1,2,0,-0.1179
1240,2,726068, 1,582680,0.0021542379,0.9808,0.07212,65038,176794, 7684,1493,255274,80826,2789,136170,43868,157251, 6470,1278,220955,56183,2261, 94414,140701,59052,158375,42401,147518,49885,130265,60109,193396, 92414,50717,149534,54989,138890, 92414,193396,1,1,154052,60774,0.7171,0.7203,1,2,0,-0.1179
1241,1,730538, 1,575027,0.0039889478,0.9740,0.35147,73796,129711,13951, 807,280936,71574,2359,157404,49346,111964,11460, 693,241479,51415,1873,106797,125449,68612,147378,49193,127907,61022,113637,70604,170911,103466,58898,136413,65807,120771,103466,170911,1,1,137056,70580,0.6601,0.6626,1,2,0,-0.1179
1241,2,724733, 1,580878,0.0039889478,0.9740,0.07097,65127,184654, 7926,1514,250622,77480,2924,134486,43761,163660, 6599,1307,216789,53803,2351, 92608,141447,60234,159230,43454,148408,51009,131296,61123,195217, 93398,51834,150334,56058,139851, 93398,195217,1,1,155121,61845,0.7150,0.7180,1,2,0,-0.1179
1242,1,728992, 1,565882,0.0018642576,0.9808,0.30594,73630,115170,16061, 798,296359,75329,2078,149567,48582, 96872,12828, 691,251621,53198,1606,100484,114418,65032,136036,45524,117120,56983,103777,66427,155493,100940,55272,125225,61698,110448,100940,155493,1,1,125368,66980,0.6518,0.6551,1,2,0,-0.1179
1242,2,726279, 1,590023,0.0018642576,0.9808,0.06949,65293,199195, 5816,1523,235199,73725,3205,142323,44525,178752, 5231,1309,206647,52020,2618, 98921,152478,63815,170572,47123,159196,55048,141156,65300,210635, 95924,55460,161522,60167,150174, 95924,210635,1,1,166809,65444,0.7182,0.7205,1,2,0,-0.1179
1243,1,726840, 1,563699,0.0010932672,0.9824,0.36411,74414,120431,16212, 818,288916,76230,2188,147631,49133,100946,12978, 712,245189,53449,1716, 99576,108486,62050,129232,43188,111673,54707, 98406,64075,148329, 98184,52614,118858,59382,105038, 98184,148329,1,1,119225,64439,0.6491,0.6528,1,2,0,-0.1179
1243,2,728431, 1,592206,0.0010932672,0.9824,0.07153,64509,193934, 5665,1503,242642,72824,3095,144259,43974,174678, 5081,1288,213079,51769,2508, 99829,158410,66797,177377,49459,164643,57325,146527,67652,217799, 98680,58119,167890,62483,155584, 98680,217799,1,1,172952,67985,0.7178,0.7199,1,2,0,-0.1179
1244,1,727240, 1,577542,0.0005435414,0.9768,0.28977,69591,131005,13372, 819,289834,69095,2449,151075,46786,114753,11072, 708,250021,49676,1961,102565,127366,68183,148150,49444,129909,61041,115675,70346,175840,103723,58812,137757,65687,122790,103723,175840,1,1,139388,70548,0.6640,0.6664,1,2,0,-0.1179
1244,2,728031, 1,578363,0.0005435414,0.9768,0.06941,69332,183360, 8505,1502,241724,79959,2834,140815,46321,160871, 6987,1292,208247,55542,2263, 96840,139530,60663,158458,43203,146407,50991,129258,61381,190289, 93141,51921,148990,56177,137832, 93141,190289,1,1,152789,61876,0.7118,0.7148,1,2,0,-0.1179
1245,1,726723, 1,565546,0.0012540620,0.9820,0.40937,75510,130606,16147, 816,276261,70521,2296,154566,49824,110021,12919, 709,235646,50497,1797,104133,116939,67113,138884,47596,120139,59505,106496,68912,160496,102848,57348,127909,64201,113316,102848,160496,1,1,128591,69193,0.6502,0.6531,1,2,0,-0.1179
1245,2,728548, 1,590359,0.0012540620,0.9820,0.07222,63413,183759, 5730,1505,255297,78533,2987,137324,43283,165603, 5140,1291,222622,54721,2427, 95272,149957,61734,167725,45051,156177,52526,138437,62814,205632, 94016,53384,158838,57663,147306, 94016,205632,1,1,163586,63231,0.7212,0.7238,1,2,0,-0.1179
1246,1,724886, 1,563670,0.0037786776,0.9784,0.29410,71166,110365,16306, 783,307133,76270,2062,140801,47122, 92735,13072, 679,260431,53490,1591, 94550,110473,62470,130648,43800,112463,54372, 99551,63452,150560, 98705,53130,120559,58904,106006, 98705,150560,1,1,120740,64558,0.6516,0.6553,1,2,0,-0.1179
1246,2,730385, 1,592235,0.0037786776,0.9784,0.06925,67757,204000, 5571,1538,224425,72784,3221,151089,45985,182889, 4987,1321,197837,51728,2633,104855,156423,66376,175961,48847,163853,57659,145382,68275,215568, 98159,57603,166189,62960,154616, 98159,215568,1,1,171437,67866,0.7164,0.7184,1,2,0,-0.1179
1247,1,726902, 1,572685,0.0010080597,0.9720,0.35366,73468,129848,13973, 809,280950,70109,2356,155389,49157,112220,11486, 700,241398,50435,1850,105439,123536,68764,145375,49317,126062,61227,112058,70687,169136,103818,59036,134454,65951,119059,103818,169136,1,1,135234,70763,0.6565,0.6590,1,2,0,-0.1179
1247,2,728369, 1,583220,0.0010080597,0.9720,0.07116,65455,184517, 7904,1512,250608,78945,2927,136501,43950,163404, 6573,1300,216870,54783,2374, 93966,143360,60083,161234,43330,150254,50804,132876,61039,196993, 93046,51697,152293,55914,141563, 93046,196993,1,1,156944,61662,0.7179,0.7209,1,2,0,-0.1179
1248,1,727151, 1,569475,0.0006658554,0.9748,0.34436,75340,127461,16783, 875,284747,70322,2276,149347,50137,107810,13564, 762,243902,50069,1791,101440,112550,63773,133180,44925,116189,56507,102812,65603,157013,100501,54343,122864,61047,109499,100501,157013,1,1,124348,66261,0.6524,0.6558,1,2,0,-0.1179
1248,2,728120, 1,586430,0.0006658554,0.9748,0.07104,63583,186904, 5094,1446,246811,78732,3007,142543,42970,167814, 4495,1238,214366,55149,2433, 97965,154346,65074,173429,47722,160127,55524,142122,66123,209115, 96363,56389,163884,60818,151122, 96363,209115,1,1,167829,66163,0.7172,0.7194,1,2,0,-0.1179
1249,1,725126, 1,562549,0.0034488422,0.9784,0.35991,74482,120968,16230, 832,286076,76297,2182,148059,49228,101472,13015, 724,242869,53647,1712, 99882,107625,61799,128240,43067,110910,54462, 97637,63867,147423, 97924,52429,117931,59156,104272, 97924,147423,1,1,118367,64223,0.6483,0.6520,1,2,0,-0.1179
1249,2,730145, 1,593356,0.0034488422,0.9784,0.07132,64441,193397, 5647,1489,245482,72757,3101,143831,43879,174152, 5044,1276,215399,51571,2512, 99523,159271,67047,178369,49580,165406,57569,147296,67859,218706, 98940,58304,168816,62708,156350, 98940,218706,1,1,173810,68201,0.7182,0.7202,1,2,0,-0.1179
1250,1,726325, 1,581663,0.0018010391,0.9780,0.24784,65402,138959,13364, 886,287240,75730,2485,142259,44670,120939,10903, 771,250185,53841,1996, 98358,129758,64346,148455,47198,130068,56844,115561,66068,176698, 95538,55770,139106,61450,122814, 95538,176698,1,1,140108,65999,0.6798,0.6817,1,2,0,-0.1179
1250,2,728946, 1,574242,0.0018010391,0.9780,0.06869,73521,175406, 8513,1435,244318,73324,2798,149631,48437,154685, 7156,1229,208083,51377,2228,101047,137138,64501,158153,45449,146248,55187,129372,65659,189430,101326,54963,147642,60414,137808,101326,189430,1,1,152069,66425,0.6960,0.6996,1,2,0,-0.1179
1251,1,725164, 1,569138,0.0033966182,0.9744,0.32618,73758,132541,14027, 817,275139,70009,2395,156478,49077,113570,11449, 706,236412,50358,1880,105686,124542,68678,146422,49426,127468,61396,113310,70920,170632,103379,59047,135480,66151,120388,103379,170632,1,1,136475,70760,0.6586,0.6610,1,2,0,-0.1179
1251,2,730107, 1,586767,0.0033966182,0.9744,0.07018,65165,181824, 7850,1504,256419,79045,2888,135412,44030,162054, 6610,1294,221856,54860,2344, 93719,142354,60169,160187,43221,148848,50635,131623,60806,195496, 93485,51686,151267,55713,140234, 93485,195496,1,1,155702,61664,0.7163,0.7194,1,2,0,-0.1179
1252,1,725372, 1,572492,0.0031107608,0.9772,0.35652,71834,133021,14005, 801,282743,68381,2446,152141,48177,115225,11496, 699,242795,49113,1941,103046,124481,67909,145712,49018,127231,60673,113445,69880,170792,102167,58460,135095,65271,120337,102167,170792,1,1,136332,69930,0.6610,0.6634,1,2,0,-0.1179
1252,2,729899, 1,583413,0.0031107608,0.9772,0.07123,67089,181344, 7872,1520,248815,80673,2837,139749,44930,160399, 6563,1301,215473,56105,2283, 96359,142415,60937,160897,43629,149085,51358,131488,61847,195337, 94697,52273,151652,56594,140285, 94697,195337,1,1,155845,62494,0.7138,0.7169,1,2,0,-0.1179
1253,1,728118, 1,564612,0.0006631067,0.9840,0.37308,74422,120538,16211, 817,289576,76228,2198,148128,49135,101037,12973, 711,245670,53475,1724, 99887,110069,62709,131058,43618,113205,55205, 99802,64686,150291, 99262,53159,120562,59937,106503, 99262,150291,1,1,120885,65095,0.6500,0.6537,1,2,0,-0.1179
1253,2,727153, 1,591293,0.0006631067,0.9840,0.07177,64501,193827, 5666,1504,241982,72826,3085,143762,43972,174587, 5086,1289,212598,51743,2500, 99518,156827,66137,175551,49029,163111,56827,145131,67040,215837, 97602,57573,166185,61927,154119, 97602,215837,1,1,171292,67329,0.7178,0.7199,1,2,0,-0.1179
1254,1,725464, 1,577759,0.0029843239,0.9752,0.21985,69495,127025,14493, 871,299598,70716,2405,140861,47269,111036,12012, 759,258490,50671,1894, 95628,122232,63979,140847,46560,122836,56422,109048,65355,168008, 98155,55266,131538,60882,115940, 98155,168008,1,1,132594,66094,0.6673,0.6699,1,2,0,-0.1179
1254,2,729807, 1,578146,0.0029843239,0.9752,0.06696,69428,187340, 7384,1450,231960,78338,2878,151029,45838,164588, 6047,1241,199778,54547,2330,103777,144663,64868,165762,46087,153480,55610,135885,66371,198120, 98709,55466,155209,60983,144682, 98709,198120,1,1,159583,66330,0.7064,0.7092,1,2,0,-0.1179
1255,1,729306, 1,573229,0.0022957923,0.9748,0.37086,73106,132155,13581, 787,280435,69408,2395,157439,48694,114029,11089, 678,240646,49796,1891,106406,126087,69619,148342,50006,128843,62039,114785,71524,172318,104113,59808,137213,66775,121813,104113,172318,1,1,138075,71461,0.6590,0.6613,1,2,0,-0.1179
1255,2,725965, 1,582676,0.0022957923,0.9748,0.07149,65817,182210, 8296,1534,251123,79646,2888,134451,44413,161595, 6970,1322,217622,55422,2333, 92999,140809,59227,158267,42641,147473,49992,130149,60203,193810, 92751,50925,149534,55089,138809, 92751,193810,1,1,154102,60963,0.7165,0.7197,1,2,0,-0.1179
1256,1,729356, 1,574242,0.0023645081,0.9796,0.36671,73242,132010,13474, 792,280278,69468,2437,157655,48922,114060,11070, 678,240843,50050,1938,106681,129411,70283,151811,50608,132175,62679,117792,72361,176626,104780,60442,140610,67514,124982,104780,176626,1,1,141563,72143,0.6624,0.6647,1,2,0,-0.1179
1256,2,725915, 1,581663,0.0023645081,0.9796,0.07150,65681,182355, 8403,1529,251280,79586,2846,134235,44185,161564, 6989,1322,217425,55168,2286, 92724,137485,58564,154797,42039,144141,49353,127141,59366,189502, 92084,50291,146138,54350,135640, 92084,189502,1,1,150614,60281,0.7142,0.7175,1,2,0,-0.1179
1257,1,728570, 1,565970,0.0012842969,0.9836,0.40936,75462,130633,16099, 820,276685,72326,2282,154263,49810,109936,12866, 713,235839,51436,1783,103587,116286,66796,138197,47412,119445,59228,105901,68593,159605,102032,57098,127239,63903,112671,102032,159605,1,1,127886,68811,0.6502,0.6530,1,2,0,-0.1179
1257,2,726701, 1,589935,0.0012842969,0.9836,0.07229,63461,183732, 5778,1501,254873,76728,3001,137627,43297,165688, 5193,1287,222429,53782,2441, 95818,150610,62050,168412,45235,156871,52804,139032,63133,206523, 94832,53634,159508,57961,147951, 94832,206523,1,1,164291,63613,0.7209,0.7235,1,2,0,-0.1179
1258,1,726652, 1,572244,0.0013516383,0.9673,0.24909,72569,132946,14542, 785,283412,68900,2436,151062,48602,114156,11874, 686,243370,49459,1925,102172,122565,66188,143222,47763,125118,59039,111550,68131,168032,100054,56972,132891,63579,118333,100054,168032,1,1,134098,68234,0.6628,0.6653,1,2,0,-0.1179
