draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2601,2,728404, 2,569946,0.0010561607,0.9772,0.06834,74197,168830, 8037,1408,245522,74908,2784,152718,48236,149047, 6662,1201,208060,52400,2219,102121,135603,64685,156730,45552,145320,55454,127913,66449,188619,103147,55108,146163,60943,136615,103147,188619,1,0,150837,67058,0.6922,0.6960,1,2,0,-0.1179
2602,1,727621, 2,588337,0.0000199276,0.9688,0.23689,56594,106751,12543, 682,356398,62478,1943,130232,38887, 94149,10405, 596,308325,44043,1513, 90419,134343,64561,153614,46305,132227,55656,121658,61299,179556, 95418,55430,143979,58472,126940, 95418,179556,1,0,144280,64646,0.6906,0.6931,1,2,0,-0.1179
2602,2,727650, 2,567568,0.0000199276,0.9688,0.05704,82329,207614, 9334,1639,175160,86576,3340,161658,54220,181475, 7654,1404,149943,61175,2711,108986,132553,64285,152994,46342,144089,56375,123275,70427,186572,101446,55302,142768,63392,133682,101446,186572,1,0,147897,67778,0.6857,0.6888,1,2,0,-0.1179
2603,1,728756, 2,565047,0.0015399194,0.9808,0.32225,74758,121161,16090, 815,286054,77115,2186,150577,49317,101562,12871, 709,242773,54495,1710,101610,110896,63146,132166,43955,114480,55740,100796,65494,151832, 99682,53546,121529,60608,107637, 99682,151832,1,1,122034,65602,0.6504,0.6540,1,2,0,-0.1179
2603,2,726515, 2,590858,0.0015399194,0.9808,0.07012,64165,193204, 5787,1506,245504,71939,3097,141313,43790,174062, 5188,1291,215495,50723,2514, 97795,156000,65701,174442,48692,161836,56292,144137,66233,214297, 97182,57186,165218,61257,152985, 97182,214297,1,1,170143,66822,0.7180,0.7201,1,2,0,-0.1179
2604,1,725908, 2,564960,0.0023741283,0.9796,0.37002,73661,126218,14578, 781,279963,74358,2242,154107,48707,107092,11803, 674,238520,52733,1740,103691,118283,67004,140317,47490,121210,59471,107391,69097,161233,102506,57241,129298,64277,114300,102506,161233,1,1,129688,69113,0.6524,0.6552,1,2,0,-0.1179
2604,2,729363, 2,590945,0.0023741283,0.9796,0.07129,65262,188147, 7299,1540,251595,74696,3041,137783,44400,168532, 6256,1326,219748,52485,2484, 95714,148613,61843,166291,45157,155106,52561,137542,62629,204895, 94358,53491,157449,57587,146322, 94358,204895,1,1,162489,63312,0.7196,0.7223,1,2,0,-0.1179
2605,1,728098, 2,578238,0.0006356204,0.9740,0.26964,69875,121625,14741, 827,303905,68541,2282,146302,47070,106133,12148, 721,261757,49132,1795, 99482,121755,65603,141671,47174,123661,57916,110230,66812,168391,101021,56384,131712,62357,116944,101021,168391,1,1,133142,67704,0.6629,0.6657,1,2,0,-0.1179
2605,2,727173, 2,577667,0.0006356204,0.9740,0.06875,69048,192740, 7136,1494,227653,80513,3001,145588,46037,169491, 5911,1279,196511,56086,2429, 99923,145141,63243,164938,45473,152655,54115,134704,64915,197737, 95843,54348,155036,59507,143678, 95843,197737,1,1,159035,64720,0.7108,0.7134,1,2,0,-0.1179
2606,1,725263, 2,574750,0.0032605611,0.9796,0.29812,69748,121153,14470, 806,300298,69133,2235,147420,46822,105496,11874, 702,258420,49589,1761,100086,121409,65706,141558,47148,123913,58317,110401,67334,168121,101192,56423,131483,62819,117155,101192,168121,1,1,133080,67939,0.6620,0.6649,1,2,0,-0.1179
2606,2,730008, 2,581155,0.0032605611,0.9796,0.06965,69175,193212, 7407,1515,231260,79921,3048,144470,46285,170128, 6185,1298,199848,55629,2463, 99319,145487,63140,165050,45499,152403,53715,134532,64393,198007, 95672,54310,155264,59046,143467, 95672,198007,1,1,159097,64486,0.7116,0.7142,1,2,0,-0.1179
2607,1,730487, 2,566991,0.0039188577,0.9804,0.37612,75081,122246,16065, 818,286051,76651,2205,151370,49570,102558,12844, 712,243308,54302,1727,101970,111636,63586,133058,44332,115318,56160,101704,65845,153124, 99651,53955,122345,60994,108509, 99651,153124,1,1,122968,65914,0.6510,0.6545,1,2,0,-0.1179
2607,2,724784, 2,588914,0.0039188577,0.9804,0.07164,63842,192119, 5812,1503,245507,72403,3078,140520,43537,173066, 5215,1288,214960,50916,2497, 97435,155260,65260,173551,48315,160998,55871,143229,65881,213004, 97213,56778,164402,60871,152112, 97213,213004,1,1,169209,66510,0.7178,0.7200,1,2,0,-0.1179
2608,1,725891, 2,585019,0.0023974916,0.9641,0.19792,61921,137228,12049, 846,301144,74577,2415,135711,42912,120053,10037, 751,261644,53086,1935, 94601,128585,62347,146944,45474,128516,55117,114287,64112,173330, 93230,53910,137763,59608,121402, 93230,173330,1,1,138332,64056,0.6835,0.6856,1,2,0,-0.1179
2608,2,729380, 2,570886,0.0023974916,0.9641,0.06602,77002,177137, 9828,1475,230414,74477,2868,156179,50195,155571, 8022,1249,196624,52132,2289,104804,138311,66499,159665,47173,147800,56914,130647,67615,192798,103634,56823,148985,62256,139220,103634,192798,1,1,153845,68368,0.6923,0.6957,1,2,0,-0.1179
2609,1,727411, 2,565397,0.0003085336,0.9780,0.30716,73329,108254,16229, 822,302176,78956,2052,145593,48521, 90890,12998, 714,256784,55564,1579, 98347,110097,61682,130745,42586,112997,53779, 99599,63380,149413, 98103,52129,120420,58570,106297, 98103,149413,1,1,120570,63905,0.6536,0.6575,1,2,0,-0.1179
2609,2,727860, 2,590508,0.0003085336,0.9780,0.06973,65594,206111, 5648,1499,229382,70098,3231,146297,44586,184734, 5061,1286,201484,49654,2645,101058,156799,67165,175863,50061,163319,58253,145334,68347,216715, 98761,58604,166327,63294,154325, 98761,216715,1,1,171607,68520,0.7147,0.7165,1,2,0,-0.1179
2610,1,728263, 2,566403,0.0008623823,0.9824,0.32629,73472,108643,16367, 830,302666,78941,2030,145314,48649, 91331,13134, 722,257195,55564,1571, 98237,110028,61929,130664,42758,113260,54032, 99788,63696,150512, 98950,52338,120345,58854,106523, 98950,150512,1,1,120850,64271,0.6528,0.6568,1,2,0,-0.1179
2610,2,727008, 2,589502,0.0008623823,0.9824,0.07047,65451,205722, 5510,1491,228892,70113,3253,146576,44458,184293, 4925,1278,201073,49654,2653,101168,156868,66918,175944,49889,163056,58000,145146,68031,215616, 97914,58395,166402,63010,154099, 97914,215616,1,1,171327,68153,0.7154,0.7173,1,2,0,-0.1179
2611,1,729587, 2,576255,0.0026819747,0.9788,0.30783,73384,127236,14627, 842,289673,69719,2360,151746,49313,110303,12019, 731,249272,50123,1863,102631,125626,67987,146929,48688,127705,60069,113706,69491,171340,102759,58334,136276,64774,120703,102759,171340,1,1,137060,69798,0.6626,0.6652,1,2,0,-0.1179
2611,2,725684, 2,579650,0.0026819747,0.9788,0.06989,65539,187129, 7250,1479,241885,79335,2923,140144,43794,165321, 6040,1269,208996,55095,2361, 96774,141270,60859,159680,43959,148611,51962,131228,62235,194788, 94105,52399,150471,57091,139919, 94105,194788,1,1,155117,62626,0.7124,0.7153,1,2,0,-0.1179
2612,1,725725, 2,576378,0.0026256278,0.9732,0.25560,69872,121301,14332, 836,299431,70240,2288,147425,47025,106162,11827, 729,258210,50486,1795,100144,122690,66054,142623,47613,124847,58515,110911,67769,169846,101807,56829,132655,63134,117877,101807,169846,1,1,134183,68351,0.6625,0.6653,1,2,0,-0.1179
2612,2,729546, 2,579527,0.0026256278,0.9732,0.06813,69051,193064, 7545,1485,232127,78814,2995,144465,46082,169462, 6232,1271,200058,54732,2429, 99261,144206,62792,163986,45034,151469,53516,134022,63958,196282, 95057,53904,154092,58730,142745, 95057,196282,1,1,157994,64073,0.7115,0.7142,1,2,0,-0.1179
2613,1,730056, 2,566121,0.0033265282,0.9832,0.35960,74534,120762,16104, 811,289120,76939,2186,149600,49161,101220,12885, 705,245309,54184,1706,100951,110682,62999,131874,43858,114221,55609,100637,65266,151532, 99411,53424,121276,60429,107428, 99411,151532,1,1,121790,65428,0.6505,0.6541,1,2,0,-0.1179
2613,2,725215, 2,589784,0.0033265282,0.9832,0.07130,64389,193603, 5773,1510,242438,72115,3097,142290,43946,174404, 5174,1295,212959,51034,2518, 98454,156214,65847,174735,48789,162094,56423,144296,66460,214596, 97453,57309,165471,61436,153194, 97453,214596,1,1,170387,66996,0.7178,0.7199,1,2,0,-0.1179
2614,1,726005, 2,564947,0.0022408198,0.9792,0.34192,74310,122142,16329, 837,289029,73758,2219,147381,49154,102709,13119, 726,245934,51972,1740, 99593,109552,62481,130098,43682,112840,55187, 99626,64384,151105, 98775,53076,119824,59777,106232, 98775,151105,1,1,120645,64900,0.6502,0.6538,1,2,0,-0.1179
2614,2,729266, 2,590958,0.0022408198,0.9792,0.07097,64613,192223, 5548,1484,242529,75296,3064,144509,43953,172915, 4940,1274,212334,53246,2484, 99812,157344,66366,176511,48965,163476,56844,145307,67343,215023, 98089,57657,166923,62087,154390, 98089,215023,1,1,171533,67524,0.7175,0.7196,1,2,0,-0.1179
2615,1,731263, 2,568149,0.0049853258,0.9840,0.35991,75302,129863,16055, 820,279630,72837,2280,154476,49661,109356,12852, 713,238084,51733,1781,103969,116657,66843,138558,47400,119752,59245,106118,68674,159843,102460,57116,127605,63952,112934,102460,159843,1,1,128185,68923,0.6503,0.6533,1,2,0,-0.1179
2615,2,724008, 2,587756,0.0049853258,0.9840,0.07108,63621,184502, 5822,1501,251928,76217,3003,137414,43446,166268, 5207,1287,220184,53485,2443, 95436,150239,62003,168051,45247,156564,52787,138815,63053,206286, 94404,53617,159142,57912,147688, 94404,206286,1,1,163992,63501,0.7209,0.7235,1,2,0,-0.1179
2616,1,729479, 2,567647,0.0025335487,0.9848,0.45097,75624,131229,16231, 826,278086,70488,2299,154696,49930,110503,12986, 719,237012,50447,1801,104249,117218,67214,139196,47656,120433,59576,106783,68988,160801,103104,57429,128205,64274,113607,103104,160801,1,1,128886,69306,0.6503,0.6533,1,2,0,-0.1179
2616,2,725792, 2,588258,0.0025335487,0.9848,0.07316,63299,183136, 5646,1495,253472,78566,2984,137194,43177,165121, 5073,1281,221256,54771,2423, 95156,149677,61632,167413,44991,155883,52456,138150,62739,205327, 93760,53303,158542,57590,147015, 93760,205327,1,1,163291,63118,0.7212,0.7238,1,2,0,-0.1179
2617,1,725489, 2,562374,0.0029499660,0.9800,0.33695,73467,114306,16088, 804,293663,77070,2077,148014,48467, 96092,12853, 700,249074,54131,1613, 99444,111863,64015,133017,44793,114536,56076,101206,65535,152137,100206,54398,122438,60798,107870,100206,152137,1,1,122552,66124,0.6495,0.6531,1,2,0,-0.1179
2617,2,729782, 2,593531,0.0029499660,0.9800,0.07051,65456,200059, 5789,1517,237895,71984,3206,143876,44640,179532, 5206,1300,209194,51087,2611, 99961,155033,64831,173592,47854,161780,55955,143727,66192,213991, 96658,56334,164309,61067,152752, 96658,213991,1,1,169625,66300,0.7190,0.7211,1,2,0,-0.1179
2618,1,725539, 2,570563,0.0028812503,0.9776,0.36891,73637,137810,14218, 821,275163,66635,2470,154785,49058,118596,11628, 712,236241,48058,1939,104331,125819,69787,147803,50269,128309,62104,114270,71514,172175,104321,60024,136810,66802,121288,104321,172175,1,1,137675,71598,0.6579,0.6602,1,2,0,-0.1179
2618,2,729732, 2,585342,0.0028812503,0.9776,0.07153,65286,176555, 7659,1500,256395,82419,2813,137105,44049,157028, 6431,1288,222027,57160,2285, 95074,141077,59059,158806,42378,148007,49928,130664,60213,193953, 92543,50709,149938,55062,139334, 92543,193953,1,1,154502,60826,0.7175,0.7207,1,2,0,-0.1179
2619,1,731120, 2,580017,0.0047887988,0.9748,0.29651,70410,130726,13561, 810,291370,68933,2433,152877,47290,114289,11224, 698,251123,49644,1941,103808,128775,69119,150040,49984,131033,61649,116767,71063,176327,104399,59549,139407,66350,123898,104399,176327,1,1,140589,71243,0.6637,0.6661,1,2,0,-0.1179
2619,2,724151, 2,575888,0.0047887988,0.9748,0.06954,68513,183639, 8316,1511,240188,80121,2850,139013,45817,161335, 6835,1302,207145,55574,2283, 95597,138121,59728,156568,42663,145283,50383,128167,60664,189801, 92465,51184,147340,55514,136724, 92465,189801,1,1,151588,61181,0.7125,0.7155,1,2,0,-0.1179
2620,1,727959, 2,565011,0.0004445907,0.9824,0.36727,74401,121436,16179, 819,289295,74864,2194,148771,49155,101917,12958, 716,245641,52610,1726,100288,109907,62706,130929,43646,113186,55197, 99898,64618,150241, 98896,53172,120417,59899,106541, 98896,150241,1,1,120833,65012,0.6502,0.6538,1,2,0,-0.1179
2620,2,727312, 2,590894,0.0004445907,0.9824,0.07152,64522,192929, 5698,1502,242263,74190,3089,143119,43952,173707, 5101,1284,212627,52608,2498, 99117,156988,66140,175680,49001,163129,56834,145035,67108,215887, 97968,57561,166331,61966,154081, 97968,215887,1,1,171344,67412,0.7177,0.7197,1,2,0,-0.1179
2621,1,728610, 2,572568,0.0013392695,0.9808,0.37741,74146,135846,14188, 814,275807,69248,2427,156134,49496,116759,11593, 708,236813,49836,1912,105451,125303,69267,147280,49819,128275,61791,114082,71370,171962,103971,59539,136290,66574,121176,103971,171962,1,1,137380,71243,0.6585,0.6609,1,2,0,-0.1179
2621,2,726661, 2,583337,0.0013392695,0.9808,0.07174,64777,178519, 7689,1507,255751,79806,2856,135756,43611,158865, 6466,1292,221455,55382,2312, 93954,141593,59579,159329,42828,148041,50241,130851,60357,194167, 92893,51194,150458,55290,139446, 92893,194167,1,1,154797,61181,0.7167,0.7199,1,2,0,-0.1179
2622,1,725116, 2,563187,0.0034625853,0.9848,0.43280,75174,130236,16044, 822,274950,72125,2280,153485,49622,109596,12824, 715,234323,51250,1781,103076,115811,66590,137613,47289,119029,59075,105564,68363,159107,101691,56934,126709,63711,112295,101691,159107,1,1,127424,68600,0.6500,0.6529,1,2,0,-0.1179
2622,2,730155, 2,592718,0.0034625853,0.9848,0.07287,63749,184129, 5833,1499,256608,76929,3003,138405,43485,166028, 5235,1285,223945,53968,2443, 96329,151085,62256,168996,45358,157287,52957,139369,63364,207021, 95173,53799,160038,58153,148327, 95173,207021,1,1,164753,63824,0.7208,0.7234,1,2,0,-0.1179
2623,1,726666, 2,571791,0.0013323979,0.9804,0.35718,72843,131421,13386, 781,280044,68601,2425,157165,48581,113437,10977, 672,240639,49417,1932,106136,129178,70277,151664,50535,132071,62671,117815,72274,176245,104578,60402,140420,67466,124942,104578,176245,1,1,141394,72067,0.6624,0.6647,1,2,0,-0.1179
2623,2,728605, 2,584114,0.0013323979,0.9804,0.07119,66080,182944, 8491,1540,251514,80453,2858,134725,44526,162187, 7082,1328,217629,55801,2292, 93269,137718,58570,154945,42112,144245,49361,127119,59453,189883, 92286,50330,146327,54398,135680, 92286,189883,1,1,150783,60357,0.7141,0.7174,1,2,0,-0.1179
2624,1,729957, 2,568302,0.0031904711,0.9832,0.33083,73504,109361,16425, 837,305522,77377,2044,144887,48730, 92074,13198, 727,259751,54315,1590, 97917,109449,61567,129951,42522,112103,53515, 98936,62899,148704, 97852,52039,119699,58197,105518, 97852,148704,1,1,119828,63670,0.6530,0.6570,1,2,0,-0.1179
2624,2,725314, 2,587603,0.0031904711,0.9832,0.07069,65419,205004, 5452,1484,226036,71677,3239,147003,44377,183550, 4861,1273,198517,50903,2634,101488,157447,67279,176658,50125,164213,58517,145998,68827,217424, 99012,58694,167048,63667,155104, 99012,217424,1,1,172349,68754,0.7148,0.7167,1,2,0,-0.1179
2625,1,727825, 2,578633,0.0002604326,0.9796,0.25053,71058,140444,14345, 871,283937,68331,2556,146283,48244,122165,11876, 764,244994,49223,2028, 99339,124822,65834,144047,48355,125915,58684,111702,67813,172531, 99911,57092,134432,63242,118806, 99911,172531,1,1,135803,68120,0.6660,0.6682,1,2,0,-0.1179
2625,2,727446, 2,577272,0.0002604326,0.9796,0.06827,67865,173921, 7532,1450,247621,80723,2727,145607,44863,153459, 6183,1236,213274,55995,2196,100066,142074,63012,162562,44292,150401,53347,133232,63913,193597, 96953,53641,152315,58622,141815, 96953,193597,1,1,156374,64304,0.7086,0.7118,1,2,0,-0.1179
2626,1,729866, 2,570139,0.0030654084,0.9768,0.32965,73319,113403,16824, 858,305287,75524,2089,142562,48812, 96027,13580, 748,259959,52941,1636, 96436,105735,60452,125519,41908,108636,52677, 95726,61781,146108, 97383,51175,115626,57220,102180, 97383,146108,1,1,116344,62840,0.6493,0.6534,1,2,0,-0.1179
2626,2,725405, 2,585766,0.0030654084,0.9768,0.07076,65604,200962, 5053,1463,226271,73530,3194,149328,44295,179597, 4479,1252,198309,52277,2588,102969,161161,68394,181090,50739,167680,59354,149207,69946,220020, 99481,59558,171121,64644,158442, 99481,220020,1,1,175833,69585,0.7165,0.7182,1,2,0,-0.1179
2627,1,726266, 2,581592,0.0018821237,0.9804,0.27685,65451,139663,13578, 886,286498,75918,2496,141776,44744,121554,11077, 770,249517,53957,2005, 97968,129729,64407,148398,47263,129717,56757,115177,66035,176323, 95562,55832,139062,61390,122445, 95562,176323,1,1,139869,66005,0.6794,0.6813,1,2,0,-0.1179
2627,2,729005, 2,574313,0.0018821237,0.9804,0.06960,73472,174702, 8299,1435,245060,73136,2787,150114,48363,154070, 6982,1230,208751,51261,2219,101437,137167,64439,158210,45384,146599,55274,129756,65691,189805,101301,54900,147685,60475,138177,101301,189805,1,1,152308,66419,0.6963,0.6999,1,2,0,-0.1179
2628,1,724635, 2,563638,0.0041236306,0.9800,0.36198,73873,126669,14870, 785,278384,73990,2241,153823,48795,107323,11987, 681,237210,52461,1747,103434,117068,66753,139020,47337,120155,59265,106386,68872,160076,102424,57039,128042,64061,113270,102424,160076,1,1,128541,68930,0.6509,0.6539,1,2,0,-0.1179
2628,2,730636, 2,592267,0.0041236306,0.9800,0.07108,65050,187696, 7007,1536,253174,75064,3042,138067,44312,168301, 6072,1319,221058,52757,2477, 95971,149828,62094,167588,45310,156161,52766,138547,62854,206052, 94440,53693,158705,57803,147352, 94440,206052,1,1,163636,63494,0.7205,0.7230,1,2,0,-0.1179
2629,1,728036, 2,578545,0.0005504129,0.9768,0.29309,69347,119108,13937, 802,304108,69727,2254,148753,46724,104622,11515, 696,261895,50051,1799,101243,123869,66498,144230,47774,126207,58939,112531,68028,171080,101913,57133,134049,63477,119367,101913,171080,1,1,135583,68631,0.6639,0.6667,1,2,0,-0.1179
2629,2,727235, 2,577360,0.0005504129,0.9768,0.06954,69576,195257, 7940,1519,227450,79327,3029,143137,46383,171002, 6544,1304,196373,55167,2425, 98162,143027,62348,162379,44873,150109,53092,132403,63699,195048, 94951,53600,152698,58387,141255, 94951,195048,1,1,156594,63793,0.7105,0.7133,1,2,0,-0.1179
2630,1,728511, 2,565154,0.0012032123,0.9836,0.35974,74457,120759,16104, 811,288789,75974,2184,149433,49120,101218,12885, 705,245043,53624,1706,100853,110636,62979,131824,43845,114182,55593,100604,65248,151478, 99370,53408,121228,60412,107392, 99370,151478,1,1,121745,65406,0.6505,0.6541,1,2,0,-0.1179
2630,2,726760, 2,590751,0.0012032123,0.9836,0.07130,64466,193606, 5773,1510,242769,73080,3099,142457,43987,174406, 5174,1295,213225,51594,2518, 98552,156260,65867,174784,48802,162134,56438,144330,66479,214650, 97494,57325,165519,61453,153230, 97494,214650,1,1,170432,67018,0.7178,0.7199,1,2,0,-0.1179
2631,1,727558, 2,565668,0.0001065094,0.9848,0.43470,75701,131103,16173, 820,274979,71558,2281,154943,49957,110377,12930, 713,234589,50970,1782,104350,116776,67109,138785,47609,120013,59483,106425,68877,160309,102582,57353,127778,64172,113218,102582,160309,1,1,128461,69131,0.6501,0.6530,1,2,0,-0.1179
2631,2,727713, 2,590237,0.0001065094,0.9848,0.07282,63222,183262, 5704,1501,256579,77496,3002,136947,43150,165247, 5129,1287,223679,54248,2442, 95055,150120,61737,167824,45038,156303,52549,138508,62850,205819, 94282,53379,158970,57692,147404, 94282,205819,1,1,163716,63293,0.7212,0.7238,1,2,0,-0.1179
2632,1,728340, 2,565530,0.0009682045,0.9820,0.35264,73254,114677,16115, 796,299122,74375,2076,147925,48369, 96465,12882, 692,253740,52394,1610, 99378,113773,64739,135224,45282,116423,56679,103090,66116,154530,101013,55005,124496,61389,109756,101013,154530,1,1,124608,66765,0.6511,0.6546,1,2,0,-0.1179
2632,2,726931, 2,590375,0.0009682045,0.9820,0.07098,65669,199688, 5762,1525,232436,74679,3207,143965,44738,179159, 5177,1308,204528,52824,2614,100027,153123,64107,171385,47365,159893,55352,141843,65611,211598, 95851,55728,162251,60475,150866, 95851,211598,1,1,167569,65660,0.7185,0.7206,1,2,0,-0.1179
2633,1,727959, 2,565011,0.0004445907,0.9824,0.36727,74401,121436,16179, 819,289295,74864,2194,148771,49155,101917,12958, 716,245641,52610,1726,100288,109907,62706,130929,43646,113186,55197, 99898,64618,150241, 98896,53172,120417,59899,106541, 98896,150241,1,1,120833,65012,0.6502,0.6538,1,2,0,-0.1179
2633,2,727312, 2,590894,0.0004445907,0.9824,0.07152,64522,192929, 5698,1502,242263,74190,3089,143119,43952,173707, 5101,1284,212627,52608,2498, 99117,156988,66140,175680,49001,163129,56834,145035,67108,215887, 97968,57561,166331,61966,154081, 97968,215887,1,1,171344,67412,0.7177,0.7197,1,2,0,-0.1179
2634,1,725924, 2,584323,0.0023521392,0.9804,0.27151,63311,139933,13146, 859,288216,75882,2466,142111,43573,121961,10804, 760,251938,54128,1965, 99194,130612,63390,149030,46603,130410,55979,116358,64825,176933, 92307,54993,139820,60396,123383, 92307,176933,1,0,140669,64620,0.6852,0.6868,1,2,0,-0.1179
2634,2,729347, 2,571582,0.0023521392,0.9804,0.06946,75612,174432, 8731,1462,243342,73172,2817,149779,49534,153663, 7255,1240,206330,51090,2259,100211,136284,65456,157578,46044,145906,56053,128575,66902,189196,104557,55739,146927,61469,137239,104557,189196,1,0,151508,67804,0.6908,0.6947,1,2,0,-0.1179
2635,1,730879, 2,574666,0.0044575890,0.9784,0.35589,74170,135398,14163, 816,277388,69954,2430,156560,49526,116532,11576, 709,238335,50286,1909,105793,125682,68713,147469,49464,128486,61339,114212,71002,172149,103338,59084,136574,66164,121347,103338,172149,1,1,137600,70770,0.6604,0.6628,1,2,0,-0.1179
2635,2,724392, 2,581239,0.0044575890,0.9784,0.07117,64753,178967, 7714,1505,254170,79100,2853,135330,43581,159092, 6483,1291,219933,54932,2315, 93612,141214,60133,159140,43184,147830,50692,130721,60725,193979, 93526,51649,150173,55701,139275, 93526,193979,1,1,154577,61654,0.7149,0.7180,1,2,0,-0.1179
2636,1,724345, 2,563114,0.0045221818,0.9856,0.42608,75086,129816,16039, 819,275524,70966,2270,153825,49527,109316,12836, 712,234752,50623,1774,103574,115817,66565,137609,47240,119030,59043,105525,68367,158998,101807,56897,126711,63698,112276,101807,158998,1,1,127395,68603,0.6500,0.6529,1,2,0,-0.1179
2636,2,730926, 2,592791,0.0045221818,0.9856,0.07272,63837,184549, 5838,1502,256034,78088,3013,138065,43580,166308, 5223,1288,223516,54595,2450, 95831,151079,62282,169000,45407,157286,52989,139409,63359,207130, 95057,53836,160037,58167,148346, 95057,207130,1,1,164782,63821,0.7208,0.7235,1,2,0,-0.1179
2637,1,728109, 2,580848,0.0006507379,0.9768,0.25150,68753,118922,14018, 822,308571,68925,2266,145832,46576,104854,11682, 711,266372,49564,1798, 99291,125904,66774,146040,48148,127284,58710,113568,67696,173050,102044,57458,135971,63197,120423,102044,173050,1,1,137169,68675,0.6664,0.6691,1,2,0,-0.1179
2637,2,727162, 2,575057,0.0006507379,0.9768,0.06816,70170,195443, 7859,1499,222987,80129,3017,146058,46531,170770, 6377,1289,191896,55654,2426,100114,140992,62072,160568,44499,149032,53321,131365,64031,193078, 94820,53275,150776,58667,140198, 94820,193078,1,1,155008,63749,0.7086,0.7114,1,2,0,-0.1179
2638,1,728235, 2,571876,0.0008239015,0.9760,0.34725,73858,133747,14056, 807,277271,69343,2397,156756,49167,114678,11474, 694,238207,49934,1891,105831,125366,68751,147341,49461,128293,61406,114183,70912,171445,103006,59101,136352,66153,121237,103006,171445,1,1,137325,70707,0.6601,0.6625,1,2,0,-0.1179
2638,2,727036, 2,584029,0.0008239015,0.9760,0.07086,65065,180618, 7821,1514,254287,79711,2886,135134,43940,160946, 6585,1306,220061,55284,2333, 93574,141530,60096,159268,43186,148023,50625,130751,60815,194684, 93858,51632,150395,55712,139385, 93858,194684,1,1,154852,61717,0.7150,0.7182,1,2,0,-0.1179
2639,1,727730, 2,571792,0.0001298727,0.9812,0.39789,73268,130519,13606, 778,279569,70327,2383,157280,48815,112547,11103, 672,239877,50446,1886,106446,124569,68949,146739,49431,127600,61489,113552,71045,170563,103440,59186,135652,66261,120575,103440,170563,1,1,136605,70872,0.6584,0.6608,1,2,0,-0.1179
2639,2,727541, 2,584113,0.0001298727,0.9812,0.07225,65655,183846, 8271,1543,251989,78727,2900,134610,44292,163077, 6956,1328,218391,54772,2338, 92959,142327,59897,159870,43216,148716,50543,131381,60681,195565, 93424,51547,151095,55604,140047, 93424,195565,1,1,155572,61553,0.7165,0.7196,1,2,0,-0.1179
2640,1,730169, 2,572294,0.0034818257,0.9716,0.33180,74222,130373,14178, 802,279448,71255,2314,157577,49235,111451,11536, 697,239812,51267,1811,106485,121932,67947,143891,48591,124720,60544,110789,70018,166338,102243,58263,132910,65274,117753,102243,166338,1,1,133534,69868,0.6565,0.6590,1,2,0,-0.1179
2640,2,725102, 2,583611,0.0034818257,0.9716,0.07022,64701,183992, 7699,1519,252110,77799,2969,134313,43872,164173, 6523,1303,218456,53951,2413, 92920,144964,60900,162718,44056,151596,51487,134145,61709,199791, 94621,52470,153838,56591,142868, 94621,199791,1,1,158643,62556,0.7172,0.7202,1,2,0,-0.1179
2641,1,727006, 2,576183,0.0008651310,0.9692,0.27246,70847,131418,14306, 829,289836,68160,2397,149213,47602,114086,11810, 727,249773,49115,1885,101185,120361,66372,140536,48006,122586,59192,108930,68228,167082,101919,57185,130447,63703,115757,101919,167082,1,1,131899,68743,0.6574,0.6601,1,2,0,-0.1179
2641,2,728265, 2,579722,0.0008651310,0.9692,0.06872,68076,182947, 7571,1492,241722,80894,2886,142677,45505,161538, 6249,1273,208495,56103,2339, 98220,146535,62475,166072,44641,153730,52839,136003,63499,199047, 94945,53548,156300,58161,144865, 94945,199047,1,1,160278,63682,0.7157,0.7184,1,2,0,-0.1179
2642,1,725761, 2,568504,0.0025761525,0.9808,0.40090,73968,132454,14142, 782,275802,69584,2377,156652,49087,113279,11476, 679,236363,49966,1863,105791,122669,68358,144651,48993,125823,61014,111873,70558,168353,102894,58671,133658,65780,118848,102894,168353,1,1,134674,70363,0.6568,0.6593,1,2,0,-0.1179
2642,2,729510, 2,587401,0.0025761525,0.9808,0.07227,64955,181911, 7735,1539,255756,79470,2906,135238,44020,162345, 6583,1321,221905,55252,2361, 93614,144227,60488,161958,43654,150492,51017,133060,61169,197775, 93970,52062,153089,56085,141774, 93970,197775,1,1,157503,62061,0.7173,0.7204,1,2,0,-0.1179
2643,1,725908, 2,564960,0.0023741283,0.9796,0.37002,73661,126218,14578, 781,279963,74358,2242,154107,48707,107092,11803, 674,238520,52733,1740,103691,118283,67004,140317,47490,121210,59471,107391,69097,161233,102506,57241,129298,64277,114300,102506,161233,1,1,129688,69113,0.6524,0.6552,1,2,0,-0.1179
