draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
3215,1,541350, 2,0.9898,431511,0.0014065346,0.9856,0.1711,22106,459618,1973,23220,4464,406,2412,27151,15373,374498,1461,16104,3679,309,1875,18212,131656,100668,113319,136754,156520,93078,134045,109695,113802,139873,165661,142230,161146,155786,159187,144183,169282,141653,171252,138566,133886,110049,113802,139873,165305,144483,1,0,130248,147587,0.4688,0.4686,0.2,0.2,0,0.2560
3215,2,542875, 2,0.9898,418612,0.0014065346,0.9856,0.4689,23093,441700,3104,41372,3613,433,1962,27598,14535,353055,2320,26613,2987,333,1451,17318,147582, 77037,122793,119176,176243,65890,143425, 95164,122159,113999,177938,102553,172023,116673,169357,106675,179037,105368,181683,101049,147510, 89318,122159,113999,176008,106464,1,0,100358,159224,0.3866,0.3873,0.0,0.2,0,0.2560
3216,1,540285, 2,0.6055,424198,0.0033710715,0.9842,0.2970,20620,447865,2692,32404,4253,439,2271,29741,14001,361324,2025,22038,3492,354,1712,19252,134859, 93560,111992,133545,163427,82159,134254,106331,114169,132219,166586,128425,161332,142051,159275,131378,168844,129694,171807,125363,136134,103899,114169,132219,165569,131382,2,0,120472,148654,0.4476,0.4478,0.2,0.2,0,0.2584
3216,2,543940, 2,0.6055,425925,0.0033710715,0.9842,0.2626,24579,453453,2385,32188,3824,400,2103,25008,15907,366229,1756,20679,3174,288,1614,16278,144379, 84146,124120,122385,169337,76808,143216, 98528,121792,121654,177012,116358,171837,130408,169269,119480,179474,117328,181128,114252,145262, 95468,121792,121654,175744,119565,2,0,110134,158156,0.4105,0.4108,0.0,0.2,0,0.2584
3217,1,543184, 2,0.6719,434140,0.0019765270,0.9812,0.1790,23715,469848,2954,11156,4951,429,2531,27600,16456,382376,2262, 8293,4099,349,1969,18336,127961,106389,107180,148207,159560,94836,130005,118497,108220,148246,160086,146899,154759,161903,152813,150491,161841,148575,166028,143254,131177,116983,108220,148246,159106,150225,2,0,136730,142845,0.4891,0.4890,0.3,0.3,0,0.2020
3217,2,541041, 2,0.6719,415983,0.0019765270,0.9812,0.2961,21484,431470,2123,53436,3126,410,1843,27149,13452,345177,1519,34424,2567,293,1357,17194,151276, 71316,128932,107723,173203,64132,147465, 86361,127741,105626,183513, 97884,178410,110556,175730,100366,186477, 98447,186907, 96361,150219, 82384,127741,105626,182207,100723,2,0, 93877,163965,0.3641,0.3647,0.0,0.3,0,0.2020
3218,1,539737, 2,0.7672,426846,0.0043819318,0.9872,0.2147,20029,455146,1859,28390,3800,383,2281,27849,13623,368902,1358,19441,3104,301,1760,18357,137369, 97372,114244,137996,164911,87330,135832,111121,116796,137161,170613,133311,164585,147829,162327,137186,173156,134666,175615,130623,138090,108454,116796,137161,169259,136723,1,0,125459,151545,0.4529,0.4532,0.2,0.2,0,0.2555
3218,2,544488, 2,0.7672,423277,0.0043819318,0.9872,0.4076,25170,446172,3218,36202,4277,456,2093,26900,16285,358651,2423,23276,3562,341,1566,17173,141869, 80334,121868,117935,167853,71638,141638, 93738,119166,116712,172985,111472,168584,124630,166217,113672,175162,112356,177320,108991,143306, 90913,119166,116712,172054,114224,1,0,105147,155266,0.4038,0.4040,0.0,0.2,0,0.2555
3219,1,542172, 2,0.8340,430559,0.0001097558,0.9886,0.2485,21501,469730,1876,14595,3898,379,2424,27769,14625,380281,1358,10481,3172,298,1885,18459,140414, 96918,118128,137140,168155,87103,140139,109375,120914,137150,176799,135575,171274,149917,168722,139285,179570,136454,182374,132310,141710,107634,120914,137150,175748,138708,1,0,126123,156649,0.4460,0.4462,0.2,0.4,0,0.1586
3219,2,542053, 2,0.8340,419564,0.0001097558,0.9886,0.4738,23698,431588,3201,49997,4179,460,1950,26980,15283,347272,2423,32236,3494,344,1441,17071,138823, 80787,117983,118790,164609,71864,137331, 95484,115047,116722,166799,109208,161895,122542,159822,111573,168748,110568,170561,107304,139686, 91732,115047,116722,165565,112239,1,0,104483,150161,0.4103,0.4107,0.2,0.4,0,0.1586
3220,1,543153, 2,0.9689,435165,0.0019193433,0.9883,0.1991,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
3220,2,541072, 2,0.9689,414958,0.0019193433,0.9883,0.4945,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
3221,1,541184, 2,0.9249,433923,0.0017127441,0.9788,0.1678,22160,468920,1991,13941,4418,372,2436,26946,15424,383012,1483, 9969,3646,293,1914,18182,133761,101979,114820,139348,159334,94285,136197,111346,115683,142430,168356,144951,163851,158688,161754,147078,171957,144412,174281,141005,136029,111740,115683,142430,168040,147227,1,0,132552,149999,0.4691,0.4689,0.2,0.2,0,0.2542
3221,2,543041, 2,0.9249,416200,0.0017127441,0.9788,0.3587,23039,432398,3086,50651,3659,467,1938,27803,14484,344541,2298,32748,3020,349,1412,17348,145476, 75726,121292,116582,173430,64683,141273, 93513,120278,111442,175243, 99832,169318,113771,166790,103780,176362,102610,178654, 98610,145367, 87627,120278,111442,173273,103720,1,0, 98054,156812,0.3847,0.3855,0.0,0.2,0,0.2542
3222,1,543749, 2,0.6512,423409,0.0030187461,0.9777,0.2233,19428,438365,1720,50973,3549,351,2129,27234,13023,353530,1213,33054,2907,262,1639,17781,149321, 85193,127582,121632,172233,77470,146140, 98823,127071,122279,181451,116502,176227,129330,173941,118777,184567,116597,184865,114473,148819, 95780,127071,122279,180210,119135,1,0,110107,162339,0.4041,0.4045,0.0,0.2,0,0.2601
3222,2,540476, 2,0.6512,426714,0.0030187461,0.9777,0.2562,25771,462953,3357,13619,4528,488,2245,27515,16885,374023,2568, 9663,3759,380,1687,17749,129916, 92513,108530,134298,160530,81498,131330,106035,108890,131593,162148,128281,156943,143129,154603,132081,163751,130425,168070,125142,132576,103587,108890,131593,161103,131812,1,0,120499,144471,0.4548,0.4549,0.2,0.2,0,0.2601
3223,1,541846, 2,0.6744,432958,0.0004915954,0.9853,0.2237,23816,468505,2946,11162,4963,433,2515,27506,16540,381230,2253, 8290,4111,351,1954,18229,126412,106708,105976,148190,158025,95125,128642,118595,106810,148478,158097,147601,152871,162530,150943,151168,159846,149249,164109,143908,129764,117155,106810,148478,157173,150892,1,0,137155,141173,0.4928,0.4926,0.4,0.4,0,0.1505
3223,2,542379, 2,0.6744,417165,0.0004915954,0.9853,0.3263,21383,432813,2131,53430,3114,406,1859,27243,13368,346323,1528,34427,2555,291,1372,17301,152825, 70997,130136,107740,174739,63842,148828, 86263,129151,105395,185502, 97181,180298,109929,177601, 99689,188473, 97773,188826, 95707,151632, 82212,129151,105395,184140,100056,1,0, 93451,165637,0.3607,0.3614,0.0,0.4,0,0.1505
3224,1,543344, 2,0.6644,428866,0.0022716687,0.9869,0.3321,21006,455337,2677,27504,4298,454,2455,29613,14294,368402,2011,19044,3529,363,1885,19338,138690, 94235,115773,134093,167461,82703,138378,106476,118703,132548,172024,129735,166831,143327,164801,132499,174513,130734,177418,126467,140076,104376,118703,132548,171117,132553,1,0,121282,153459,0.4414,0.4416,0.2,0.4,0,0.1586
3224,2,540881, 2,0.6644,421257,0.0022716687,0.9869,0.3738,24193,445981,2400,37088,3779,385,1919,25136,15614,359151,1770,23673,3137,279,1441,16192,140548, 83471,120339,121837,165302,76265,139092, 98383,117258,121325,171575,115048,166338,129132,163743,118358,173805,116288,175518,113148,141319, 94990,117258,121325,170196,118394,1,0,109325,153351,0.4162,0.4165,0.2,0.4,0,0.1586
3225,1,542689, 2,0.6824,426326,0.0010634324,0.9834,0.2929,20550,447890,2610,35621,4120,447,2403,29048,13961,361840,1973,24105,3378,356,1851,18862,138695, 90431,115186,130298,165085,80668,138112,102680,117754,129157,171012,124575,165514,138249,163743,127049,173446,125456,175628,121795,139270,101019,117754,129157,169869,127425,1,1,117036,152417,0.4343,0.4346,0.2,0.4,0,0.1586
3225,2,541536, 2,0.6824,423797,0.0010634324,0.9834,0.3042,24649,453428,2467,28971,3957,392,1971,25701,15947,365713,1808,18612,3288,286,1475,16668,140542, 87275,120926,125632,167679,78300,139358,102179,118208,124716,172586,120208,167655,134210,164800,123808,174873,121565,177307,117820,142126, 98348,118208,124716,171444,123522,1,1,113571,154393,0.4238,0.4241,0.2,0.4,0,0.1586
3226,1,542115, 2,0.7477,428325,0.0000046116,0.9856,0.2838,19959,457055,1911,28658,3821,384,2283,28044,13561,370028,1404,19662,3136,301,1758,18475,137315, 97485,114079,138184,164872,87424,135750,111267,116722,137250,170930,133290,164923,147776,162634,137161,173376,134662,175863,130631,138004,108589,116722,137250,169545,136705,1,0,125513,151646,0.4529,0.4532,0.2,0.2,0,0.2555
3226,2,542110, 2,0.7477,421798,0.0000046116,0.9856,0.3202,25240,444263,3166,35934,4256,455,2091,26705,16347,357525,2377,23055,3530,341,1568,17055,141922, 80221,122033,117747,167892,71544,141720, 93592,119239,116622,172669,111493,168246,124683,165909,113697,174943,112359,177072,108984,143391, 90778,119239,116622,171768,114243,1,0,105093,155164,0.4038,0.4040,0.0,0.2,0,0.2555
3227,1,542323, 2,0.6653,427671,0.0003882958,0.9872,0.2804,20977,454369,2704,27484,4309,455,2461,29564,14277,367283,2034,19020,3541,364,1874,19278,137999, 93871,115051,133715,166713,82271,137703,106055,118186,132088,171138,129332,165999,142830,163994,132050,173649,130252,176508,126032,139367,103978,118186,132088,170257,132100,1,0,120850,152694,0.4418,0.4420,0.2,0.4,0,0.1586
3227,2,541902, 2,0.6653,422452,0.0003882958,0.9872,0.3353,24222,446949,2373,37108,3768,384,1913,25185,15631,360270,1747,23697,3125,278,1452,16252,141238, 83834,121061,122215,166051,76696,139766, 98804,117775,121785,172461,115451,167170,129629,164550,118808,174670,116770,176427,113582,142029, 95389,117775,121785,171056,118848,1,0,109757,154116,0.4159,0.4163,0.2,0.4,0,0.1586
3228,1,542351, 2,0.6809,426048,0.0004399456,0.9812,0.2005,20593,447869,2595,35426,4081,429,2432,28926,14017,361825,1941,23921,3346,338,1880,18780,141295, 88955,118101,128418,167604,79174,141044,100791,120423,127361,173700,122670,168379,136111,166700,124915,176222,123389,178245,119863,142012, 99334,120423,127361,172649,125390,2,0,115164,155171,0.4260,0.4262,0.2,0.4,0,0.1586
3228,2,541874, 2,0.6809,424075,0.0004399456,0.9812,0.3291,24606,453449,2482,29166,3996,410,1942,25823,15891,365728,1840,18796,3320,304,1446,16750,137942, 88751,118011,127512,165159,79794,136426,104068,115538,126511,169898,122113,164790,136348,161843,125942,172097,123632,174691,119752,139384,100033,115538,126511,168664,125558,2,0,115442,151639,0.4322,0.4325,0.2,0.4,0,0.1586
3229,1,544704, 2,0.7889,437780,0.0047803731,0.9815,0.1756,22304,478463,2071, 8187,4469,373,2450,26387,15525,390641,1557, 6230,3703,298,1940,17886,133934,107330,113606,148103,163296,97469,135399,118901,115230,149674,168754,151064,163898,165599,161452,154503,171547,151683,175042,147103,136560,117951,115230,149674,168139,153990,1,0,139142,150216,0.4809,0.4807,0.3,0.3,0,0.1969
3229,2,539521, 2,0.7889,412343,0.0047803731,0.9815,0.3224,22895,422855,3006,56405,3608,466,1924,28362,14383,336912,2224,36487,2963,344,1386,17644,145303, 70376,122505,107827,169468,61499,142071, 85958,120731,104198,174845, 93719,169272,106860,167092, 96355,176771, 95339,177893, 92512,144836, 81416,120731,104198,173175, 96957,1,0, 91464,156595,0.3687,0.3695,0.0,0.3,0,0.1969
3230,1,541351, 2,0.6660,428754,0.0014046900,0.9859,0.2414,21061,463292,2702,17552,4306,436,2502,29500,14334,374722,2037,12546,3527,354,1918,19316,139366, 93451,116130,133777,168286,81940,139131,105723,119556,132227,173819,129320,168584,142925,166368,132257,176239,130301,179192,125988,140729,103722,119556,132227,172841,132158,1,0,120791,154667,0.4385,0.4387,0.2,0.4,0,0.1586
3230,2,542874, 2,0.6660,421369,0.0014046900,0.9859,0.2671,24138,438026,2375,47040,3771,403,1872,25249,15574,352831,1744,30171,3139,288,1408,16214,139871, 84255,119982,122153,164477,77028,138339, 99135,116405,121646,169779,115463,164586,129534,162176,118601,172080,116720,173743,113627,140667, 95645,116405,121646,168473,118789,1,0,109815,152143,0.4192,0.4195,0.2,0.4,0,0.1586
3231,1,543153, 2,0.9689,435165,0.0019193433,0.9883,0.1991,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
3231,2,541072, 2,0.9689,414958,0.0019193433,0.9883,0.4945,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
3232,1,543247, 2,0.7640,429243,0.0020927391,0.9891,0.2279,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87710,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
3232,2,540978, 2,0.7640,420880,0.0020927391,0.9891,0.4224,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
3233,1,539794, 2,0.7938,427924,0.0042767876,0.9872,0.2588,20102,458804,1867,24942,3800,387,2333,27559,13729,372001,1363,17340,3101,305,1818,18267,138998, 97111,116057,137492,166507,87082,137839,110293,118921,136734,173421,133596,167510,147991,165216,137427,175975,134829,178531,130761,139851,107995,118921,136734,172130,136921,2,0,125331,153897,0.4488,0.4491,0.2,0.3,0,0.2071
3233,2,544431, 2,0.7938,422199,0.0042767876,0.9872,0.4264,25097,442514,3210,39650,4277,452,2041,27190,16179,355552,2418,25377,3565,337,1508,17263,140239, 80594,120055,118439,166257,71885,139631, 94566,117040,117138,170178,111187,165659,124468,163327,113430,172344,112193,174405,108854,141545, 91372,117040,117138,169183,114027,2,0,105275,152913,0.4077,0.4080,0.1,0.3,0,0.2071
3234,1,542587, 2,0.7646,428169,0.0008752796,0.9864,0.2006,20088,453024,1850,33304,3820,383,2292,27826,13646,367142,1352,22513,3118,301,1778,18319,136702, 98380,113808,138945,164407,88293,135282,112198,115916,138747,169373,134596,163238,149252,161077,138449,171908,136012,174304,131983,137551,109454,115916,138747,167980,138059,1,0,126685,150601,0.4569,0.4571,0.2,0.2,0,0.2552
3234,2,541638, 2,0.7646,421954,0.0008752796,0.9864,0.3981,25111,448294,3227,31288,4257,456,2082,26923,16262,360411,2429,20204,3548,341,1548,17211,142536, 79326,122304,116986,168356,70674,142188, 92661,120045,115126,174226,110187,169931,123207,167467,112408,176411,111009,178631,107632,143845, 89913,120045,115126,173333,112889,1,0,103921,156209,0.3995,0.3998,0.0,0.2,0,0.2552
3235,1,539703, 2,0.7929,428283,0.0044446494,0.9878,0.2380,20342,458697,1861,24807,3802,388,2329,27477,13901,372376,1356,17210,3100,304,1812,18224,138728, 97523,115691,137968,166251,87419,137553,110708,118507,137217,172723,134187,166814,148611,164532,138003,175285,135408,177845,131316,139557,108405,118507,137217,171440,137505,2,0,125836,153393,0.4507,0.4509,0.2,0.2,0,0.2548
3235,2,544522, 2,0.7929,421840,0.0044446494,0.9878,0.4428,24857,442621,3216,39785,4275,451,2045,27272,16007,355177,2425,25507,3566,338,1514,17306,140510, 80182,120421,117962,166513,71548,139917, 94151,117454,116655,170876,110596,166355,123848,164012,112854,173034,111614,175090,108299,141839, 90962,117454,116655,169873,113442,2,0,104770,153418,0.4058,0.4061,0.0,0.2,0,0.2548
3236,1,539876, 2,0.7927,428235,0.0041255275,0.9908,0.2829,20356,458839,1855,24818,3796,389,2327,27496,13885,372329,1350,17222,3100,304,1811,18234,138877, 97556,115863,137985,166362,87513,137746,110707,118674,137192,173102,134180,167183,148567,164890,137985,175600,135427,178195,131312,139713,108440,118674,137192,171794,137494,2,0,125842,153649,0.4503,0.4505,0.2,0.2,0,0.2548
3236,2,544349, 2,0.7927,421888,0.0041255275,0.9908,0.5830,24843,442479,3222,39774,4281,450,2047,27253,16023,355224,2431,25495,3566,338,1515,17296,140360, 80150,120249,117946,166402,71454,139724, 94152,117287,116680,170497,110603,165987,123892,163654,112872,172719,111595,174740,108303,141683, 90927,117287,116680,169519,113453,2,0,104764,153161,0.4062,0.4065,0.0,0.2,0,0.2548
3237,1,544622, 2,0.6443,427832,0.0046291130,0.9845,0.2350,21083,451817,2673,32004,4359,460,2437,29789,14337,364732,1999,21650,3584,372,1858,19300,136679, 94665,113784,134597,165771,82762,136435,106994,116274,133354,168821,130086,163626,143746,161683,132758,171341,131097,174093,126907,138168,104754,116274,133354,167913,132919,0,0,121697,150851,0.4465,0.4467,0.2,0.3,0,0.2081
3237,2,539603, 2,0.6443,422291,0.0046291130,0.9845,0.3225,24116,449501,2404,32588,3718,379,1937,24960,15571,362821,1782,21067,3082,270,1468,16230,142558, 83040,122327,121334,166992,76206,141035, 97865,119687,120518,174778,114697,169543,128713,166860,118100,176978,115925,178842,112707,143228, 94613,119687,120518,173400,118028,0,0,108910,155960,0.4112,0.4115,0.1,0.3,0,0.2081
3238,1,543782, 2,0.7459,429142,0.0030796191,0.9845,0.2895,21117,452170,2660,32061,4135,445,2410,28784,14386,366515,2011,21868,3408,350,1851,18753,136318, 94035,112906,133906,162121,84837,135962,106136,114907,132550,167859,127700,161801,142037,160070,130710,170175,128799,172096,125305,136828,104728,114907,132550,166400,130911,2,1,120602,149421,0.4466,0.4470,0.2,0.3,0,0.2084
3238,2,540443, 2,0.7459,420981,0.0030796191,0.9845,0.2948,24082,449148,2417,32531,3942,394,1964,25965,15522,361038,1770,20849,3258,292,1475,16777,142919, 83671,123205,122024,170642,74131,141508, 98722,121054,121322,175739,117083,171368,130422,168474,120148,178144,118222,180840,114310,144568, 94639,121054,121322,174913,120037,2,1,110005,157389,0.4114,0.4116,0.1,0.3,0,0.2084
3239,1,544674, 2,0.8363,434684,0.0047250340,0.9853,0.2212,22440,470500,2060,14606,4635,372,2438,27623,15540,382696,1531,10451,3803,299,1903,18461,132179,105384,112641,144938,161962,94829,134102,116769,113726,147129,166776,148064,161871,162500,159626,151196,169750,148635,173141,144055,135222,115480,113726,147129,166233,150890,2,0,136350,148577,0.4785,0.4784,0.3,0.3,0,0.1994
3239,2,539551, 2,0.8363,415439,0.0047250340,0.9853,0.3448,22759,430818,3017,49986,3442,467,1936,27126,14368,344857,2250,32266,2863,343,1423,17069,147058, 72322,123471,110993,170802,64139,143368, 88089,122235,106743,176823, 96719,171298,109959,168918, 99661,178569, 98386,179794, 95560,146174, 83887,122235,106743,175080,100057,2,0, 94256,158233,0.3733,0.3741,0.0,0.3,0,0.1994
3240,1,544227, 2,0.6810,429732,0.0039004819,0.9840,0.2749,21034,456098,2715,27636,4322,459,2462,29501,14299,369135,2049,19156,3550,368,1879,19296,137407, 94862,114267,134977,165949,83501,137067,107208,117196,133319,170006,130333,164646,144038,162692,133099,172459,131340,175147,127242,138673,105136,117196,133319,168990,133210,0,0,121992,151683,0.4458,0.4459,0.2,0.3,0,0.2079
3240,2,539998, 2,0.6810,420391,0.0039004819,0.9840,0.3098,24165,445220,2362,36956,3755,380,1912,25248,15609,358418,1732,23561,3116,274,1447,16234,141830, 82843,121845,120953,166815,75467,140403, 97651,118765,120554,173593,114450,168524,128421,165852,117759,175860,115681,177788,112373,142723, 94230,118765,120554,172323,117737,0,0,108614,155127,0.4118,0.4121,0.1,0.3,0,0.2079
