draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4722,1,539459, 2,0.7941,427732,0.0048947405,0.9859,0.2298,20059,458743,1846,24778,3801,387,2340,27505,13690,372034,1351,17191,3101,305,1823,18237,139336, 97139,116302,137628,166904,87053,138150,110392,119239,136846,173687,133622,167784,148037,165483,137458,176264,134859,178778,130795,140174,108053,119239,136846,172399,136954,1,0,125383,154192,0.4485,0.4487,0.2,0.3,0,0.2070
4722,2,544766, 2,0.7941,422391,0.0048947405,0.9859,0.3689,25140,442575,3231,39814,4276,452,2034,27244,16218,355519,2430,25526,3565,337,1503,17293,139901, 80566,119810,118302,165860,71915,139320, 94467,116722,117026,169912,111161,165385,124422,163061,113399,172055,112163,174157,108820,141222, 91314,116722,117026,168914,113993,1,0,105224,152618,0.4081,0.4084,0.1,0.3,0,0.2070
4723,1,542949, 2,0.7515,435581,0.0015430377,0.9848,0.2004,22543,469435,2060,14515,4376,355,2404,27261,15665,383853,1555,10331,3631,284,1900,18362,133406,107553,112992,148616,163405,97198,134984,119595,114531,150288,167390,150648,162290,165287,160074,154037,170147,151519,173630,146816,136197,118240,114531,150288,166706,153662,1,0,139156,149285,0.4824,0.4823,0.3,0.3,0,0.1973
4723,2,541276, 2,0.7515,414542,0.0015430377,0.9848,0.3184,22656,431883,3017,50077,3701,484,1970,27488,14243,343700,2226,32386,3035,358,1426,17168,145831, 70153,123120,107314,169359,61769,142486, 85264,121430,103584,176209, 94135,170879,107172,168469, 96821,178171, 95502,179305, 92800,145198, 81126,121430,103584,174607, 97285,1,0, 91451,157526,0.3673,0.3681,0.0,0.3,0,0.1973
4724,1,540276, 2,0.5771,424165,0.0033876732,0.9850,0.3731,20442,448215,2721,32402,4223,435,2234,29604,13893,361542,2033,22029,3466,353,1686,19163,135740, 92921,112662,133204,164327,81521,135005,105913,114576,131487,166617,127181,161381,140765,159371,130155,168772,128522,171672,124253,136934,103390,114576,131487,165563,130175,1,0,119592,149012,0.4452,0.4454,0.2,0.3,0,0.2086
4724,2,543949, 2,0.5771,425958,0.0033876732,0.9850,0.2441,24757,453103,2356,32190,3854,404,2140,25145,16015,366011,1748,20688,3200,289,1640,16367,143498, 84785,123450,122726,168436,77446,142465, 98945,121385,122386,176982,117602,171788,131694,169173,120703,179547,118500,181263,115362,144462, 95977,121385,122386,175751,120772,1,0,111014,157798,0.4130,0.4133,0.1,0.3,0,0.2086
4725,1,543073, 2,0.7898,430722,0.0017717725,0.9897,0.2715,20460,461360,1888,25079,3821,391,2342,27732,13985,374278,1377,17436,3121,307,1823,18395,139472, 97838,116296,138521,167073,87801,138290,111117,119102,137657,173846,134526,167886,149008,165570,138366,176330,135800,178940,131674,140284,108819,119102,137657,172514,137875,2,0,126231,154280,0.4500,0.4503,0.2,0.2,0,0.2544
4725,2,541152, 2,0.7898,419401,0.0017717725,0.9897,0.5696,24739,439958,3189,39513,4256,448,2032,27017,15923,353275,2404,25281,3545,335,1503,17135,139766, 79868,119816,117409,165691,71166,139180, 93742,116859,116216,169752,110257,165283,123451,162974,112492,171989,111221,173995,107941,141112, 90548,116859,116216,168799,113072,2,0,104376,152530,0.4063,0.4065,0.0,0.2,0,0.2544
4726,1,540261, 2,0.6544,425752,0.0034153428,0.9810,0.1817,20877,452842,2639,27188,4314,452,2462,29487,14207,365827,1974,18715,3546,364,1885,19234,137652, 94206,114953,133813,166762,82254,137450,106314,117907,132325,170725,129628,165612,143093,163620,132289,173154,130609,176060,126340,139205,104146,117907,132325,169834,132392,1,0,121087,152389,0.4428,0.4429,0.2,0.4,0,0.1586
4726,2,543964, 2,0.6544,424371,0.0034153428,0.9810,0.2603,24322,448476,2438,37404,3763,387,1912,25262,15701,361726,1807,24002,3120,278,1441,16296,141586, 83500,121159,122117,166001,76713,140019, 98545,118054,121548,172874,115155,167557,129366,164924,118569,175164,116412,176875,113275,142191, 95220,118054,121548,171479,118555,1,0,109519,154421,0.4149,0.4153,0.2,0.4,0,0.1586
4727,1,543913, 2,0.7757,436400,0.0033212663,0.9842,0.2053,22569,470089,2061,14557,4429,366,2395,27447,15673,384422,1551,10386,3669,295,1889,18515,133401,106783,112947,147607,162852,96815,134510,118883,114675,149011,167766,149633,162628,164343,160371,153050,170472,150480,173877,145879,135929,117522,114675,149011,167023,152677,1,0,138248,149350,0.4807,0.4806,0.3,0.3,0,0.1978
4727,2,540312, 2,0.7757,413723,0.0033212663,0.9842,0.3519,22630,431229,3016,50035,3648,473,1979,27302,14235,343131,2230,32331,2997,347,1437,17015,145836, 70923,123165,108323,169912,62152,142960, 85976,121286,104862,175832, 95150,170541,108116,168172, 97808,177846, 96542,179058, 93736,145467, 81845,121286,104862,174290, 98270,1,0, 92358,157460,0.3697,0.3705,0.0,0.3,0,0.1978
4728,1,542301, 2,0.7884,435409,0.0003477138,0.9859,0.1918,22525,468692,2059,14535,4438,367,2403,27282,15687,383529,1551,10372,3677,297,1902,18394,132586,106909,112462,147348,161929,96945,133855,118780,114195,149016,167002,149987,161890,164628,159654,153352,169714,150805,173167,146146,135209,117496,114195,149016,166285,152984,2,0,138391,148645,0.4821,0.4820,0.3,0.3,0,0.1981
4728,2,541924, 2,0.7884,414714,0.0003477138,0.9859,0.3675,22674,432626,3018,50057,3639,472,1971,27467,14221,344024,2230,32345,2989,345,1424,17136,146651, 70797,123650,108582,170835,62022,143615, 86079,121766,104857,176597, 94795,171279,107831,168890, 97506,178605, 96216,179769, 93469,146187, 81871,121766,104857,175028, 97963,2,0, 92215,158165,0.3683,0.3691,0.0,0.3,0,0.1981
4729,1,541983, 2,0.7478,427656,0.0002388803,0.9850,0.2783,21071,450512,2648,32058,4133,445,2402,28714,14350,365129,2003,21869,3408,350,1844,18703,135645, 93859,112348,133581,161368,84706,135322,105913,114321,132269,167082,127466,161040,141764,159298,130488,169382,128579,171306,125082,136171,104514,114321,132269,165622,130676,1,0,120371,148711,0.4473,0.4477,0.2,0.2,0,0.2583
4729,2,542242, 2,0.7478,422467,0.0002388803,0.9850,0.3033,24128,450806,2429,32534,3944,394,1972,26035,15558,362424,1778,20848,3258,292,1482,16827,143592, 83847,123763,122350,171396,74262,142147, 98945,121640,121603,176516,117317,172129,130695,169246,120370,178936,118443,181630,114533,145224, 94853,121640,121603,175691,120271,1,0,110236,158099,0.4108,0.4110,0.0,0.2,0,0.2583
4730,1,544285, 2,0.5755,427360,0.0040074708,0.9867,0.4097,20567,451785,2729,32425,4241,437,2256,29845,13954,364454,2036,22043,3480,354,1704,19335,137146, 93365,113791,134071,165908,81943,136342,106527,115758,132224,168292,127760,162990,141447,160966,130767,170443,129109,173321,124846,138297,103977,115758,132224,167202,130786,1,0,120206,150495,0.4441,0.4443,0.2,0.3,0,0.2082
4730,2,539940, 2,0.5755,422763,0.0040074708,0.9867,0.2427,24632,449533,2348,32167,3836,402,2118,24904,15954,363099,1745,20674,3186,288,1622,16195,142091, 84341,122321,121859,166855,77024,141128, 98332,120203,121649,175307,117023,170179,131012,167578,120091,177876,117913,179615,114769,143098, 95390,120203,121649,174111,120161,1,0,110401,156315,0.4139,0.4142,0.1,0.3,0,0.2082
4731,1,540207, 2,0.6861,426598,0.0035149531,0.9853,0.2842,20879,452654,2704,27563,4308,456,2436,29207,14226,366371,2040,19115,3541,365,1858,19082,136216, 94311,113418,133893,164478,83010,135955,106429,116229,132465,168467,129667,163168,143241,161314,132320,170907,130627,173581,126562,137517,104410,116229,132465,167488,132484,2,0,121253,150373,0.4464,0.4466,0.2,0.3,0,0.2083
4731,2,544018, 2,0.6861,423525,0.0035149531,0.9853,0.3744,24320,448664,2373,37029,3769,383,1938,25542,15682,361182,1741,23602,3125,277,1468,16448,143022, 83394,122694,122037,168286,75957,141515, 98430,119732,121407,175132,115116,170002,129218,167229,118538,177412,116395,179355,113053,143879, 94957,119732,121407,173826,118464,2,0,109354,156437,0.4114,0.4118,0.1,0.3,0,0.2083
4732,1,541587, 2,0.6019,431093,0.0009693560,0.9734,0.1074,26471,466306,2729,12350,4665,483,2348,26235,17960,379260,2021, 8623,3852,355,1831,17191,135419, 96849,116647,135067,164378,86660,138737,107273,117397,136106,169038,137598,165189,150782,163288,138706,173459,136563,175383,133460,138796,106463,117397,136106,169271,139422,0,0,125906,151893,0.4532,0.4530,0.2,0.3,0,0.2068
4732,2,542638, 2,0.6019,419030,0.0009693560,0.9734,0.2121,18728,435012,2348,52242,3412,356,2026,28514,11948,348293,1760,34094,2814,287,1495,18339,143818, 80857,119464,120863,168386,72307,138733, 97585,118564,117766,174561,107185,167980,121677,165255,112152,174860,110459,177552,106155,142600, 92904,118564,117766,172042,111526,0,0,104700,154917,0.4033,0.4041,0.1,0.3,0,0.2068
4733,1,542799, 2,0.6649,428190,0.0012663423,0.9872,0.3152,20948,454777,2696,27563,4331,455,2470,29559,14258,367730,2029,19072,3559,364,1892,19286,138122, 94343,115343,134076,166903,82759,137881,106520,118193,132608,171144,129834,165959,143382,163970,132546,173637,130798,176489,126581,139563,104424,118193,132608,170240,132629,0,0,121345,152764,0.4427,0.4429,0.2,0.4,0,0.1586
4733,2,541426, 2,0.6649,421933,0.0012663423,0.9872,0.3609,24251,446541,2381,37029,3746,384,1904,25190,15650,359823,1752,23645,3107,278,1434,16244,141115, 83362,120769,121854,165861,76208,139589, 98338,117768,121264,172455,114949,167210,129077,164574,118311,174681,116224,176447,113034,141833, 94943,117768,121264,171073,118319,0,0,109261,154046,0.4150,0.4153,0.2,0.4,0,0.1586
4734,1,539852, 2,0.7671,425917,0.0041697987,0.9864,0.1712,21108,448644,2652,32020,4122,446,2382,28478,14404,363613,1998,21804,3394,351,1826,18527,135267, 93221,112278,132572,160774,84208,135103,105080,113839,131332,165956,126513,159914,140759,158322,129373,168329,127574,170131,124158,135856,103769,113839,131332,164531,129676,0,0,119479,147991,0.4467,0.4470,0.2,0.3,0,0.2088
4734,2,544373, 2,0.7671,424206,0.0041697987,0.9864,0.3313,24091,452674,2425,32572,3955,393,1992,26271,15504,363940,1783,20913,3272,291,1500,17003,143971, 84485,123834,123358,171990,74760,142367, 99779,122123,122540,177642,118270,173255,131700,170221,121485,179989,119448,182804,115457,145540, 95597,122123,122540,176782,121272,0,0,111128,158819,0.4117,0.4119,0.1,0.3,0,0.2088
4735,1,539769, 2,0.6677,425836,0.0043229035,0.9845,0.2890,20847,452220,2705,27453,4298,457,2459,29330,14211,365691,2035,18991,3530,366,1880,19132,137459, 93618,114690,133202,166047,82030,137219,105703,117621,131652,170053,128846,164910,142285,163002,131462,172588,129719,175327,125584,138854,103638,117621,131652,169176,131579,1,1,120410,151891,0.4422,0.4424,0.2,0.4,0,0.1586
4735,2,544456, 2,0.6677,424287,0.0043229035,0.9845,0.3203,24352,449098,2372,37139,3779,382,1915,25419,15697,361862,1746,23726,3136,276,1446,16398,141779, 84088,121422,122728,166716,76938,140251, 99156,118340,122221,173546,115937,168259,130174,165542,119395,175730,117302,177608,114031,142542, 95729,118340,122221,172137,119368,1,1,110196,154919,0.4157,0.4160,0.2,0.4,0,0.1586
4736,1,541272, 2,0.5848,422660,0.0015504162,0.9774,0.2118,20114,440266,2686,42671,4046,420,2152,28917,13621,354655,2008,28483,3326,332,1607,18628,142959, 85067,120784,122296,166360,76928,140404, 98255,119484,121656,172102,115488,166608,128669,164670,117911,174258,116241,175401,113393,142628, 95636,119484,121656,170608,118340,1,0,109590,154303,0.4153,0.4156,0.2,0.4,0,0.1586
4736,2,542953, 2,0.5848,427463,0.0015504162,0.9774,0.1479,25085,461052,2391,21921,4031,419,2222,25832,16287,372898,1773,14234,3340,310,1719,16902,136278, 92638,115328,133635,166403,82040,137066,106604,116477,132217,171497,129295,166562,143790,163874,132946,174060,130781,177534,126222,138768,103730,116477,132217,170705,132607,1,0,121016,152507,0.4424,0.4426,0.2,0.4,0,0.1586
4737,1,539415, 2,0.6680,425524,0.0049759044,0.9859,0.3375,20903,451781,2710,27450,4289,455,2459,29368,14249,365333,2038,18990,3522,364,1873,19155,137135, 93158,114269,132706,165536,81692,136829,105194,117353,131113,169941,128365,164807,141795,162861,131005,172449,129240,175205,125143,138443,103187,117353,131113,169053,131110,0,0,119941,151638,0.4416,0.4418,0.2,0.4,0,0.1586
4737,2,544810, 2,0.6680,424599,0.0049759044,0.9859,0.3591,24296,449537,2367,37142,3788,384,1915,25381,15659,362220,1743,23727,3144,278,1453,16375,142103, 84548,121843,123224,167228,77275,140641, 99665,118608,122759,173657,116418,168362,130664,165683,119853,175870,117782,177731,114472,142953, 96180,118608,122759,172261,119837,0,0,110665,155172,0.4163,0.4166,0.2,0.4,0,0.1586
4738,1,540026, 2,0.7875,429518,0.0038488321,0.9853,0.1660,20551,459679,1881,23909,3825,371,2317,27493,14056,373915,1386,16634,3128,292,1812,18295,138286, 99077,115433,139385,165549,89352,137308,111994,118484,139022,172477,136930,166593,151386,164257,140744,175091,138104,177651,134057,139145,109952,118484,139022,171214,140244,1,0,128005,153113,0.4553,0.4555,0.2,0.2,0,0.2542
4738,2,544199, 2,0.7875,420605,0.0038488321,0.9853,0.4058,24648,441639,3196,40683,4252,468,2057,27256,15852,353638,2395,26083,3538,350,1514,17235,140951, 78628,120679,116545,167215,69616,140162, 92865,117477,114851,171122,107853,166576,121073,164287,110114,173227,108917,175284,105558,142251, 89415,117477,114851,170099,110703,1,0,102602,153698,0.4003,0.4007,0.0,0.2,0,0.2542
4739,1,544396, 2,0.7629,429862,0.0042122253,0.9867,0.1980,20136,455875,1857,32006,3810,383,2307,28022,13679,369409,1359,21760,3111,301,1783,18460,137746, 98330,114590,139167,165443,88320,136182,112286,117011,138721,171062,134579,164931,149242,162688,138479,173548,136025,176032,131946,138491,109525,117011,138721,169652,138054,0,0,126709,151923,0.4548,0.4550,0.2,0.2,0,0.2548
4739,2,539829, 2,0.7629,420261,0.0042122253,0.9867,0.4132,25063,445443,3220,32586,4267,456,2067,26727,16229,358144,2422,20957,3555,341,1543,17070,141491, 79376,121522,116763,167321,70648,141288, 92572,118950,115151,172536,110204,168239,123217,165856,112379,174770,110996,176903,107669,142905, 89841,118950,115151,171661,112893,0,0,103897,154887,0.4015,0.4017,0.0,0.2,0,0.2548
4740,1,541845, 2,0.7653,428098,0.0004934400,0.9872,0.1741,20108,455807,1856,29715,3809,383,2281,27886,13665,369321,1355,20219,3116,301,1762,18359,137593, 97720,114412,138500,165299,87582,136123,111490,116835,137788,170742,133798,164685,148411,162446,137709,173317,135180,175757,131117,138358,108823,116835,137788,169390,137243,1,0,125929,151721,0.4536,0.4538,0.2,0.2,0,0.2552
4740,2,542380, 2,0.7653,422025,0.0004934400,0.9872,0.3395,25091,445511,3221,34877,4268,456,2093,26863,16243,358232,2426,22498,3550,341,1564,17171,141644, 79985,121700,117430,167465,71386,141347, 93368,119126,116084,172856,110985,168484,124048,166098,113149,175002,111842,177178,108498,143038, 90544,119126,116084,171924,113704,1,0,104677,155089,0.4030,0.4032,0.0,0.2,0,0.2552
4741,1,541591, 2,0.7850,428718,0.0009619774,0.9883,0.2568,20307,456685,1858,28377,3843,391,2298,27832,13831,370490,1358,19434,3138,309,1784,18374,138002, 98113,114938,138745,165499,88149,136647,111687,117322,138084,171314,134465,165288,149037,162976,138336,173897,135810,176372,131743,138773,109173,117322,138084,169970,137878,2,0,126416,152225,0.4537,0.4539,0.2,0.2,0,0.2549
4741,2,542634, 2,0.7850,421405,0.0009619774,0.9883,0.5989,24892,444633,3219,36215,4234,448,2076,26917,16077,357063,2423,23283,3528,333,1542,17156,141235, 79593,121174,117185,167265,70818,140823, 93172,118639,115789,172284,110318,167881,123422,165568,112521,174421,111212,176563,107872,142623, 90194,118639,115789,171344,113069,2,0,104190,154585,0.4026,0.4029,0.0,0.2,0,0.2549
4742,1,541607, 2,0.5784,422948,0.0009324633,0.9807,0.2740,18952,443267,1905,43101,3737,354,2044,28247,12759,356961,1365,28615,3047,279,1533,18389,143877, 89652,121968,127935,169537,80346,140194,104686,121092,128185,174921,122766,169546,136162,166945,126194,177295,123836,179077,120340,143895,100655,121092,128185,173557,125860,1,0,116010,156445,0.4258,0.4261,0.2,0.4,0,0.1586
4742,2,542618, 2,0.5784,427175,0.0009324633,0.9807,0.1782,26247,458051,3172,21491,4340,485,2330,26502,17149,370592,2416,14102,3619,363,1793,17141,135361, 88053,114144,127995,163227,78622,137276,100173,114869,125688,168677,122017,163623,136297,161599,124664,171024,123185,173858,119275,137501, 98711,114869,125688,167756,125088,1,0,114597,150365,0.4325,0.4327,0.2,0.4,0,0.1586
4743,1,540764, 2,0.9066,430539,0.0024874911,0.9777,0.1462,21510,459435,1889,23392,4387,400,2407,27344,14991,373996,1385,15962,3622,305,1892,18386,137521, 97650,119361,133285,162622,89693,140277,105914,120565,136513,173167,140202,169639,152727,167691,141113,177249,138957,179395,135835,139946,106636,120565,136513,173428,141767,0,0,127189,154748,0.4511,0.4508,0.2,0.4,0,0.1586
4743,2,543461, 2,0.9066,419584,0.0024874911,0.9777,0.3459,23689,441883,3188,41200,3690,439,1967,27405,14917,353557,2396,26755,3044,337,1434,17144,141716, 80056,116751,122646,170142,69274,137193, 98945,115396,117359,170432,104581,163530,119732,160852,109744,171069,108065,173540,103780,141450, 92731,115396,117359,167885,109180,0,0,103418,152062,0.4048,0.4056,0.2,0.4,0,0.1586
4744,1,542192, 2,0.6014,426130,0.0001466485,0.9804,0.3153,20550,449965,2735,32491,4225,439,2233,29554,13950,363302,2047,22130,3465,356,1678,19202,135156, 93735,111739,134426,163485,82618,134323,106894,113651,132573,165506,128101,160043,141903,158113,131106,167637,129463,170341,125347,136176,104418,113651,132573,164328,131184,1,0,120617,147999,0.4490,0.4492,0.2,0.2,0,0.2583
4744,2,542033, 2,0.6014,423993,0.0001466485,0.9804,0.2049,24649,451353,2342,32101,3852,400,2141,25195,15958,364251,1734,20587,3201,286,1648,16328,144081, 83971,124373,121505,169279,76350,143147, 97964,122310,121299,178093,116682,173126,130556,170431,119751,180681,117558,182594,114268,145220, 94949,122310,121299,176985,119763,1,0,109990,158811,0.4092,0.4095,0.0,0.2,0,0.2583
4745,1,544526, 2,0.6837,429127,0.0044520279,0.9788,0.1899,21065,452062,2726,32150,4303,447,2446,29327,14370,366033,2045,21846,3526,357,1870,19080,138100, 94151,115438,133639,166094,83050,138190,105999,117614,132457,169860,129025,164668,142547,162869,131452,172589,129784,174953,125895,139456,104209,117614,132457,168988,131741,2,1,120800,152037,0.4428,0.4429,0.2,0.4,0,0.1586
4745,2,539699, 2,0.6837,420996,0.0044520279,0.9788,0.3439,24134,449256,2351,32442,3774,392,1928,25422,15538,361520,1736,20871,3140,285,1456,16450,141137, 83554,120674,122292,166670,75917,139279, 98859,118347,121416,173739,115758,168502,129912,165674,119406,175730,117237,177982,113720,141940, 95157,118347,121416,172325,119206,2,1,109807,154773,0.4150,0.4154,0.2,0.4,0,0.1586
4746,1,541101, 2,0.8330,429280,0.0018658489,0.9913,0.2668,21445,468752,1869,14592,3895,378,2422,27748,14558,379122,1353,10481,3170,299,1883,18414,140469, 95984,118203,136140,168108,86262,140101,108532,121046,136089,177042,134251,171498,148586,168932,138007,179800,135181,182572,131061,141721,106730,121046,136089,175969,137417,1,0,125009,156777,0.4436,0.4438,0.2,0.4,0,0.1586
4746,2,543124, 2,0.8330,420843,0.0018658489,0.9913,0.5161,23754,432566,3208,50000,4182,461,1952,27001,15350,348431,2428,32236,3496,343,1443,17116,138768, 81722,117909,119790,164656,72706,137369, 96327,114915,117783,166557,110532,161671,123873,159612,112851,168518,111840,170363,108554,139675, 92637,114915,117783,165344,113530,1,0,105597,150033,0.4131,0.4134,0.2,0.4,0,0.1586
4747,1,542755, 2,0.8081,430257,0.0011851784,0.9913,0.3020,20558,461148,1865,24796,3834,394,2351,27809,14027,373917,1359,17211,3125,310,1836,18472,139701, 97791,116707,138367,167202,87920,138658,110944,119605,137565,174459,134722,168553,149210,166231,138557,177036,135946,179638,131857,140568,108755,119605,137565,173184,138059,1,0,126288,154779,0.4493,0.4496,0.2,0.2,0,0.2542
4747,2,541470, 2,0.8081,419866,0.0011851784,0.9913,0.6233,24641,440170,3212,39796,4243,445,2023,26940,15881,353636,2422,25506,3541,332,1490,17058,139536, 79915,119405,117563,165562,71047,138812, 93915,116356,116307,169140,110061,164616,123249,162312,112301,171282,111076,173297,107758,140828, 90612,116356,116307,168130,112889,1,0,104319,152031,0.4069,0.4072,0.0,0.2,0,0.2542
4748,1,539415, 2,0.6680,425524,0.0049759044,0.9859,0.3375,20903,451781,2710,27450,4289,455,2459,29368,14249,365333,2038,18990,3522,364,1873,19155,137135, 93158,114269,132706,165536,81692,136829,105194,117353,131113,169941,128365,164807,141795,162861,131005,172449,129240,175205,125143,138443,103187,117353,131113,169053,131110,0,0,119941,151638,0.4416,0.4418,0.2,0.4,0,0.1586
4748,2,544810, 2,0.6680,424599,0.0049759044,0.9859,0.3591,24296,449537,2367,37142,3788,384,1915,25381,15659,362220,1743,23727,3144,278,1453,16375,142103, 84548,121843,123224,167228,77275,140641, 99665,118608,122759,173657,116418,168362,130664,165683,119853,175870,117782,177731,114472,142953, 96180,118608,122759,172261,119837,0,0,110665,155172,0.4163,0.4166,0.2,0.4,0,0.1586
4749,1,539421, 2,0.8014,427408,0.0049648366,0.9913,0.3165,20065,458530,1839,24795,3798,387,2331,27676,13681,371576,1341,17210,3095,305,1819,18381,139461, 96917,116428,137406,166880,87015,138258,110206,119392,136497,174065,133205,168107,147657,165801,137086,176569,134505,179113,130443,140257,107886,119392,136497,172731,136579,1,0,125093,154407,0.4476,0.4479,0.2,0.3,0,0.2070
4749,2,544804, 2,0.8014,422715,0.0049648366,0.9913,0.5647,25134,442788,3238,39797,4279,452,2043,27073,16227,355977,2440,25507,3571,337,1507,17149,139777, 80789,119684,118524,165884,71952,139212, 94653,116569,117375,169534,111578,165062,124802,162743,113771,171750,112517,173822,109172,141138, 91481,116569,117375,168582,114368,1,0,105513,152403,0.4091,0.4093,0.1,0.3,0,0.2070
4750,1,544821, 2,0.9674,435767,0.0049961954,0.9872,0.2395,22339,471978,1965,14012,4465,395,2466,27201,15546,384535,1454,10041,3679,303,1925,18284,135455,100418,116616,137370,161025,92514,137928,109589,117518,140449,171228,142831,166791,156400,164601,144910,174848,142209,177121,138830,137757,109973,117518,140449,170918,145036,0,0,130552,152313,0.4615,0.4614,0.2,0.2,0,0.2543
4750,2,539404, 2,0.9674,414356,0.0049961954,0.9872,0.5037,22860,429340,3112,50580,3612,444,1908,27548,14362,343018,2327,32676,2987,339,1401,17246,143782, 77287,119496,118560,171738,66453,139542, 95269,118443,113423,172371,101952,166378,116059,163942,105947,173471,104812,175815,100784,143639, 89394,118443,113423,170395,105911,0,0,100054,154497,0.3931,0.3938,0.0,0.2,0,0.2543
4751,1,543340, 2,0.7833,430654,0.0022642902,0.9889,0.2840,20374,461575,1907,25135,3824,387,2351,27787,13900,374226,1390,17461,3123,304,1820,18430,139876, 97515,116575,138303,167503,87438,138574,110920,119500,137282,174440,133844,168447,148321,166126,137700,176918,135119,179464,131051,140633,108544,119500,137282,173079,137207,2,0,125749,154742,0.4483,0.4486,0.2,0.3,0,0.2068
4751,2,540885, 2,0.7833,419469,0.0022642902,0.9889,0.5665,24825,439743,3170,39457,4253,452,2023,26962,16008,353327,2391,25256,3543,338,1506,17100,139361, 80191,119537,117628,165261,71529,138896, 93939,116461,116590,169158,110939,164722,124138,162418,113158,171400,111903,173471,108564,140763, 90823,116461,116590,168234,113740,2,0,104857,152068,0.4081,0.4083,0.1,0.3,0,0.2068
4752,1,541986, 2,0.6656,424257,0.0002333464,0.9845,0.1614,20526,440297,2654,42420,4143,429,2392,29125,13905,355638,2001,28324,3414,336,1823,18816,140914, 87517,119220,124440,164984,79023,139622, 99558,119187,124412,171872,119527,166565,132704,164738,121668,174419,120102,175766,117054,141186, 97634,119187,124412,170672,122211,1,0,112600,153729,0.4228,0.4231,0.2,0.4,0,0.1586
4752,2,542239, 2,0.6656,425866,0.0002333464,0.9845,0.2067,24673,461021,2423,22172,3934,410,1982,25624,16003,371915,1780,14393,3252,306,1503,16714,138323, 90189,116892,131490,167780,79945,137848,105300,116774,129460,171726,125256,166604,139755,163806,129190,173899,126920,177169,122561,140210,101733,116774,129460,170641,128736,1,0,118006,153082,0.4353,0.4355,0.2,0.4,0,0.1586
4753,1,544821, 2,0.9674,435767,0.0049961954,0.9872,0.2395,22339,471978,1965,14012,4465,395,2466,27201,15546,384535,1454,10041,3679,303,1925,18284,135455,100418,116616,137370,161025,92514,137928,109589,117518,140449,171228,142831,166791,156400,164601,144910,174848,142209,177121,138830,137757,109973,117518,140449,170918,145036,0,0,130552,152313,0.4615,0.4614,0.2,0.2,0,0.2543
4753,2,539404, 2,0.9674,414356,0.0049961954,0.9872,0.5037,22860,429340,3112,50580,3612,444,1908,27548,14362,343018,2327,32676,2987,339,1401,17246,143782, 77287,119496,118560,171738,66453,139542, 95269,118443,113423,172371,101952,166378,116059,163942,105947,173471,104812,175815,100784,143639, 89394,118443,113423,170395,105911,0,0,100054,154497,0.3931,0.3938,0.0,0.2,0,0.2543
4754,1,542841, 2,0.7838,429893,0.0013438170,0.9842,0.2239,21536,455710,2654,27278,4155,446,2478,28584,14717,369828,1999,18944,3404,351,1915,18735,138164, 93701,114806,133436,163802,84682,138007,105380,117143,131979,170809,127902,164738,142196,162931,130942,173062,128981,175172,125390,138695,104300,117143,131979,169343,131083,3,0,120459,151863,0.4423,0.4426,0.2,0.4,0,0.1586
4754,2,541384, 2,0.7838,420230,0.0013438170,0.9842,0.4657,23663,445608,2423,37314,3922,393,1896,26165,15191,357725,1782,23773,3262,291,1411,16795,141074, 84004,121306,122494,168962,74286,139463, 99479,118818,121893,172789,116881,168431,130263,165613,119915,175257,118040,177763,114224,142701, 95067,118818,121893,171971,119865,3,0,110147,154947,0.4155,0.4157,0.2,0.4,0,0.1586
4755,1,540920, 2,0.7488,426684,0.0021997279,0.9883,0.2700,19864,451717,1843,33233,3791,380,2277,27815,13473,365904,1353,22484,3105,298,1760,18307,136053, 97913,113051,138427,163603,87866,134518,111756,115442,138111,169009,133956,162947,148523,160704,137852,171482,135387,173920,131356,136807,108990,115442,138111,167613,137415,0,0,126114,150073,0.4566,0.4569,0.2,0.2,0,0.2557
4755,2,543305, 2,0.7488,423439,0.0021997279,0.9883,0.3100,25335,449601,3234,31359,4286,459,2097,26934,16435,361649,2428,20233,3561,344,1566,17223,143184, 79792,123060,117503,169161,71102,142952, 93102,120520,115762,174590,110827,170222,123936,167840,113006,176837,111635,179015,108259,144589, 90377,120520,115762,173700,113532,0,0,104492,156738,0.4000,0.4002,0.0,0.2,0,0.2557
